# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 2 --numValues 2 --inactive 2 --incycles 20 --storevectors 0 --width 50 --tol 2.22045e-16\n --arnoldimethod explicit --power --relaxed 0.1 --residual --active 50 --acycles 200 --evectors 2 --evalues 2 --seed 0 --Iterations 10 --bins 75 -r --tracks 5000000 -f RelaxedTracks/50mfp.t5000000.dat  seed = 3931276900
# filename = RelaxedTracks/50mfp.t5000000.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 50, bins = 75, acycles = 200, incycles = 20, active = 50, inactive = 2, Iterations = 10, numValues = 2, relaxed = 0.1, tracks = 5000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   0.33333      0.010434     0.00019921    0.33333      -0           0             0.33333      -0.030256    0.00049413    0.33333      0            0             5E+07        0.0039532     5E+07        0             5E+07        0.9975       0             5E+07        0            0             5E+07        0.97058      0             5E+07        0            0             
   1            0.01768      0.00033968    1            -0           0             1            -0.050499    0.00097715    1            0            0             1E+08        0.0045846     1E+08        0             1E+08        0.99796      0             1E+08        0            0             1E+08        0.97591      0             1E+08        0            0             
   1.6667       0.024669     0.00043185    1.6667       -0           0             1.6667       -0.069616    0.00128       1.6667       0            0             1.1529E+08   0.001991      1.1529E+08   0             1.1529E+08   0.99752      0             1.1529E+08   -0           0             1.1529E+08   0.97668      0             1.1529E+08   -0           0             
   2.3333       0.031429     0.00055913    2.3333       -0           0             2.3333       -0.087257    0.0015553     2.3333       0            0             1.293E+08    0.00090636    1.293E+08    0             1.293E+08    0.99739      9.0055E-05    1.293E+08    -0           0             1.293E+08    0.97676      5.4285E-05    1.293E+08    -0           0             
   3            0.038138     0.00063029    3            -0           0             3            -0.10363     0.0016462     3            0            0             1.4343E+08   0.0012525     1.4343E+08   0             1.4343E+08   0.99734      7.5094E-05    1.4343E+08   -0           0             1.4343E+08   0.97703      0.00022812    1.4343E+08   -0           0             
   3.6667       0.04477      0.00072684    3.6667       -0           0             3.6667       -0.11859     0.0015495     3.6667       0            0             1.5816E+08   0.0010356     1.5816E+08   0             1.5816E+08   0.99735      5.7727E-05    1.5816E+08   -0           0             1.5816E+08   0.97716      0.00020253    1.5816E+08   -0           0             
   4.3333       0.051235     0.00077913    4.3333       -0           0             4.3333       -0.132       0.0015847     4.3333       0            0             1.7248E+08   0.00094386    1.7248E+08   0             1.7248E+08   0.99738      5.1892E-05    1.7248E+08   -0           0             1.7248E+08   0.97719      0.00016425    1.7248E+08   -0           0             
   5            0.057527     0.00085801    5            -0           0             5            -0.14293     0.001412      5            0            0             1.866E+08    0.00091627    1.866E+08    0             1.866E+08    0.9974       4.7699E-05    1.866E+08    -0           0             1.866E+08    0.9772       0.00013764    1.866E+08    -0           0             
   5.6667       0.06395      0.0009196     5.6667       -0           0             5.6667       -0.15258     0.001517      5.6667       0            0             2.0072E+08   0.00078911    2.0072E+08   0             2.0072E+08   0.99741      4.2121E-05    2.0072E+08   -0           0             2.0072E+08   0.97723      0.00012024    2.0072E+08   -0           0             
   6.3333       0.070266     0.001054      6.3333       -0           0             6.3333       -0.15964     0.0015499     6.3333       0            0             2.1492E+08   0.00044698    2.1492E+08   0             2.1492E+08   0.99735      6.6146E-05    2.1492E+08   -0           0             2.1492E+08   0.97725      0.00010771    2.1492E+08   -0           0             
