# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 2 --numValues 2 --inactive 2 --incycles 20 --storevectors 0 --width 50 --tol 2.22045e-16\n --arnoldimethod explicit --power --relaxed 0.1 --residual --active 50 --acycles 200 --evectors 2 --evalues 2 --seed 0 --Iterations 10 --bins 75 -r --tracks 5000000 -f RelaxedTracks/50mfp.t5000000.dat  seed = 3931276900
# filename = RelaxedTracks/50mfp.t5000000.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 50, bins = 75, acycles = 200, incycles = 20, active = 50, inactive = 2, Iterations = 10, numValues = 2, relaxed = 0.1, tracks = 5000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18           19            20           21           22            23           24           25            26           27           28           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   7            0.076248     0.0011358     7            -0           0             7            -0.16435     0.0015929     7            0            0             2.2909E+08   0.0012424     2.2909E+08   0             2.2909E+08   0.99736      5.9819E-05    2.2909E+08   -0           0             2.2909E+08   0.97725      9.592E-05     2.2909E+08   -0           0             
   7.6667       0.082024     0.0011873     7.6667       -0           0             7.6667       -0.16631     0.0015473     7.6667       0            0             2.4324E+08   0.00097262    2.4324E+08   0             2.4324E+08   0.99736      5.3865E-05    2.4324E+08   -0           0             2.4324E+08   0.97721      9.3975E-05    2.4324E+08   -0           0             
   8.3333       0.087786     0.0012356     8.3333       -0           0             8.3333       -0.16674     0.0018867     8.3333       0            0             2.5689E+08   0.0005852     2.5689E+08   0             2.5689E+08   0.99738      5.0912E-05    2.5689E+08   -0           0             2.5689E+08   0.97723      8.7723E-05    2.5689E+08   -0           0             
   9            0.093187     0.0012564     9            -0           0             9            -0.16395     0.0018749     9            0            0             2.7052E+08   0.00038463    2.7052E+08   0             2.7052E+08   0.9974       5.0301E-05    2.7052E+08   -0           0             2.7052E+08   0.97718      9.0595E-05    2.7052E+08   -0           0             
   9.6667       0.098523     0.0013096     9.6667       -0           0             9.6667       -0.15882     0.001966      9.6667       0            0             2.8448E+08   0.00033948    2.8448E+08   0             2.8448E+08   0.99741      4.8908E-05    2.8448E+08   -0           0             2.8448E+08   0.97718      8.3923E-05    2.8448E+08   -0           0             
   10.333       0.10351      0.0013646     10.333       -0           0             10.333       -0.15209     0.002252      10.333       0            0             2.9877E+08   0.00061773    2.9877E+08   0             2.9877E+08   0.99743      4.8851E-05    2.9877E+08   -0           0             2.9877E+08   0.97718      7.7934E-05    2.9877E+08   -0           0             
   11           0.10838      0.0013951     11           -0           0             11           -0.14351     0.002698      11           0            0             3.1316E+08   0.00066323    3.1316E+08   0             3.1316E+08   0.99745      4.9983E-05    3.1316E+08   -0           0             3.1316E+08   0.97719      7.3223E-05    3.1316E+08   -0           0             
   11.667       0.11296      0.0014308     11.667       -0           0             11.667       -0.13215     0.0027916     11.667       0            0             3.2735E+08   0.00085188    3.2735E+08   0             3.2735E+08   0.99747      5.005E-05     3.2735E+08   -0           0             3.2735E+08   0.97718      6.8745E-05    3.2735E+08   -0           0             
   12.333       0.11742      0.0014375     12.333       -0           0             12.333       -0.11883     0.0028638     12.333       0            0             3.4122E+08   0.00048498    3.4122E+08   0             3.4122E+08   0.99746      4.9092E-05    3.4122E+08   -0           0             3.4122E+08   0.97719      6.5195E-05    3.4122E+08   -0           0             
   13           0.12138      0.0014356     13           -0           0             13           -0.10413     0.0030407     13           0            0             3.549E+08    0.00058724    3.549E+08    0             3.549E+08    0.99745      4.7366E-05    3.549E+08    -0           0             3.549E+08    0.97719      6.1581E-05    3.549E+08    -0           0             
   13.667       0.1254       0.0014967     13.667       -0           0             13.667       -0.087432    0.0031052     13.667       0            0             3.6901E+08   0.00089906    3.6901E+08   0             3.6901E+08   0.99745      4.4891E-05    3.6901E+08   -0           0             3.6901E+08   0.97721      6.2564E-05    3.6901E+08   -0           0             
   14.333       0.12917      0.0015197     14.333       -0           0             14.333       -0.070075    0.0032869     14.333       0            0             3.8291E+08   0.00044201    3.8291E+08   0             3.8291E+08   0.99744      4.3432E-05    3.8291E+08   -0           0             3.8291E+08   0.97719      6.4027E-05    3.8291E+08   -0           0             
   15           0.1328       0.0014955     15           -0           0             15           -0.05214     0.0036027     15           0            0             3.9696E+08   0.0008301     3.9696E+08   0             3.9696E+08   0.99744      4.1509E-05    3.9696E+08   -0           0             3.9696E+08   0.97718      6.1527E-05    3.9696E+08   -0           0             
   15.667       0.13638      0.0014577     15.667       -0           0             15.667       -0.033742    0.0040287     15.667       0            0             4.1112E+08   0.00064201    4.1112E+08   0             4.1112E+08   0.99741      4.8196E-05    4.1112E+08   -0           0             4.1112E+08   0.97718      5.8764E-05    4.1112E+08   -0           0             
   16.333       0.13978      0.0014696     16.333       -0           0             16.333       -0.014643    0.0043794     16.333       0            0             4.2519E+08   0.00045646    4.2519E+08   0             4.2519E+08   0.99741      4.7004E-05    4.2519E+08   -0           0             4.2519E+08   0.97718      5.621E-05     4.2519E+08   -0           0             
   17           0.14277      0.0014051     17           -0           0             17           0.0038071    0.004843      17           -0           0             4.3909E+08   0.00050272    4.3909E+08   0             4.3909E+08   0.99742      4.7639E-05    4.3909E+08   -0           0             4.3909E+08   0.97717      5.5767E-05    4.3909E+08   -0           0             
   17.667       0.14549      0.0014228     17.667       -0           0             17.667       0.023013     0.0050624     17.667       -0           0             4.5287E+08   0.00047127    4.5287E+08   0             4.5287E+08   0.99743      4.6481E-05    4.5287E+08   -0           0             4.5287E+08   0.97714      6.0633E-05    4.5287E+08   -0           0             
   18.333       0.14781      0.0013911     18.333       -0           0             18.333       0.041289     0.0053439     18.333       -0           0             4.671E+08    0.0008592     4.671E+08    0             4.671E+08    0.99743      4.4728E-05    4.671E+08    -0           0             4.671E+08    0.97712      5.9791E-05    4.671E+08    -0           0             
   19           0.15001      0.001337      19           -0           0             19           0.058767     0.0056528     19           -0           0             4.8157E+08   0.00070175    4.8157E+08   0             4.8157E+08   0.99743      4.3081E-05    4.8157E+08   -0           0             4.8157E+08   0.97711      5.8543E-05    4.8157E+08   -0           0             
   19.667       0.15215      0.0011985     19.667       -0           0             19.667       0.074855     0.0060878     19.667       -0           0             4.9536E+08   0.0010111     4.9536E+08   0             4.9536E+08   0.99742      4.1662E-05    4.9536E+08   -0           0             4.9536E+08   0.97712      5.6787E-05    4.9536E+08   -0           0             
   20.333       0.15387      0.0011402     20.333       -0           0             20.333       0.09021      0.0062386     20.333       -0           0             5.0937E+08   0.00062162    5.0937E+08   0             5.0937E+08   0.99743      4.064E-05     5.0937E+08   -0           0             5.0937E+08   0.97714      5.8257E-05    5.0937E+08   -0           0             
   21           0.15537      0.0011166     21           -0           0             21           0.10388      0.0064402     21           -0           0             5.2355E+08   0.00079471    5.2355E+08   0             5.2355E+08   0.99744      4.0831E-05    5.2355E+08   -0           0             5.2355E+08   0.97713      5.6797E-05    5.2355E+08   -0           0             
   21.667       0.15674      0.0010799     21.667       -0           0             21.667       0.11627      0.0065312     21.667       -0           0             5.3788E+08   0.00079289    5.3788E+08   0             5.3788E+08   0.99743      4.1126E-05    5.3788E+08   -0           0             5.3788E+08   0.97713      5.5001E-05    5.3788E+08   -0           0             
   22.333       0.15787      0.0010509     22.333       -0           0             22.333       0.12682      0.0065357     22.333       -0           0             5.5237E+08   0.00078182    5.5237E+08   0             5.5237E+08   0.99744      4.0487E-05    5.5237E+08   -0           0             5.5237E+08   0.97712      5.3819E-05    5.5237E+08   -0           0             
   23           0.15857      0.000966      23           -0           0             23           0.1352       0.0065177     23           -0           0             5.6658E+08   0.00070334    5.6658E+08   0             5.6658E+08   0.99742      4.1815E-05    5.6658E+08   -0           0             5.6658E+08   0.97712      5.2215E-05    5.6658E+08   -0           0             
   23.667       0.1595       0.00080551    23.667       -0           0             23.667       0.14148      0.0065937     23.667       -0           0             5.8033E+08   0.00062261    5.8033E+08   0             5.8033E+08   0.99742      4.0591E-05    5.8033E+08   -0           0             5.8033E+08   0.97713      5.1743E-05    5.8033E+08   -0           0             
   24.333       0.16         0.00061725    24.333       -0           0             24.333       0.14532      0.0066482     24.333       -0           0             5.9463E+08   0.00050653    5.9463E+08   0             5.9463E+08   0.99742      3.9695E-05    5.9463E+08   -0           0             5.9463E+08   0.97713      5.0383E-05    5.9463E+08   -0           0             
   25           0.16015      0.00047798    25           -0           0             25           0.14701      0.0065522     25           -0           0             6.0893E+08   0.000663      6.0893E+08   0             6.0893E+08   0.99742      3.869E-05     6.0893E+08   -0           0             6.0893E+08   0.97713      4.9194E-05    6.0893E+08   -0           0             
   25.667       0.1602       0.00043461    25.667       -0           0             25.667       0.14676      0.0063128     25.667       -0           0             6.2324E+08   0.00062486    6.2324E+08   0             6.2324E+08   0.99742      3.7645E-05    6.2324E+08   -0           0             6.2324E+08   0.97712      4.8013E-05    6.2324E+08   -0           0             
   26.333       0.16005      0.00047162    26.333       -0           0             26.333       0.14439      0.0059547     26.333       -0           0             6.373E+08    0.0022323     6.373E+08    0             6.373E+08    0.99742      3.6654E-05    6.373E+08    -0           0             6.373E+08    0.97712      4.6762E-05    6.373E+08    -0           0             
   27           0.15931      0.00054025    27           -0           0             27           0.13984      0.0054547     27           -0           0             6.518E+08    0.00083415    6.518E+08    0             6.518E+08    0.99742      3.5733E-05    6.518E+08    -0           0             6.518E+08    0.97712      4.5564E-05    6.518E+08    -0           0             
   27.667       0.15829      0.00061526    27.667       -0           0             27.667       0.1332       0.004894      27.667       -0           0             6.6602E+08   0.00087923    6.6602E+08   0             6.6602E+08   0.99742      3.4946E-05    6.6602E+08   -0           0             6.6602E+08   0.97714      4.7043E-05    6.6602E+08   -0           0             
   28.333       0.15705      0.00069437    28.333       -0           0             28.333       0.12486      0.0041846     28.333       -0           0             6.8077E+08   0.00090303    6.8077E+08   0             6.8077E+08   0.99742      3.4103E-05    6.8077E+08   -0           0             6.8077E+08   0.97713      4.6077E-05    6.8077E+08   -0           0             
   29           0.1555       0.00081246    29           -0           0             29           0.11467      0.0034051     29           -0           0             6.953E+08    0.0009895     6.953E+08    0             6.953E+08    0.99742      3.3297E-05    6.953E+08    -0           0             6.953E+08    0.97712      4.6127E-05    6.953E+08    -0           0             
   29.667       0.15382      0.00084987    29.667       -0           0             29.667       0.10339      0.0024152     29.667       -0           0             7.0924E+08   0.0020185     7.0924E+08   0             7.0924E+08   0.99742      3.2542E-05    7.0924E+08   -0           0             7.0924E+08   0.97714      4.7225E-05    7.0924E+08   -0           0             
   30.333       0.15164      0.00092157    30.333       -0           0             30.333       0.090279     0.0016271     30.333       -0           0             7.2373E+08   0.0015244     7.2373E+08   0             7.2373E+08   0.99742      3.1944E-05    7.2373E+08   -0           0             7.2373E+08   0.97714      4.6177E-05    7.2373E+08   -0           0             
   31           0.14932      0.00094378    31           -0           0             31           0.076113     0.0013517     31           -0           0             7.3802E+08   0.00076127    7.3802E+08   0             7.3802E+08   0.99742      3.1522E-05    7.3802E+08   -0           0             7.3802E+08   0.97714      4.5182E-05    7.3802E+08   -0           0             
   31.667       0.14672      0.00098303    31.667       -0           0             31.667       0.060769     0.0019091     31.667       -0           0             7.5216E+08   0.0011989     7.5216E+08   0             7.5216E+08   0.99741      3.159E-05     7.5216E+08   -0           0             7.5216E+08   0.97715      4.5381E-05    7.5216E+08   -0           0             
   32.333       0.14375      0.0010068     32.333       -0           0             32.333       0.044703     0.00292       32.333       -0           0             7.6592E+08   0.0025968     7.6592E+08   0             7.6592E+08   0.99741      3.1146E-05    7.6592E+08   -0           0             7.6592E+08   0.97726      0.00011404    7.6592E+08   -0           0             
   33           0.14076      0.0011085     33           -0           0             33           0.026996     0.0036526     33           -0           0             7.8087E+08   0.0089397     7.8087E+08   0             7.8087E+08   0.9974       3.2211E-05    7.8087E+08   -0           0             7.8087E+08   0.97739      0.00017058    7.8087E+08   -0           0             
   33.667       0.13721      0.0011369     33.667       -0           0             33.667       0.0095128    0.0046207     33.667       -0           0             7.9624E+08   0.012746      7.9624E+08   0             7.9624E+08   0.99738      3.6795E-05    7.9624E+08   -0           0             7.9624E+08   0.9776       0.0002715     7.9624E+08   -0           0             
   34.333       0.13383      0.0012492     34.333       -0           0             34.333       -0.0083141   0.0054663     34.333       0            0             8.1097E+08   0.0056144     8.1097E+08   0             8.1097E+08   0.99737      3.7037E-05    8.1097E+08   -0           0             8.1097E+08   0.97785      0.00035842    8.1097E+08   -0           0             
   35           0.13006      0.0012707     35           -0           0             35           -0.025306    0.0064036     35           0            0             
   35.667       0.12625      0.0013493     35.667       -0           0             35.667       -0.042388    0.0071198     35.667       0            0             
   36.333       0.12207      0.0013205     36.333       -0           0             36.333       -0.05822     0.0080481     36.333       0            0             
   37           0.1179       0.0013494     37           -0           0             37           -0.073104    0.0087734     37           0            0             
   37.667       0.1133       0.0013698     37.667       -0           0             37.667       -0.086892    0.0094574     37.667       0            0             
   38.333       0.10828      0.0013524     38.333       -0           0             38.333       -0.099087    0.0098604     38.333       0            0             
   39           0.10342      0.0012992     39           -0           0             39           -0.10959     0.010416      39           0            0             
   39.667       0.098352     0.001273      39.667       -0           0             39.667       -0.1185      0.010723      39.667       0            0             
   40.333       0.093099     0.0012194     40.333       -0           0             40.333       -0.12557     0.01085       40.333       0            0             
   41           0.087744     0.001166      41           -0           0             41           -0.13031     0.011007      41           0            0             
   41.667       0.082177     0.0010757     41.667       -0           0             41.667       -0.13324     0.010955      41.667       0            0             
   42.333       0.076501     0.0010769     42.333       -0           0             42.333       -0.13446     0.010713      42.333       0            0             
   43           0.070995     0.0010429     43           -0           0             43           -0.13364     0.010182      43           0            0             
   43.667       0.065368     0.001011      43.667       -0           0             43.667       -0.13078     0.0095857     43.667       0            0             
   44.333       0.059645     0.0010048     44.333       -0           0             44.333       -0.12623     0.008782      44.333       0            0             
   45           0.053697     0.00094565    45           -0           0             45           -0.11942     0.0080459     45           0            0             
   45.667       0.047635     0.00087637    45.667       -0           0             45.667       -0.11028     0.0073522     45.667       0            0             
   46.333       0.041434     0.00077519    46.333       -0           0             46.333       -0.099446    0.0066238     46.333       0            0             
   47           0.035247     0.00068033    47           -0           0             47           -0.086998    0.0058441     47           0            0             
   47.667       0.028855     0.00058086    47.667       -0           0             47.667       -0.073514    0.0049421     47.667       0            0             
   48.333       0.022596     0.00049777    48.333       -0           0             48.333       -0.058978    0.0038422     48.333       0            0             
   49           0.016385     0.0003934     49           -0           0             49           -0.043248    0.002727      49           0            0             
   49.667       0.0097032    0.00025647    49.667       -0           0             49.667       -0.025869    0.0016603     49.667       0            0             
