# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldivsPower --verbose 2 --numValues 2 --inactive 5 --incycles 150 --storevectors 0 --width 100 --tol 2.22045e-16 --arnoldimethod\n explicit --residual --tracks 1000000 --active 25 --acycles 750 --evectors 2 --evalues 2 --seed 0 --Iterations\n 30 --bins 100 -r --relaxed 0.0005 -f Relaxed/100mfp.relaxed.r0.0005.dat  seed = 3576887273
# filename = Relaxed/100mfp.relaxed.r0.0005.dat, run = true, power = true, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = true, arnoldimethod = explicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 100, bins = 100, acycles = 750, incycles = 150, active = 25, inactive = 5, Iterations = 30, numValues = 2, relaxed = 0.0005, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17            18           19            20           21            22           23           24            25           26           27            28           29           30            31           32           33           
# |-            Power values           -| |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-     Power vector     -| |-     Residual-Real    -| |-     Residual-Imag    -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         
   1E+06        0.99068      0             0.5          0.0057142    0.0013022     0.5          -0.0002086   0.00010209    0.5          0.005844     0.0019001     0.5          -0.00026422  -1.2363E-05   0.5          0.0055815     3E+07        0.00017422    3E+07        0             3E+07        1            0             3E+07        0            0             3E+07        0.99395      0             3E+07        0            0             
   2E+06        0.99325      0             1.5          0.010083     0.0022346     1.5          -0.00040285  0.00018632    1.5          0.01035      0.0034795     1.5          -0.00040636  -2.4613E-05   1.5          0.010498      6E+07        0.00038065    6E+07        0             6E+07        0.99975      0             6E+07        -3.5333E-18  0             6E+07        0.99454      0             6E+07        8.0109E-18   0             
   3E+06        0.99473      0             2.5          0.014745     0.0032534     2.5          -0.00066806  0.00030293    2.5          0.015126     0.0049638     2.5          -0.00066311  -3.8334E-05   2.5          0.015234      9E+07        0.00055035    9E+07        0             9E+07        1.0001       0             9E+07        0            0             9E+07        0.99844      0             9E+07        0            0             
   4E+06        0.99524      0             3.5          0.019338     0.0042104     3.5          -0.00094031  0.00040152    3.5          0.019623     0.006362      3.5          -0.00091271  -3.8795E-05   3.5          0.019944      1.2E+08      0.00077059    1.2E+08      0             1.2E+08      0.99936      0             1.2E+08      0            0             1.2E+08      0.99821      0             1.2E+08      0            0             
   5E+06        0.99614      0             4.5          0.023633     0.0052245     4.5          -0.0011482   0.00051639    4.5          0.024841     0.0077592     4.5          -0.001188    -5.568E-05    4.5          0.024603      1.5E+08      0.00044227    1.5E+08      0             1.5E+08      0.99899      0             1.5E+08      0            0             1.5E+08      0.99684      0             1.5E+08      0            0             
   6E+06        0.99535      0             5.5          0.028082     0.0059086     5.5          -0.0014603   0.00068049    5.5          0.029993     0.0089043     5.5          -0.0014723   -6.8954E-05   5.5          0.029293      1.7813E+08   0.0002037     1.7813E+08   0             1.7813E+08   1.0003       0             1.7813E+08   0            0             1.7813E+08   0.99727      0             1.7813E+08   0            0             
   7E+06        0.99663      0             6.5          0.032157     0.0064979     6.5          -0.0017407   0.00084393    6.5          0.034156     0.0099842     6.5          -0.0017778   -8.1711E-05   6.5          0.033796      2.0813E+08   0.00060549    2.0813E+08   0             2.0813E+08   0.99982      0.00034435    2.0813E+08   0            0             2.0813E+08   0.99644      0.00058994    2.0813E+08   0            0             
   8E+06        0.99655      0             7.5          0.036152     0.0071435     7.5          -0.001984    0.00098824    7.5          0.039237     0.01103       7.5          -0.002126    -7.7401E-05   7.5          0.038248      2.3813E+08   0.00039564    2.3813E+08   0             2.3813E+08   0.9996       0.00029464    2.3813E+08   -3.8795E-18  1.9856E-18    2.3813E+08   0.99613      0.0004655     2.3813E+08   8.0593E-17   -3.5202E-17   
   9E+06        0.99677      0             8.5          0.040496     0.0078904     8.5          -0.0021881   0.0011058     8.5          0.043916     0.012018      8.5          -0.0023959   -8.0861E-05   8.5          0.042647      2.6386E+08   0.00014498    2.6386E+08   0             2.6386E+08   0.99942      0.00026954    2.6386E+08   -2.9096E-18  7.3995E-19    2.6386E+08   0.99586      0.00042105    2.6386E+08   6.0444E-17   -1.2138E-17   
   1E+07        0.9964       0             9.5          0.044476     0.0085432     9.5          -0.0024186   0.0012015     9.5          0.048369     0.012779      9.5          -0.0025856   -7.5098E-05   9.5          0.046831      2.9099E+08   0.00011599    2.9099E+08   0             2.9099E+08   0.99948      0.00022168    2.9099E+08   -2.3277E-18  6.9658E-19    2.9099E+08   0.99572      0.00036003    2.9099E+08   4.8356E-17   -5.2666E-18   
   1.1E+07      0.99684      0             10.5         0.048385     0.0091064     10.5         -0.002617    0.0013235     10.5         0.052114     0.013362      10.5         -0.0027306   -9.6911E-05   10.5         0.050969      3.2084E+08   0.00026155    3.2084E+08   0             3.2084E+08   0.99946      0.00018511    3.2084E+08   -1.9398E-18  5.5688E-19    3.2084E+08   0.99595      0.00036796    3.2084E+08   4.0296E-17   -7.8377E-18   
   1.2E+07      0.99803      0             11.5         0.052137     0.0097261     11.5         -0.0028279   0.0014095     11.5         0.056688     0.01403       11.5         -0.0029054   -8.7189E-05   11.5         0.055226      3.5084E+08   0.00054598    3.5084E+08   0             3.5084E+08   0.99942      0.00016449    3.5084E+08   -1.6626E-18  3.9274E-19    3.5084E+08   0.99609      0.00034158    3.5084E+08   3.454E-17    -8.2496E-18   
   1.3E+07      0.99796      0             12.5         0.055481     0.010146      12.5         -0.0029642   0.0014333     12.5         0.060853     0.014593      12.5         -0.0029262   -5.7675E-05   12.5         0.059414      3.8084E+08   0.001061      3.8084E+08   0             3.8084E+08   0.99941      0.00014416    3.8084E+08   -1.4548E-18  3.3198E-19    3.8084E+08   0.99613      0.00030048    3.8084E+08   3.0222E-17   -7.596E-18    
   1.4E+07      0.99782      0             13.5         0.058599     0.010545      13.5         -0.0030277   0.0014584     13.5         0.064839     0.014938      13.5         -0.0029305   -4.5602E-05   13.5         0.063416      4.1084E+08   0.00037893    4.1084E+08   0             4.1084E+08   0.99918      0.00024402    4.1084E+08   -0.000129    0.00010736    4.1084E+08   0.99626      0.00027615    4.1084E+08   0.000129     5.6589E-05    
   1.5E+07      0.99749      0             14.5         0.062044     0.010877      14.5         -0.0030456   0.0015054     14.5         0.06861      0.015229      14.5         -0.0028368   -6.7667E-05   14.5         0.067221      4.3904E+08   0.00059191    4.3904E+08   0             4.3904E+08   0.99927      0.00023429    4.3904E+08   -0.0001161   9.4977E-05    4.3904E+08   0.99636      0.00026449    4.3904E+08   0.0001161    4.3459E-05    
   1.6E+07      0.99679      0             15.5         0.065027     0.011157      15.5         -0.003148    0.0015873     15.5         0.072093     0.015233      15.5         -0.0029508   -6.6359E-05   15.5         0.071134      4.6904E+08   0.00059833    4.6904E+08   0             4.6904E+08   0.99925      0.00021325    4.6904E+08   -0.00010555  8.5304E-05    4.6904E+08   0.99651      0.00027476    4.6904E+08   0.00010555   2.9595E-05    
   1.7E+07      0.99653      0             16.5         0.067762     0.011451      16.5         -0.0032186   0.0016399     16.5         0.075802     0.015093      16.5         -0.003016    -6.0256E-05   16.5         0.075043      4.9904E+08   0.00072683    4.9904E+08   0             4.9904E+08   0.99918      0.00020363    4.9904E+08   -9.6754E-05  7.2389E-05    4.9904E+08   0.99655      0.00025569    4.9904E+08   9.6754E-05   2.5209E-05    
   1.8E+07      0.99772      0             17.5         0.070804     0.011724      17.5         -0.003182    0.0016627     17.5         0.079394     0.014894      17.5         -0.0030256   -5.8637E-05   17.5         0.078656      5.261E+08    0.00089188    5.261E+08    0             5.261E+08    0.99911      0.00019763    5.261E+08    -8.9311E-05  6.1121E-05    5.261E+08    0.99655      0.00023595    5.261E+08    8.9311E-05   2.3379E-05    
   1.9E+07      0.99827      0             18.5         0.072969     0.011787      18.5         -0.0031463   0.0016841     18.5         0.082467     0.014562      18.5         -0.0030492   -4.1832E-05   18.5         0.082236      5.561E+08    0.0017565     5.561E+08    0             5.561E+08    0.99908      0.00018587    5.561E+08    -8.2932E-05  5.4936E-05    5.561E+08    0.99657      0.00022007    5.561E+08    8.2932E-05   2.0991E-05    
   2E+07        0.99725      0             19.5         0.075888     0.012008      19.5         -0.0031288   0.0017257     19.5         0.085875     0.014316      19.5         -0.0032085   -1.4206E-05   19.5         0.085699      5.8576E+08   0.00024369    5.8576E+08   0             5.8576E+08   0.99908      0.00017345    5.8576E+08   -7.7403E-05  5.1372E-05    5.8576E+08   0.99656      0.00020554    5.8576E+08   7.7403E-05   1.9808E-05    
   2.1E+07      0.99774      0             20.5         0.078911     0.012107      20.5         -0.0029115   0.0016708     20.5         0.089277     0.013947      20.5         -0.0031099   4.8273E-06    20.5         0.089074      6.1576E+08   0.00084573    6.1576E+08   0             6.1576E+08   0.99909      0.00016275    6.1576E+08   -7.2565E-05  4.8328E-05    6.1576E+08   0.99661      0.00019661    6.1576E+08   7.2565E-05   1.7249E-05    
   2.2E+07      0.99803      0             21.5         0.081965     0.012098      21.5         -0.0027889   0.0017097     21.5         0.092098     0.013401      21.5         -0.0030985   -9.2978E-06   21.5         0.092144      6.4576E+08   0.0016449     6.4576E+08   0             6.4576E+08   0.99907      0.00015371    6.4576E+08   -6.8297E-05  4.4917E-05    6.4576E+08   0.99665      0.0001895     6.4576E+08   6.8297E-05   1.4945E-05    
   2.3E+07      0.99892      0             22.5         0.084616     0.012071      22.5         -0.0025697   0.0016391     22.5         0.094341     0.012834      22.5         -0.0029181   -5.9133E-06   22.5         0.095207      6.6831E+08   8.5043E-05    6.6831E+08   0             6.6831E+08   0.99912      0.00015368    6.6831E+08   -6.4502E-05  4.1308E-05    6.6831E+08   0.99657      0.00019332    6.6831E+08   6.4502E-05   1.4462E-05    
   2.4E+07      0.99727      0             23.5         0.088123     0.012257      23.5         -0.0022922   0.0015101     23.5         0.097898     0.01231       23.5         -0.0026597   -1.1896E-06   23.5         0.098201      6.9831E+08   0.000444      6.9831E+08   0             6.9831E+08   0.99908      0.00015176    6.9831E+08   -6.1108E-05  3.656E-05     6.9831E+08   0.99663      0.00019007    6.9831E+08   6.1108E-05   1.2309E-05    
   2.5E+07      0.99838      0             24.5         0.091072     0.012332      24.5         -0.002298    0.0014653     24.5         0.10064      0.011578      24.5         -0.0025959   6.4904E-05    24.5         0.10109       7.2831E+08   0.0012136     7.2831E+08   0             7.2831E+08   0.99901      0.00015659    7.2831E+08   -9.3859E-05  4.4795E-05    7.2831E+08   0.99668      0.00018734    7.2831E+08   9.3859E-05   2.0925E-05    
   2.6E+07      0.9964       0             25.5         0.094728     0.012202      25.5         -0.00198     0.0013027     25.5         0.10331      0.010913      25.5         -0.0023069   0.00010445    25.5         0.10393       7.5831E+08   0.00086528    7.5831E+08   0             7.5831E+08   0.99895      0.00015311    7.5831E+08   -5.9224E-05  2.8802E-05    7.5831E+08   0.99674      0.00018152    7.5831E+08   5.9224E-05   1.0181E-05    
   2.7E+07      0.99689      0             26.5         0.097777     0.012132      26.5         -0.001807    0.0012794     26.5         0.1056       0.010267      26.5         -0.0020759   3.0699E-05    26.5         0.10659       7.8822E+08   0.00046566    7.8822E+08   0             7.8822E+08   0.99886      0.00017169    7.8822E+08   -5.6532E-05  2.1999E-05    7.8822E+08   0.99661      0.00021278    7.8822E+08   5.6532E-05   9.4409E-06    
   2.8E+07      0.99797      0             27.5         0.10111      0.012038      27.5         -0.0015958   0.0012288     27.5         0.10773      0.0093862     27.5         -0.0018395   -4.3841E-05   27.5         0.10918       8.1822E+08   0.0015186     8.1822E+08   0             8.1822E+08   0.99882      0.00016675    8.1822E+08   -3.0702E-05  1.4468E-05    8.1822E+08   0.99666      0.00020898    8.1822E+08   3.0702E-05   2.2133E-06    
   2.9E+07      0.99834      0             28.5         0.10459      0.011915      28.5         -0.0011465   0.001094      28.5         0.10978      0.0086754     28.5         -0.0014892   -0.00019579   28.5         0.11174       8.4822E+08   0.00043591    8.4822E+08   0             8.4822E+08   0.99883      0.00016013    8.4822E+08   -2.9422E-05  1.3917E-05    8.4822E+08   0.99668      0.00020062    8.4822E+08   2.9422E-05   2.0435E-06    
   3E+07        0.99935      0             29.5         0.10742      0.011644      29.5         -0.0007722   0.00095865    29.5         0.11054      0.0080179     29.5         -0.0011192   -0.00036112   29.5         0.11397       8.7822E+08   0.00064594    8.7822E+08   0             8.7822E+08   0.99886      0.0001566     8.7822E+08   -2.8246E-05  1.3335E-05    8.7822E+08   0.99668      0.00019263    8.7822E+08   2.8246E-05   1.9392E-06    
   3.1E+07      0.99795      0             30.5         0.10994      0.011205      30.5         -0.00042651  0.00084122    30.5         0.11077      0.0072623     30.5         -0.00075944  -0.00057632   30.5         0.11593       
   3.2E+07      0.99736      0             31.5         0.11285      0.010741      31.5         -4.4407E-05  0.00063001    31.5         0.1107       0.0067963     31.5         -0.00031645  -0.00075997   31.5         0.11792       
   3.3E+07      0.99943      0             32.5         0.11501      0.010248      32.5         0.00033201   0.00041388    32.5         0.11027      0.0062749     32.5         0.00011924   -0.0010032    32.5         0.11979       
   3.4E+07      0.99868      0             33.5         0.11653      0.0098065     33.5         0.00045605   0.00024217    33.5         0.10949      0.0060637     33.5         0.00046732   -0.0010798    33.5         0.12133       
   3.5E+07      0.99793      0             34.5         0.11895      0.0093708     34.5         0.00079777   -4.8959E-05   34.5         0.109        0.0059485     34.5         0.00096033   -0.0012649    34.5         0.12287       
   3.6E+07      0.99905      0             35.5         0.12032      0.0089216     35.5         0.0010198    -0.00028264   35.5         0.10679      0.0059353     35.5         0.0013589    -0.0013801    35.5         0.12432       
   3.7E+07      0.99838      0             36.5         0.12179      0.0087359     36.5         0.0011321    -0.00046344   36.5         0.10484      0.0063108     36.5         0.0016749    -0.0013454    36.5         0.12576       
   3.8E+07      0.99873      0             37.5         0.12346      0.0083179     37.5         0.0013732    -0.00075928   37.5         0.10129      0.00663       37.5         0.0021316    -0.0013729    37.5         0.12721       
   3.9E+07      0.99903      0             38.5         0.12493      0.0080143     38.5         0.0014589    -0.00094332   38.5         0.09779      0.0070692     38.5         0.0024412    -0.0013126    38.5         0.12847       
   4E+07        0.99684      0             39.5         0.12509      0.0077103     39.5         0.0016787    -0.0011435    39.5         0.093384     0.0074595     39.5         0.0027494    -0.0013208    39.5         0.12918       
   4.1E+07      0.99843      0             40.5         0.12624      0.007352      40.5         0.0018251    -0.0013501    40.5         0.089193     0.007995      40.5         0.0030302    -0.0012634    40.5         0.13005       
   4.2E+07      0.99789      0             41.5         0.12661      0.0070265     41.5         0.0021062    -0.0016399    41.5         0.084883     0.0084505     41.5         0.0033733    -0.001254     41.5         0.13083       
   4.3E+07      1.0003       0             42.5         0.12658      0.0067941     42.5         0.0022186    -0.0017921    42.5         0.079465     0.0090338     42.5         0.0036143    -0.0011675    42.5         0.13136       
   4.4E+07      0.99901      0             43.5         0.12582      0.0066119     43.5         0.0022741    -0.0018798    43.5         0.07298      0.0094432     43.5         0.0038007    -0.0010708    43.5         0.13198       
   4.5E+07      1            0             44.5         0.12591      0.0065146     44.5         0.002003     -0.0017832    44.5         0.067277     0.010014      44.5         0.0036758    -0.00083509   44.5         0.13268       
   4.6E+07      0.99815      0             45.5         0.1254       0.006365      45.5         0.0018022    -0.0017504    45.5         0.060688     0.010391      45.5         0.0035394    -0.00062465   45.5         0.1334        
   4.7E+07      0.99735      0             46.5         0.12513      0.0062411     46.5         0.001578     -0.0016259    46.5         0.054406     0.010823      46.5         0.003405     -0.00047685   46.5         0.1342        
   4.8E+07      0.99896      0             47.5         0.12452      0.00607       47.5         0.0013556    -0.0015068    47.5         0.048169     0.011114      47.5         0.0032437    -0.00034693   47.5         0.13458       
   4.9E+07      0.99782      0             48.5         0.12359      0.0060712     48.5         0.0010841    -0.0013001    48.5         0.041224     0.011519      48.5         0.002953     -0.00020278   48.5         0.13488       
   5E+07        0.99885      0             49.5         0.12246      0.0059508     49.5         0.00072953   -0.0011822    49.5         0.034413     0.011827      49.5         0.0026228    -1.2599E-05   49.5         0.13485       
   5.1E+07      0.99702      0             50.5         0.12037      0.0058502     50.5         0.00047063   -0.0010898    50.5         0.02689      0.011914      50.5         0.0024512    0.00012363    50.5         0.13514       
   5.2E+07      0.99807      0             51.5         0.11833      0.0058004     51.5         0.00011116   -0.00095462   51.5         0.019616     0.012007      51.5         0.0021773    0.00027504    51.5         0.13525       
   5.3E+07      0.99908      0             52.5         0.11669      0.0059244     52.5         -0.00012415  -0.00087181   52.5         0.012191     0.012109      52.5         0.0019419    0.00039618    52.5         0.13515       
   5.4E+07      0.9992       0             53.5         0.11518      0.0058526     53.5         -0.00034468  -0.00081839   53.5         0.0051968    0.012223      53.5         0.001666     0.00049345    53.5         0.13497       
   5.5E+07      0.99914      0             54.5         0.11316      0.0059531     54.5         -0.0005024   -0.0007336    54.5         -0.00204     0.012363      54.5         0.0014972    0.00054704    54.5         0.13453       
   5.6E+07      0.99862      0             55.5         0.11153      0.0059165     55.5         -0.00073607  -0.00077684   55.5         -0.0089671   0.012536      55.5         0.0013464    0.00066708    55.5         0.13425       
   5.7E+07      0.99931      0             56.5         0.10912      0.0059523     56.5         -0.00094767  -0.00074636   56.5         -0.016546    0.012586      56.5         0.0011161    0.00074033    56.5         0.13353       
   5.8E+07      0.99811      0             57.5         0.10662      0.0060273     57.5         -0.0012157   -0.0007234    57.5         -0.023782    0.012928      57.5         0.00082629   0.00079908    57.5         0.13303       
   5.9E+07      0.99821      0             58.5         0.10391      0.0062801     58.5         -0.0014798   -0.0005893    58.5         -0.030858    0.012915      58.5         0.00050734   0.00081126    58.5         0.13253       
   6E+07        0.99701      0             59.5         0.10186      0.0065698     59.5         -0.0016518   -0.00055781   59.5         -0.037888    0.01295       59.5         0.00032833   0.00084113    59.5         0.1317        
   6.1E+07      0.99705      0             60.5         0.099783     0.0068578     60.5         -0.0016698   -0.00056139   60.5         -0.044507    0.01274       60.5         0.00021392   0.00085523    60.5         0.13084       
   6.2E+07      0.99851      0             61.5         0.097243     0.0072826     61.5         -0.0018713   -0.00054238   61.5         -0.051939    0.012679      61.5         6.2872E-05   0.00089594    61.5         0.12999       
   6.3E+07      0.99895      0             62.5         0.094605     0.0076237     62.5         -0.0020048   -0.00056933   62.5         -0.058374    0.012501      62.5         -0.00010016  0.00093534    62.5         0.12916       
   6.4E+07      0.99986      0             63.5         0.091969     0.0079142     63.5         -0.0019857   -0.00060849   63.5         -0.064499    0.012565      63.5         2.3983E-05   0.00096959    63.5         0.12804       
   6.5E+07      0.99817      0             64.5         0.089578     0.0081461     64.5         -0.0017756   -0.00059909   64.5         -0.070698    0.012302      64.5         0.00018644   0.00095668    64.5         0.12673       
   6.6E+07      0.99779      0             65.5         0.08693      0.0083798     65.5         -0.0017347   -0.00055999   65.5         -0.07669     0.012058      65.5         0.00030042   0.00096587    65.5         0.12526       
   6.7E+07      0.99735      0             66.5         0.084014     0.0085251     66.5         -0.0017114   -0.00050639   66.5         -0.082429    0.011894      66.5         0.00034393   0.00094183    66.5         0.12364       
   6.8E+07      0.99903      0             67.5         0.081003     0.0086507     67.5         -0.0017807   -0.00043508   67.5         -0.088267    0.011702      67.5         0.00032387   0.00091241    67.5         0.12196       
   6.9E+07      0.99885      0             68.5         0.078289     0.0087354     68.5         -0.0016738   -0.00040281   68.5         -0.093131    0.011481      68.5         0.00049044   0.00092213    68.5         0.12004       
   7E+07        0.99779      0             69.5         0.075983     0.0088868     69.5         -0.0016245   -0.00033333   69.5         -0.098118    0.011389      69.5         0.00061567   0.00090577    69.5         0.1181        
   7.1E+07      1.0002       0             70.5         0.072746     0.0089398     70.5         -0.0017649   -0.00030768   70.5         -0.10215     0.011187      70.5         0.0005623    0.00091034    70.5         0.11613       
   7.2E+07      0.99966      0             71.5         0.070047     0.0089416     71.5         -0.0017266   -0.00026349   71.5         -0.10577     0.01112       71.5         0.00073422   0.00092631    71.5         0.11381       
   7.3E+07      0.99908      0             72.5         0.067343     0.0090506     72.5         -0.0016433   -0.00024319   72.5         -0.10877     0.011014      72.5         0.0010225    0.0010057     72.5         0.11156       
   7.4E+07      0.99862      0             73.5         0.064946     0.0091139     73.5         -0.0019119   -0.00017638   73.5         -0.11048     0.010844      73.5         0.00097921   0.0010054     73.5         0.10896       
   7.5E+07      0.99837      0             74.5         0.062422     0.0091398     74.5         -0.0019957   -0.00013615   74.5         -0.11188     0.010856      74.5         0.0011619    0.0010526     74.5         0.10641       
   7.6E+07      0.99897      0             75.5         0.060055     0.0091514     75.5         -0.0018583   -5.3462E-05   75.5         -0.11213     0.010768      75.5         0.0014201    0.0010515     75.5         0.10358       
   7.7E+07      0.99803      0             76.5         0.058034     0.0092721     76.5         -0.0021034   -6.79E-06     76.5         -0.11156     0.010693      76.5         0.0014212    0.0010556     76.5         0.10097       
   7.8E+07      0.99898      0             77.5         0.055856     0.0092696     77.5         -0.0022126   6.634E-05     77.5         -0.11128     0.010628      77.5         0.0014654    0.001021      77.5         0.097976      
   7.9E+07      0.99842      0             78.5         0.054108     0.0093532     78.5         -0.0022606   0.00014806    78.5         -0.11043     0.010639      78.5         0.001586     0.0009882     78.5         0.094815      
   8E+07        0.99878      0             79.5         0.052171     0.0094059     79.5         -0.0023802   0.00021532    79.5         -0.10878     0.010548      79.5         0.0016358    0.00095363    79.5         0.091498      
   8.1E+07      1.0007       0             80.5         0.050235     0.0094929     80.5         -0.0024267   0.00026526    80.5         -0.10682     0.010404      80.5         0.001518     0.00085006    80.5         0.087933      
   8.2E+07      0.99758      0             81.5         0.047935     0.0095649     81.5         -0.0023531   0.0003368     81.5         -0.10491     0.010265      81.5         0.0013822    0.00069076    81.5         0.084431      
   8.3E+07      0.99957      0             82.5         0.045282     0.0095444     82.5         -0.0021652   0.00035424    82.5         -0.10226     0.010089      82.5         0.0014116    0.00062592    82.5         0.080761      
   8.4E+07      0.99772      0             83.5         0.042571     0.0094572     83.5         -0.0019778   0.00042685    83.5         -0.099149    0.0098238     83.5         0.0014383    0.00051255    83.5         0.077073      
   8.5E+07      0.99829      0             84.5         0.040249     0.009336      84.5         -0.0017046   0.00047588    84.5         -0.095287    0.0094566     84.5         0.0015516    0.00044577    84.5         0.073008      
   8.6E+07      0.99921      0             85.5         0.03719      0.009087      85.5         -0.001469    0.00050578    85.5         -0.0916      0.0091427     85.5         0.0015637    0.00036298    85.5         0.068976      
   8.7E+07      0.99909      0             86.5         0.034865     0.008639      86.5         -0.0013418   0.00048097    86.5         -0.086877    0.0087672     86.5         0.0014798    0.00032605    86.5         0.064771      
   8.8E+07      0.99831      0             87.5         0.032787     0.0082148     87.5         -0.0011972   0.0004699     87.5         -0.081905    0.0084433     87.5         0.0015395    0.00032613    87.5         0.060609      
   8.9E+07      0.99927      0             88.5         0.03052      0.0079292     88.5         -0.0011978   0.00041645    88.5         -0.076525    0.0079801     88.5         0.0013812    0.00029925    88.5         0.056478      
   9E+07        0.99879      0             89.5         0.028405     0.0075031     89.5         -0.0012469   0.00037698    89.5         -0.070777    0.0075067     89.5         0.0011943    0.00026236    89.5         0.052217      
   9.1E+07      0.99875      0             90.5         0.025607     0.0070838     90.5         -0.0012061   0.00034511    90.5         -0.065257    0.0070077     90.5         0.00093533   0.00017584    90.5         0.047789      
   9.2E+07      0.99979      0             91.5         0.023337     0.0063563     91.5         -0.001169    0.00030665    91.5         -0.05897     0.0064143     91.5         0.00078688   0.00015562    91.5         0.043256      
   9.3E+07      0.9989       0             92.5         0.021227     0.0057016     92.5         -0.0010114   0.00027687    92.5         -0.052538    0.005861      92.5         0.00064588   0.00010877    92.5         0.03874       
   9.4E+07      0.999        0             93.5         0.018617     0.0049861     93.5         -0.00095234  0.00022728    93.5         -0.046205    0.0052724     93.5         0.00052048   0.00010202    93.5         0.034258      
   9.5E+07      1.0002       0             94.5         0.015889     0.004353      94.5         -0.00080269  0.00020107    94.5         -0.039654    0.0046664     94.5         0.00050542   9.356E-05     94.5         0.029615      
   9.6E+07      0.99965      0             95.5         0.013313     0.0037068     95.5         -0.00071905  0.00015023    95.5         -0.033205    0.0040383     95.5         0.00033963   6.8625E-05    95.5         0.024947      
   9.7E+07      0.99706      0             96.5         0.010812     0.0030416     96.5         -0.00058001  0.00011351    96.5         -0.026846    0.0033585     96.5         0.00026514   5.667E-05     96.5         0.020252      
   9.8E+07      0.99944      0             97.5         0.0085224    0.002337      97.5         -0.00042163  0.00010339    97.5         -0.02043     0.0026688     97.5         0.00024249   3.7573E-05    97.5         0.01552       
   9.9E+07      0.99949      0             98.5         0.0058598    0.0016915     98.5         -0.00022416  7.5362E-05    98.5         -0.014653    0.00194       98.5         0.00021903   2.7548E-05    98.5         0.010644      
   1E+08        0.99965      0             99.5         0.0031762    0.00094464    99.5         -0.00011792  3.5142E-05    99.5         -0.0082104   0.0010786     99.5         0.00013217   2.3355E-05    99.5         0.0056041     
   1.01E+08     0.99922      0             
   1.02E+08     0.99852      0             
   1.03E+08     0.99964      0             
   1.04E+08     1.0004       0             
   1.05E+08     0.99958      0             
   1.06E+08     0.99923      0             
   1.07E+08     1.0002       0             
   1.08E+08     0.99789      0             
   1.09E+08     0.99803      0             
   1.1E+08      0.99907      0             
   1.11E+08     0.99991      0             
   1.12E+08     1.0004       0             
   1.13E+08     0.99838      0             
   1.14E+08     1.0006       0             
   1.15E+08     0.99948      0             
   1.16E+08     0.99708      0             
   1.17E+08     0.99945      0             
   1.18E+08     0.99815      0             
   1.19E+08     0.99907      0             
   1.2E+08      1.0004       0             
   1.21E+08     0.9989       0             
   1.22E+08     0.9999       0             
   1.23E+08     0.99714      0             
