# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 40 -f Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b40.dat , seed\n = 2273750256
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b40.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 40, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        4.82885      0             1E+07        0            0             1E+07        4.82885       1E+07        0             1E+07        3.92645      0             1E+07        0            0             1E+07        3.92645       1E+07        0             1E+07        3.71548      0             1E+07        0            0             1E+07        3.71548       1E+07        0             5.1E+08      0             0            0.00847455    0            0.0104262     0            -0.0106569    
   2E+07        4.82677      0             2E+07        0            0             2E+07        4.82677       2E+07        0             2E+07        4.37631      0             2E+07        0            0             2E+07        4.37631       2E+07        0             2E+07        3.82532      0             2E+07        0            0             2E+07        3.82532       2E+07        0             5.2E+08      132.402       0.5          0.016588      0.5          0.0203799     0.5          -0.0207404    
   3E+07        4.82001      0             3E+07        0            0             3E+07        4.82001       3E+07        0             3E+07        4.38222      0             3E+07        0            0             3E+07        4.38222       3E+07        0             3E+07        3.82108      0             3E+07        0            0             3E+07        3.82108       3E+07        0             5.3E+08      78.0232       0.5          0.0164587     0.5          0.0202453     0.5          -0.0205976    
   4E+07        4.82903      0             4E+07        0            0             4E+07        4.82903       4E+07        0             4E+07        4.38383      0             4E+07        0            0             4E+07        4.38383       4E+07        0             4E+07        3.8267       0             4E+07        0            0             4E+07        3.8267        4E+07        0             5.4E+08      106.402       1            0.0235383     1            0.0285719     1            -0.0284974    
   5E+07        4.82862      0             5E+07        0            0             5E+07        4.82862       5E+07        0             5E+07        4.39094      0             5E+07        0            0             5E+07        4.39094       5E+07        0             5E+07        3.80769      0             5E+07        0            0             5E+07        3.80769       5E+07        0             5.5E+08      63.2347       1            0.023533      1            0.0285656     1            -0.0284878    
   6E+07        4.82194      0             6E+07        0            0             6E+07        4.82194       6E+07        0             6E+07        4.38998      0             6E+07        0            0             6E+07        4.38998       6E+07        0             6E+07        3.8201       0             6E+07        0            0             6E+07        3.8201        6E+07        0             5.6E+08      88.9052       1.5          0.0303572     1.5          0.0361433     1.5          -0.0348265    
   7E+07        4.83199      0             7E+07        0            0             7E+07        4.83199       7E+07        0             7E+07        4.38775      0             7E+07        0            0             7E+07        4.38775       7E+07        0             7E+07        3.81952      0             7E+07        0            0             7E+07        3.81952       7E+07        0             5.7E+08      94.0837       1.5          0.0303735     1.5          0.0361402     1.5          -0.0348371    
   8E+07        4.83413      0             8E+07        0            0             8E+07        4.83413       8E+07        0             8E+07        4.38323      0             8E+07        0            0             8E+07        4.38323       8E+07        0             8E+07        3.82552      0             8E+07        0            0             8E+07        3.82552       8E+07        0             5.8E+08      117.961       2            0.0369478     2            0.0428602     2            -0.0393618    
   9E+07        4.82923      0             9E+07        0            0             9E+07        4.82923       9E+07        0             9E+07        4.38639      0             9E+07        0            0             9E+07        4.38639       9E+07        0             9E+07        3.81621      0             9E+07        0            0             9E+07        3.81621       9E+07        0             5.9E+08      130.526       2            0.0369714     2            0.0428685     2            -0.0393911    
   1E+08        4.83144      0             1E+08        0            0             1E+08        4.83144       1E+08        0             1E+08        4.39198      0             1E+08        0            0             1E+08        4.39198       1E+08        0             1E+08        3.81027      0             1E+08        0            0             1E+08        3.81027       1E+08        0             6E+08        157.551       2.5          0.0433444     2.5          0.0486356     2.5          -0.042039     
