# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 10 -f Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b10.dat , seed\n = 3848534945
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b10.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 10, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        5.42637      0             1E+07        0            0             1E+07        5.42637       1E+07        0             1E+07        4.84054      0             1E+07        0            0             1E+07        4.84054       1E+07        0             1E+07        4.17598      0             1E+07        0            0             1E+07        4.17598       1E+07        0             5.1E+08      0             0            -0.0183133    0            0.0238975     0            0.0252066     
   2E+07        4.83083      0             2E+07        0            0             2E+07        4.83083       2E+07        0             2E+07        4.37579      0             2E+07        0            0             2E+07        4.37579       2E+07        0             2E+07        3.81418      0             2E+07        0            0             2E+07        3.81418       2E+07        0             5.2E+08      4017.97       2            -0.0751489    2            0.0891222     2            0.0816541     
   3E+07        4.82696      0             3E+07        0            0             3E+07        4.82696       3E+07        0             3E+07        4.36442      0             3E+07        0            0             3E+07        4.36442       3E+07        0             3E+07        3.82686      0             3E+07        0            0             3E+07        3.82686       3E+07        0             5.3E+08      68.0247       2            -0.075125     2            0.0895994     2            0.0825655     
   4E+07        4.83529      0             4E+07        0            0             4E+07        4.83529       4E+07        0             4E+07        4.38092      0             4E+07        0            0             4E+07        4.38092       4E+07        0             4E+07        3.80003      0             4E+07        0            0             4E+07        3.80003       4E+07        0             5.4E+08      89.7798       4            -0.123559     4            0.1229        4            0.078729      
   5E+07        4.82713      0             5E+07        0            0             5E+07        4.82713       5E+07        0             5E+07        4.38139      0             5E+07        0            0             5E+07        4.38139       5E+07        0             5E+07        3.80554      0             5E+07        0            0             5E+07        3.80554       5E+07        0             5.5E+08      126.31        4            -0.123836     4            0.12323       4            0.0769426     
   6E+07        4.82925      0             6E+07        0            0             6E+07        4.82925       6E+07        0             6E+07        4.37671      0             6E+07        0            0             6E+07        4.37671       6E+07        0             6E+07        3.81718      0             6E+07        0            0             6E+07        3.81718       6E+07        0             5.6E+08      177.536       6            -0.161673     6            0.115736      6            0.0174068     
   7E+07        4.82542      0             7E+07        0            0             7E+07        4.82542       7E+07        0             7E+07        4.39165      0             7E+07        0            0             7E+07        4.39165       7E+07        0             7E+07        3.82425      0             7E+07        0            0             7E+07        3.82425       7E+07        0             5.7E+08      158.969       6            -0.161845     6            0.115187      6            0.0139167     
   8E+07        4.82794      0             8E+07        0            0             8E+07        4.82794       8E+07        0             8E+07        4.38005      0             8E+07        0            0             8E+07        4.38005       8E+07        0             8E+07        3.82119      0             8E+07        0            0             8E+07        3.82119       8E+07        0             5.8E+08      147.463       8            -0.186058     8            0.0694119     8            -0.0576167    
   9E+07        4.83288      0             9E+07        0            0             9E+07        4.83288       9E+07        0             9E+07        4.4106       0             9E+07        0            0             9E+07        4.4106        9E+07        0             9E+07        4.34662      0             9E+07        0            0             9E+07        4.34662       9E+07        0             5.9E+08      170.737       8            -0.186259     8            0.0681679     8            -0.0603109    
   1E+08        4.82249      0             1E+08        0            0             1E+08        4.82249       1E+08        0             1E+08        4.38822      0             1E+08        0            0             1E+08        4.38822       1E+08        0             1E+08        3.80765      0             1E+08        0            0             1E+08        3.80765       1E+08        0             6E+08        207.216       10           -0.194639     10           -0.000324471  10           -0.0911363    
   1.1E+08      4.82594      0             1.1E+08      0            0             1.1E+08      4.82594       1.1E+08      0             1.1E+08      4.40271      0             1.1E+08      0            0             1.1E+08      4.40271       1.1E+08      0             1.1E+08      3.81563      0             1.1E+08      0            0             1.1E+08      3.81563       1.1E+08      0             6.1E+08      244.418       10           -0.194758     10           -0.00190794   10           -0.0912032    
   1.2E+08      4.8262       0             1.2E+08      0            0             1.2E+08      4.8262        1.2E+08      0             1.2E+08      4.38855      0             1.2E+08      0            0             1.2E+08      4.38855       1.2E+08      0             1.2E+08      3.81501      0             1.2E+08      0            0             1.2E+08      3.81501       1.2E+08      0             6.2E+08      286.14        12           -0.186715     12           -0.0703399    12           -0.0583968    
   1.3E+08      4.83077      0             1.3E+08      0            0             1.3E+08      4.83077       1.3E+08      0             1.3E+08      4.3813       0             1.3E+08      0            0             1.3E+08      4.3813        1.3E+08      0             1.3E+08      3.83102      0             1.3E+08      0            0             1.3E+08      3.83102       1.3E+08      0             6.3E+08      299.77        12           -0.186619     12           -0.0716317    12           -0.0557551    
   1.4E+08      4.82752      0             1.4E+08      0            0             1.4E+08      4.82752       1.4E+08      0             1.4E+08      4.38817      0             1.4E+08      0            0             1.4E+08      4.38817       1.4E+08      0             1.4E+08      3.8146       0             1.4E+08      0            0             1.4E+08      3.8146        1.4E+08      0             6.4E+08      333.232       14           -0.162535     14           -0.116862     14           0.0175544     
   1.5E+08      4.82712      0             1.5E+08      0            0             1.5E+08      4.82712       1.5E+08      0             1.5E+08      4.38627      0             1.5E+08      0            0             1.5E+08      4.38627       1.5E+08      0             1.5E+08      3.80671      0             1.5E+08      0            0             1.5E+08      3.80671       1.5E+08      0             6.5E+08      342.285       14           -0.162352     14           -0.117452     14           0.0210076     
   1.6E+08      4.82475      0             1.6E+08      0            0             1.6E+08      4.82475       1.6E+08      0             1.6E+08      4.37827      0             1.6E+08      0            0             1.6E+08      4.37827       1.6E+08      0             1.6E+08      3.80478      0             1.6E+08      0            0             1.6E+08      3.80478       1.6E+08      0             6.6E+08      379.114       16           -0.124528     16           -0.124491     16           0.0816394     
   1.7E+08      4.82331      0             1.7E+08      0            0             1.7E+08      4.82331       1.7E+08      0             1.7E+08      4.4082       0             1.7E+08      0            0             1.7E+08      4.4082        1.7E+08      0             1.7E+08      3.8174       0             1.7E+08      0            0             1.7E+08      3.8174        1.7E+08      0             6.7E+08      421.385       16           -0.124316     16           -0.124133     16           0.0833106     
   1.8E+08      4.82517      0             1.8E+08      0            0             1.8E+08      4.82517       1.8E+08      0             1.8E+08      4.38764      0             1.8E+08      0            0             1.8E+08      4.38764       1.8E+08      0             1.8E+08      3.80768      0             1.8E+08      0            0             1.8E+08      3.80768       1.8E+08      0             6.8E+08      450.331       18           -0.0758023    18           -0.0903492    18           0.0866023     
   1.9E+08      4.82303      0             1.9E+08      0            0             1.9E+08      4.82303       1.9E+08      0             1.9E+08      4.38742      0             1.9E+08      0            0             1.9E+08      4.38742       1.9E+08      0             1.9E+08      3.81482      0             1.9E+08      0            0             1.9E+08      3.81482       1.9E+08      0             6.9E+08      478.261       18           -0.0759496    18           -0.0898766    18           0.0857885     
   2E+08        4.82219      0             2E+08        0            0             2E+08        4.82219       2E+08        0             2E+08        4.38429      0             2E+08        0            0             2E+08        4.38429       2E+08        0             2E+08        3.81332      0             2E+08        0            0             2E+08        3.81332       2E+08        0             7E+08        521.025       20           -0.0187966    20           -0.0240658    20           0.0265319     
   2.1E+08      4.82433      0             2.1E+08      0            0             2.1E+08      4.82433       2.1E+08      0             2.1E+08      4.38001      0             2.1E+08      0            0             2.1E+08      4.38001       2.1E+08      0             2.1E+08      3.79907      0             2.1E+08      0            0             2.1E+08      3.79907       2.1E+08      0             7.1E+08      525.355       
   2.2E+08      4.8272       0             2.2E+08      0            0             2.2E+08      4.8272        2.2E+08      0             2.2E+08      4.38614      0             2.2E+08      0            0             2.2E+08      4.38614       2.2E+08      0             2.2E+08      3.81195      0             2.2E+08      0            0             2.2E+08      3.81195       2.2E+08      0             7.2E+08      554.071       
   2.3E+08      4.82682      0             2.3E+08      0            0             2.3E+08      4.82682       2.3E+08      0             2.3E+08      4.38012      0             2.3E+08      0            0             2.3E+08      4.38012       2.3E+08      0             2.3E+08      3.81151      0             2.3E+08      0            0             2.3E+08      3.81151       2.3E+08      0             7.3E+08      565.956       
   2.4E+08      4.82934      0             2.4E+08      0            0             2.4E+08      4.82934       2.4E+08      0             2.4E+08      4.3783       0             2.4E+08      0            0             2.4E+08      4.3783        2.4E+08      0             2.4E+08      3.81106      0             2.4E+08      0            0             2.4E+08      3.81106       2.4E+08      0             7.4E+08      597.065       
   2.5E+08      4.82341      0             2.5E+08      0            0             2.5E+08      4.82341       2.5E+08      0             2.5E+08      4.37472      0             2.5E+08      0            0             2.5E+08      4.37472       2.5E+08      0             2.5E+08      3.8098       0             2.5E+08      0            0             2.5E+08      3.8098        2.5E+08      0             7.5E+08      637.44        
   2.6E+08      4.83507      0             2.6E+08      0            0             2.6E+08      4.83507       2.6E+08      0             2.6E+08      4.37637      0             2.6E+08      0            0             2.6E+08      4.37637       2.6E+08      0             2.6E+08      3.8266       0             2.6E+08      0            0             2.6E+08      3.8266        2.6E+08      0             7.6E+08      663.604       
   2.7E+08      4.83245      0             2.7E+08      0            0             2.7E+08      4.83245       2.7E+08      0             2.7E+08      4.38494      0             2.7E+08      0            0             2.7E+08      4.38494       2.7E+08      0             2.7E+08      3.8206       0             2.7E+08      0            0             2.7E+08      3.8206        2.7E+08      0             7.7E+08      705.851       
   2.8E+08      4.82501      0             2.8E+08      0            0             2.8E+08      4.82501       2.8E+08      0             2.8E+08      4.38219      0             2.8E+08      0            0             2.8E+08      4.38219       2.8E+08      0             2.8E+08      3.81117      0             2.8E+08      0            0             2.8E+08      3.81117       2.8E+08      0             7.8E+08      748.834       
   2.9E+08      4.82604      0             2.9E+08      0            0             2.9E+08      4.82604       2.9E+08      0             2.9E+08      4.3909       0             2.9E+08      0            0             2.9E+08      4.3909        2.9E+08      0             2.9E+08      3.82226      0             2.9E+08      0            0             2.9E+08      3.82226       2.9E+08      0             7.9E+08      765.598       
   3E+08        4.82799      0             3E+08        0            0             3E+08        4.82799       3E+08        0             3E+08        4.37787      0             3E+08        0            0             3E+08        4.37787       3E+08        0             3E+08        3.81659      0             3E+08        0            0             3E+08        3.81659       3E+08        0             8E+08        795.652       
   3.1E+08      4.82531      0             3.1E+08      0            0             3.1E+08      4.82531       3.1E+08      0             3.1E+08      4.38411      0             3.1E+08      0            0             3.1E+08      4.38411       3.1E+08      0             3.1E+08      3.83341      0             3.1E+08      0            0             3.1E+08      3.83341       3.1E+08      0             8.1E+08      794.421       
   3.2E+08      4.82722      0             3.2E+08      0            0             3.2E+08      4.82722       3.2E+08      0             3.2E+08      4.37611      0             3.2E+08      0            0             3.2E+08      4.37611       3.2E+08      0             3.2E+08      3.82173      0             3.2E+08      0            0             3.2E+08      3.82173       3.2E+08      0             8.2E+08      790.422       
   3.3E+08      4.82564      0             3.3E+08      0            0             3.3E+08      4.82564       3.3E+08      0             3.3E+08      4.37063      0             3.3E+08      0            0             3.3E+08      4.37063       3.3E+08      0             3.3E+08      3.82345      0             3.3E+08      0            0             3.3E+08      3.82345       3.3E+08      0             8.3E+08      827.228       
   3.4E+08      4.83343      0             3.4E+08      0            0             3.4E+08      4.83343       3.4E+08      0             3.4E+08      4.37313      0             3.4E+08      0            0             3.4E+08      4.37313       3.4E+08      0             3.4E+08      3.82056      0             3.4E+08      0            0             3.4E+08      3.82056       3.4E+08      0             8.4E+08      855.854       
   3.5E+08      4.82138      0             3.5E+08      0            0             3.5E+08      4.82138       3.5E+08      0             3.5E+08      4.37653      0             3.5E+08      0            0             3.5E+08      4.37653       3.5E+08      0             3.5E+08      3.8336       0             3.5E+08      0            0             3.5E+08      3.8336        3.5E+08      0             8.5E+08      877.444       
   3.6E+08      4.83046      0             3.6E+08      0            0             3.6E+08      4.83046       3.6E+08      0             3.6E+08      4.36692      0             3.6E+08      0            0             3.6E+08      4.36692       3.6E+08      0             3.6E+08      3.82793      0             3.6E+08      0            0             3.6E+08      3.82793       3.6E+08      0             8.6E+08      914.594       
   3.7E+08      4.82964      0             3.7E+08      0            0             3.7E+08      4.82964       3.7E+08      0             3.7E+08      4.36294      0             3.7E+08      0            0             3.7E+08      4.36294       3.7E+08      0             3.7E+08      3.82748      0             3.7E+08      0            0             3.7E+08      3.82748       3.7E+08      0             8.7E+08      947.649       
   3.8E+08      4.8258       0             3.8E+08      0            0             3.8E+08      4.8258        3.8E+08      0             3.8E+08      4.37987      0             3.8E+08      0            0             3.8E+08      4.37987       3.8E+08      0             3.8E+08      3.80978      0             3.8E+08      0            0             3.8E+08      3.80978       3.8E+08      0             8.8E+08      840.851       
   3.9E+08      4.82745      0             3.9E+08      0            0             3.9E+08      4.82745       3.9E+08      0             3.9E+08      4.37114      0             3.9E+08      0            0             3.9E+08      4.37114       3.9E+08      0             3.9E+08      3.80948      0             3.9E+08      0            0             3.9E+08      3.80948       3.9E+08      0             8.9E+08      817.771       
   4E+08        4.82682      0             4E+08        0            0             4E+08        4.82682       4E+08        0             4E+08        4.37722      0             4E+08        0            0             4E+08        4.37722       4E+08        0             4E+08        3.81412      0             4E+08        0            0             4E+08        3.81412       4E+08        0             9E+08        843.835       
   4.1E+08      4.83027      0             4.1E+08      0            0             4.1E+08      4.83027       4.1E+08      0             4.1E+08      4.38121      0             4.1E+08      0            0             4.1E+08      4.38121       4.1E+08      0             4.1E+08      3.81927      0             4.1E+08      0            0             4.1E+08      3.81927       4.1E+08      0             9.1E+08      865.562       
   4.2E+08      4.8253       0             4.2E+08      0            0             4.2E+08      4.8253        4.2E+08      0             4.2E+08      4.38845      0             4.2E+08      0            0             4.2E+08      4.38845       4.2E+08      0             4.2E+08      3.81048      0             4.2E+08      0            0             4.2E+08      3.81048       4.2E+08      0             9.2E+08      880.828       
   4.3E+08      4.82212      0             4.3E+08      0            0             4.3E+08      4.82212       4.3E+08      0             4.3E+08      4.37815      0             4.3E+08      0            0             4.3E+08      4.37815       4.3E+08      0             4.3E+08      3.82352      0             4.3E+08      0            0             4.3E+08      3.82352       4.3E+08      0             9.3E+08      894.224       
   4.4E+08      4.82258      0             4.4E+08      0            0             4.4E+08      4.82258       4.4E+08      0             4.4E+08      4.38266      0             4.4E+08      0            0             4.4E+08      4.38266       4.4E+08      0             4.4E+08      3.80409      0             4.4E+08      0            0             4.4E+08      3.80409       4.4E+08      0             9.4E+08      892.837       
   4.5E+08      4.82879      0             4.5E+08      0            0             4.5E+08      4.82879       4.5E+08      0             4.5E+08      4.38218      0             4.5E+08      0            0             4.5E+08      4.38218       4.5E+08      0             4.5E+08      3.81668      0             4.5E+08      0            0             4.5E+08      3.81668       4.5E+08      0             9.5E+08      922.94        
   4.6E+08      4.82957      0             4.6E+08      0            0             4.6E+08      4.82957       4.6E+08      0             4.6E+08      4.3998       0             4.6E+08      0            0             4.6E+08      4.3998        4.6E+08      0             4.6E+08      3.81992      0             4.6E+08      0            0             4.6E+08      3.81992       4.6E+08      0             9.6E+08      940.372       
   4.7E+08      4.8288       0             4.7E+08      0            0             4.7E+08      4.8288        4.7E+08      0             4.7E+08      4.40342      0             4.7E+08      0            0             4.7E+08      4.40342       4.7E+08      0             4.7E+08      3.78413      0             4.7E+08      0            0             4.7E+08      3.78413       4.7E+08      0             9.7E+08      970.64        
