# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 135 -f Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b135.dat , seed\n = 4289424613
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/1E6Tracks/20mfp.b135.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 135, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        4.81487      0             1E+07        0            0             1E+07        4.81487       1E+07        0             1E+07        3.84942      0             1E+07        0            0             1E+07        3.84942       1E+07        0             1E+07        2.50027      0             1E+07        0.391383     0             1E+07        2.50027       1E+07        0.391383      5.1E+08      0             0            -0.00423387   0            0.00520058    0            -0.00513921   
   2E+07        4.82602      0             2E+07        0            0             2E+07        4.82602       2E+07        0             2E+07        4.31524      0             2E+07        0            0             2E+07        4.31524       2E+07        0             2E+07        3.81553      0             2E+07        0            0             2E+07        3.81553       2E+07        0             5.2E+08      187.849       0.148148     -0.00570472   0.148148     0.00700549    0.148148     -0.00696998   
   3E+07        4.82938      0             3E+07        0            0             3E+07        4.82938       3E+07        0             3E+07        4.38099      0             3E+07        0            0             3E+07        4.38099       3E+07        0             3E+07        3.81252      0             3E+07        0            0             3E+07        3.81252       3E+07        0             5.3E+08      412.335       0.148148     -0.00568069   0.148148     0.00697256    0.148148     -0.00694285   
   4E+07        4.82228      0             4E+07        0            0             4E+07        4.82228       4E+07        0             4E+07        4.38695      0             4E+07        0            0             4E+07        4.38695       4E+07        0             4E+07        3.81172      0             4E+07        0            0             4E+07        3.81172       4E+07        0             5.4E+08      145.31        0.296296     -0.00689903   0.296296     0.00848788    0.296296     -0.00841694   
   5E+07        4.83055      0             5E+07        0            0             5E+07        4.83055       5E+07        0             5E+07        4.38709      0             5E+07        0            0             5E+07        4.38709       5E+07        0             5E+07        3.81561      0             5E+07        0            0             5E+07        3.81561       5E+07        0             5.5E+08      222.695       0.296296     -0.00690757   0.296296     0.008467      0.296296     -0.0084168    
   6E+07        4.82971      0             6E+07        0            0             6E+07        4.82971       6E+07        0             6E+07        4.37236      0             6E+07        0            0             6E+07        4.37236       6E+07        0             6E+07        3.82288      0             6E+07        0            0             6E+07        3.82288       6E+07        0             5.6E+08      230.023       0.444444     -0.00806136   0.444444     0.00988837    0.444444     -0.0098043    
   7E+07        4.83097      0             7E+07        0            0             7E+07        4.83097       7E+07        0             7E+07        4.38708      0             7E+07        0            0             7E+07        4.38708       7E+07        0             7E+07        3.83219      0             7E+07        0            0             7E+07        3.83219       7E+07        0             5.7E+08      289.433       0.444444     -0.00805839   0.444444     0.00988015    0.444444     -0.00979121   
   8E+07        4.82674      0             8E+07        0            0             8E+07        4.82674       8E+07        0             8E+07        4.38283      0             8E+07        0            0             8E+07        4.38283       8E+07        0             8E+07        3.8153       0             8E+07        0            0             8E+07        3.8153        8E+07        0             5.8E+08      216.065       0.592593     -0.0091796    0.592593     0.0112229     0.592593     -0.0110689    
   9E+07        4.828        0             9E+07        0            0             9E+07        4.828         9E+07        0             9E+07        4.37248      0             9E+07        0            0             9E+07        4.37248       9E+07        0             9E+07        3.81253      0             9E+07        0            0             9E+07        3.81253       9E+07        0             5.9E+08      267.529       0.592593     -0.00916894   0.592593     0.0112411     0.592593     -0.0110628    
   1E+08        4.83095      0             1E+08        0            0             1E+08        4.83095       1E+08        0             1E+08        4.38684      0             1E+08        0            0             1E+08        4.38684       1E+08        0             1E+08        3.81261      0             1E+08        0            0             1E+08        3.81261       1E+08        0             6E+08        303.427       0.740741     -0.0102757    0.740741     0.0125292     0.740741     -0.0122832    
