# This file was created by gnuplotFile.py version $Revision: 47 $ on Thu Apr 12 17:05:32 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# 
# Flux2             Flux2            Flux3             Flux3            Flux1             Flux1            FissionSource     FissionSource    
# x-coord           y-coord          x-coord           y-coord          x-coord           y-coord          x-coord           y-coord          
  0.005             0.0              0.005             0.0              0.005             1.0789363        0.005             0.5394679        
  0.015             0.0              0.015             0.0              0.015             1.1160902        0.015             0.5580449        
  0.025             0.0              0.025             0.0              0.025             1.1511091        0.025             0.5755543        
  0.035             0.0              0.035             0.0              0.035             1.1843085        0.035             0.592154         
  0.045             0.0              0.045             0.0              0.045             1.2159497        0.045             0.6079745        
  0.055             0.0              0.055             0.0              0.055             1.2462487        0.055             0.6231241        
  0.065             0.0              0.065             0.0              0.065             1.2753851        0.065             0.6376923        
  0.075             0.0              0.075             0.0              0.075             1.3035072        0.075             0.6517533        
  0.085             0.0              0.085             0.0              0.085             1.3307381        0.085             0.6653687        
  0.095             0.0              0.095             0.0              0.095             1.3571805        0.095             0.6785899        
  0.105             0.0              0.105             0.0              0.105             1.3829195        0.105             0.6914594        
  0.115             0.0              0.115             0.0              0.115             1.4080265        0.115             0.7040129        
  0.125             0.0              0.125             0.0              0.125             1.4325604        0.125             0.7162799        
  0.135             0.0              0.135             0.0              0.135             1.4565704        0.135             0.7282848        
  0.145             0.0              0.145             0.0              0.145             1.4800985        0.145             0.7400489        
  0.155             0.0              0.155             0.0              0.155             1.5031788        0.155             0.7515891        
  0.165             0.0              0.165             0.0              0.165             1.5258406        0.165             0.76292          
  0.175             0.0              0.175             0.0              0.175             1.5481086        0.175             0.7740539        
  0.185             0.0              0.185             0.0              0.185             1.5700032        0.185             0.7850012        
  0.195             0.0              0.195             0.0              0.195             1.5915419        0.195             0.7957706        
  0.205             0.0              0.205             0.0              0.205             1.6127396        0.205             0.8063694        
  0.215             0.0              0.215             0.0              0.215             1.6336085        0.215             0.8168038        
  0.225             0.0              0.225             0.0              0.225             1.6541594        0.225             0.8270793        
  0.235             0.0              0.235             0.0              0.235             1.6744018        0.235             0.8372005        
  0.245             0.0              0.245             0.0              0.245             1.694343         0.245             0.8471711        
  0.255             0.0              0.255             0.0              0.255             1.7139897        0.255             0.8569945        
  0.265             0.0              0.265             0.0              0.265             1.7333477        0.265             0.8666734        
  0.275             0.0              0.275             0.0              0.275             1.752422         0.275             0.8762106        
  0.285             0.0              0.285             0.0              0.285             1.7712166        0.285             0.8856079        
  0.295             0.0              0.295             0.0              0.295             1.7897352        0.295             0.8948672        
  0.305             0.0              0.305             0.0              0.305             1.8079815        0.305             0.9039903        
  0.315             0.0              0.315             0.0              0.315             1.8259572        0.315             0.9129782        
  0.325             0.0              0.325             0.0              0.325             1.8436657        0.325             0.9218324        
  0.335             0.0              0.335             0.0              0.335             1.8611087        0.335             0.9305539        
  0.345             0.0              0.345             0.0              0.345             1.8782872        0.345             0.9391431        
  0.355             0.0              0.355             0.0              0.355             1.8952039        0.355             0.9476015        
  0.365             0.0              0.365             0.0              0.365             1.9118596        0.365             0.9559293        
  0.375             0.0              0.375             0.0              0.375             1.9282554        0.375             0.9641272        
  0.385             0.0              0.385             0.0              0.385             1.9443922        0.385             0.9721956        
  0.395             0.0              0.395             0.0              0.395             1.9602712        0.395             0.9801351        
  0.405             0.0              0.405             0.0              0.405             1.9758928        0.405             0.9879459        
  0.415             0.0              0.415             0.0              0.415             1.9912578        0.415             0.9956284        
  0.425             0.0              0.425             0.0              0.425             2.0063665        0.425             1.0031828        
  0.435             0.0              0.435             0.0              0.435             2.0212193        0.435             1.0106091        
  0.445             0.0              0.445             0.0              0.445             2.0358164        0.445             1.0179077        
  0.455             0.0              0.455             0.0              0.455             2.0501583        0.455             1.0250787        
  0.465             0.0              0.465             0.0              0.465             2.0642447        0.465             1.0321219        
  0.475             0.0              0.475             0.0              0.475             2.0780764        0.475             1.0390377        
  0.485             0.0              0.485             0.0              0.485             2.0916533        0.485             1.0458262        
  0.495             0.0              0.495             0.0              0.495             2.1049752        0.495             1.0524871        
  0.505             0.0              0.505             0.0              0.505             2.118042         0.505             1.0590205        
  0.515             0.0              0.515             0.0              0.515             2.1308537        0.515             1.0654263        
  0.525             0.0              0.525             0.0              0.525             2.1434104        0.525             1.0717047        
  0.535             0.0              0.535             0.0              0.535             2.1557117        0.535             1.0778553        
  0.545             0.0              0.545             0.0              0.545             2.167757         0.545             1.083878         
  0.555             0.0              0.555             0.0              0.555             2.1795473        0.555             1.0897732        
  0.565             0.0              0.565             0.0              0.565             2.1910815        0.565             1.0955403        
  0.575             0.0              0.575             0.0              0.575             2.2023597        0.575             1.1011794        
  0.585             0.0              0.585             0.0              0.585             2.2133813        0.585             1.1066902        
  0.595             0.0              0.595             0.0              0.595             2.2241464        0.595             1.1120727        
  0.605             0.0              0.605             0.0              0.605             2.2346547        0.605             1.1173269        
  0.615             0.0              0.615             0.0              0.615             2.244905         0.615             1.122452         
  0.625             0.0              0.625             0.0              0.625             2.2548988        0.625             1.1274488        
  0.635             0.0              0.635             0.0              0.635             2.2646346        0.635             1.1323167        
  0.645             0.0              0.645             0.0              0.645             2.2741117        0.645             1.1370553        
  0.655             0.0              0.655             0.0              0.655             2.2833309        0.655             1.1416649        
  0.665             0.0              0.665             0.0              0.665             2.2922907        0.665             1.1461447        
  0.675             0.0              0.675             0.0              0.675             2.3009918        0.675             1.1504953        
  0.685             0.0              0.685             0.0              0.685             2.309433         0.685             1.1547159        
  0.695             0.0              0.695             0.0              0.695             2.3176148        0.695             1.1588068        
  0.705             0.0              0.705             0.0              0.705             2.325536         0.705             1.1627674        
  0.715             0.0              0.715             0.0              0.715             2.3331971        0.715             1.166598         
  0.725             0.0              0.725             0.0              0.725             2.3405976        0.725             1.1702982        
  0.735             0.0              0.735             0.0              0.735             2.3477364        0.735             1.1738676        
  0.745             0.0              0.745             0.0              0.745             2.3546143        0.745             1.1773065        
  0.755             0.0              0.755             0.0              0.755             2.3612301        0.755             1.1806145        
  0.765             0.0              0.765             0.0              0.765             2.3675842        0.765             1.1837915        
  0.775             0.0              0.775             0.0              0.775             2.3736753        0.775             1.1868371        
  0.785             0.0              0.785             0.0              0.785             2.3795042        0.785             1.1897515        
  0.795             0.0              0.795             0.0              0.795             2.3850703        0.795             1.1925346        
  0.805             0.0              0.805             0.0              0.805             2.390373         0.805             1.1951859        
  0.815             0.0              0.815             0.0              0.815             2.3954124        0.815             1.1977056        
  0.825             0.0              0.825             0.0              0.825             2.4001882        0.825             1.2000935        
  0.835             0.0              0.835             0.0              0.835             2.4047           0.835             1.2023494        
  0.845             0.0              0.845             0.0              0.845             2.4089475        0.845             1.2044731        
  0.855             0.0              0.855             0.0              0.855             2.4129312        0.855             1.206465         
  0.865             0.0              0.865             0.0              0.865             2.4166496        0.865             1.2083242        
  0.875             0.0              0.875             0.0              0.875             2.4201038        0.875             1.2100513        
  0.885             0.0              0.885             0.0              0.885             2.4232922        0.885             1.2116455        
  0.895             0.0              0.895             0.0              0.895             2.4262161        0.895             1.2131075        
  0.905             0.0              0.905             0.0              0.905             2.4288745        0.905             1.2144367        
  0.915             0.0              0.915             0.0              0.915             2.4312673        0.915             1.215633         
  0.925             0.0              0.925             0.0              0.925             2.4333947        0.925             1.2166967        
  0.935             0.0              0.935             0.0              0.935             2.4352565        0.935             1.2176276        
  0.945             0.0              0.945             0.0              0.945             2.4368527        0.945             1.2184258        
  0.955             0.0              0.955             0.0              0.955             2.4381824        0.955             1.2190906        
  0.965             0.0              0.965             0.0              0.965             2.4392469        0.965             1.2196229        
  0.975             0.0              0.975             0.0              0.975             2.4400451        0.975             1.220022         
  0.985             0.0              0.985             0.0              0.985             2.4405775        0.985             1.2202882        
  0.995             0.0              0.995             0.0              0.995             2.4408436        0.995             1.2204212        
  1.015             0.0              1.015             0.0              1.015             2.4405775        1.015             1.2202882        
  1.025             0.0              1.025             0.0              1.025             2.4400451        1.025             1.220022         
  1.035             0.0              1.035             0.0              1.035             2.4392469        1.035             1.2196229        
  1.045             0.0              1.045             0.0              1.045             2.4381824        1.045             1.2190906        
  1.055             0.0              1.055             0.0              1.055             2.4368527        1.055             1.2184258        
  1.065             0.0              1.065             0.0              1.065             2.4352565        1.065             1.2176276        
  1.075             0.0              1.075             0.0              1.075             2.4333947        1.075             1.2166967        
  1.085             0.0              1.085             0.0              1.085             2.4312673        1.085             1.215633         
  1.095             0.0              1.095             0.0              1.095             2.4288745        1.095             1.2144367        
  1.105             0.0              1.105             0.0              1.105             2.4262161        1.105             1.2131075        
  1.115             0.0              1.115             0.0              1.115             2.4232922        1.115             1.2116455        
  1.125             0.0              1.125             0.0              1.125             2.4201038        1.125             1.2100513        
  1.135             0.0              1.135             0.0              1.135             2.4166496        1.135             1.2083242        
  1.145             0.0              1.145             0.0              1.145             2.4129312        1.145             1.206465         
  1.155             0.0              1.155             0.0              1.155             2.4089475        1.155             1.2044731        
  1.165             0.0              1.165             0.0              1.165             2.4047           1.165             1.2023494        
  1.175             0.0              1.175             0.0              1.175             2.4001882        1.175             1.2000935        
  1.185             0.0              1.185             0.0              1.185             2.3954124        1.185             1.1977056        
  1.195             0.0              1.195             0.0              1.195             2.390373         1.195             1.1951859        
  1.205             0.0              1.205             0.0              1.205             2.3850703        1.205             1.1925346        
  1.215             0.0              1.215             0.0              1.215             2.3795042        1.215             1.1897515        
  1.225             0.0              1.225             0.0              1.225             2.3736753        1.225             1.1868371        
  1.235             0.0              1.235             0.0              1.235             2.3675842        1.235             1.1837915        
  1.245             0.0              1.245             0.0              1.245             2.3612301        1.245             1.1806145        
  1.255             0.0              1.255             0.0              1.255             2.3546143        1.255             1.1773065        
  1.265             0.0              1.265             0.0              1.265             2.3477364        1.265             1.1738676        
  1.275             0.0              1.275             0.0              1.275             2.3405976        1.275             1.1702982        
  1.285             0.0              1.285             0.0              1.285             2.3331971        1.285             1.166598         
  1.295             0.0              1.295             0.0              1.295             2.325536         1.295             1.1627674        
  1.305             0.0              1.305             0.0              1.305             2.3176148        1.305             1.1588068        
  1.315             0.0              1.315             0.0              1.315             2.309433         1.315             1.1547159        
  1.325             0.0              1.325             0.0              1.325             2.3009918        1.325             1.1504953        
  1.335             0.0              1.335             0.0              1.335             2.2922907        1.335             1.1461447        
  1.345             0.0              1.345             0.0              1.345             2.2833309        1.345             1.1416649        
  1.355             0.0              1.355             0.0              1.355             2.2741117        1.355             1.1370553        
  1.365             0.0              1.365             0.0              1.365             2.2646346        1.365             1.1323167        
  1.375             0.0              1.375             0.0              1.375             2.2548988        1.375             1.1274488        
  1.385             0.0              1.385             0.0              1.385             2.244905         1.385             1.122452         
  1.395             0.0              1.395             0.0              1.395             2.2346547        1.395             1.1173269        
