# This file was created by gnuplotFile.py version $Revision: 47 $ on Thu Apr 12 18:37:23 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# 
# Flux2             Flux2            Flux3             Flux3            Flux1             Flux1            FissionSource     FissionSource    
# x-coord           y-coord          x-coord           y-coord          x-coord           y-coord          x-coord           y-coord          
  0.025             0.0              0.025             0.0              0.025             0.4667733        0.025             0.2333867        
  0.075             0.0              0.075             0.0              0.075             0.5243431        0.075             0.2621716        
  0.125             0.0              0.125             0.0              0.125             0.5740285        0.125             0.2870143        
  0.175             0.0              0.175             0.0              0.175             0.6200833        0.175             0.3100417        
  0.225             0.0              0.225             0.0              0.225             0.6641323        0.225             0.3320662        
  0.275             0.0              0.275             0.0              0.275             0.7068614        0.275             0.3534307        
  0.325             0.0              0.325             0.0              0.325             0.7486053        0.325             0.3743027        
  0.375             0.0              0.375             0.0              0.375             0.7895555        0.375             0.3947778        
  0.425             0.0              0.425             0.0              0.425             0.8298357        0.425             0.4149179        
  0.475             0.0              0.475             0.0              0.475             0.8695338        0.475             0.4347669        
  0.525             0.0              0.525             0.0              0.525             0.9087152        0.525             0.4543576        
  0.575             0.0              0.575             0.0              0.575             0.9474292        0.575             0.4737146        
  0.625             0.0              0.625             0.0              0.625             0.9857142        0.625             0.4928571        
  0.675             0.0              0.675             0.0              0.675             1.0235994        0.675             0.5117998        
  0.725             0.0              0.725             0.0              0.725             1.0611076        0.725             0.5305539        
  0.775             0.0              0.775             0.0              0.775             1.0982569        0.775             0.5491285        
  0.825             0.0              0.825             0.0              0.825             1.1350604        0.825             0.5675303        
  0.875             0.0              0.875             0.0              0.875             1.1715283        0.875             0.5857642        
  0.925             0.0              0.925             0.0              0.925             1.2076687        0.925             0.6038344        
  0.975             0.0              0.975             0.0              0.975             1.2434869        0.975             0.6217435        
  1.025             0.0              1.025             0.0              1.025             1.2789866        1.025             0.6394933        
  1.075             0.0              1.075             0.0              1.075             1.3141701        1.075             0.6570851        
  1.125             0.0              1.125             0.0              1.125             1.3490391        1.125             0.6745196        
  1.175             0.0              1.175             0.0              1.175             1.3835932        1.175             0.6917967        
  1.225             0.0              1.225             0.0              1.225             1.4178325        1.225             0.7089163        
  1.275             0.0              1.275             0.0              1.275             1.4517553        1.275             0.7258778        
  1.325             0.0              1.325             0.0              1.325             1.4853599        1.325             0.7426801        
  1.375             0.0              1.375             0.0              1.375             1.5186441        1.375             0.7593222        
  1.425             0.0              1.425             0.0              1.425             1.551605         1.425             0.7758026        
  1.475             0.0              1.475             0.0              1.475             1.5842397        1.475             0.79212          
  1.525             0.0              1.525             0.0              1.525             1.6165447        1.525             0.8082724        
  1.575             0.0              1.575             0.0              1.575             1.6485169        1.575             0.8242585        
  1.625             0.0              1.625             0.0              1.625             1.6801519        1.625             0.840076         
  1.675             0.0              1.675             0.0              1.675             1.7114463        1.675             0.8557233        
  1.725             0.0              1.725             0.0              1.725             1.7423954        1.725             0.8711978        
  1.775             0.0              1.775             0.0              1.775             1.7729952        1.775             0.8864977        
  1.825             0.0              1.825             0.0              1.825             1.8032418        1.825             0.901621         
  1.875             0.0              1.875             0.0              1.875             1.8331304        1.875             0.9165652        
  1.925             0.0              1.925             0.0              1.925             1.8626567        1.925             0.9313285        
  1.975             0.0              1.975             0.0              1.975             1.891816         1.975             0.9459081        
  2.025             0.0              2.025             0.0              2.025             1.9206039        2.025             0.9603021        
  2.075             0.0              2.075             0.0              2.075             1.9490161        2.075             0.9745082        
  2.125             0.0              2.125             0.0              2.125             1.9770477        2.125             0.988524         
  2.175             0.0              2.175             0.0              2.175             2.0046937        2.175             1.002347         
  2.225             0.0              2.225             0.0              2.225             2.0319505        2.225             1.0159752        
  2.275             0.0              2.275             0.0              2.275             2.0588133        2.275             1.0294068        
  2.325             0.0              2.325             0.0              2.325             2.0852771        2.325             1.0426387        
  2.375             0.0              2.375             0.0              2.375             2.1113377        2.375             1.055669         
  2.425             0.0              2.425             0.0              2.425             2.1369905        2.425             1.0684954        
  2.475             0.0              2.475             0.0              2.475             2.1622312        2.475             1.0811157        
  2.525             0.0              2.525             0.0              2.525             2.1870551        2.525             1.0935277        
  2.575             0.0              2.575             0.0              2.575             2.2114584        2.575             1.1057293        
  2.625             0.0              2.625             0.0              2.625             2.2354364        2.625             1.1177183        
  2.675             0.0              2.675             0.0              2.675             2.258985         2.675             1.1294926        
  2.725             0.0              2.725             0.0              2.725             2.2821           2.725             1.1410501        
  2.775             0.0              2.775             0.0              2.775             2.3047774        2.775             1.1523888        
  2.825             0.0              2.825             0.0              2.825             2.3270128        2.825             1.1635065        
  2.875             0.0              2.875             0.0              2.875             2.3488019        2.875             1.174401         
  2.925             0.0              2.925             0.0              2.925             2.3701422        2.925             1.1850712        
  2.975             0.0              2.975             0.0              2.975             2.3910284        2.975             1.1955143        
  3.025             0.0              3.025             0.0              3.025             2.4114571        3.025             1.2057287        
  3.075             0.0              3.075             0.0              3.075             2.4314246        3.075             1.2157124        
  3.125             0.0              3.125             0.0              3.125             2.4509277        3.125             1.225464         
  3.175             0.0              3.175             0.0              3.175             2.4699621        3.175             1.2349812        
  3.225             0.0              3.225             0.0              3.225             2.4885247        3.225             1.2442625        
  3.275             0.0              3.275             0.0              3.275             2.5066121        3.275             1.2533062        
  3.325             0.0              3.325             0.0              3.325             2.5242209        3.325             1.2621106        
  3.375             0.0              3.375             0.0              3.375             2.5413475        3.375             1.2706739        
