# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# Research/ArnoldivsPower -f BigArnoldi66.dat -t 10000000 -p -w 20 -b 75 -i 0 -a 1 -I 10 -r  seed = 2480515795
# filename = BigArnoldi66.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = false, arnoldimethod = implicit, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 75, acycles = 200, incycles = 20, active = 1, inactive = 0, Iterations = 10, numValues = 2, relaxed = 0, tracks = 10000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32            33           34           35            36           37           38            39           40            41           42            43           44           45            46           47           48            49           50           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-   RAM 0 vEst-0-Real  -| |-   RAM 0 vEst-0-Imag  -| |-   RAM 1 vEst-0-Real  -| |-   RAM 1 vEst-0-Imag  -| |-   RAM 0 mean-0-Real  -| |-   RAM 0 mean-0-Imag  -| |-   RAM 1 mean-0-Real  -| |-   RAM 1 mean-0-Imag  -| |- RAM eValue SD-0-Real -| |- RAM eValue SD-0-Imag -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |- RAM eValue SD-1-Real -| |- RAM eValue SD-1-Imag -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-      FOM-Arnoldi     -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       
   0.13333      0.017364     0             0.13333      0            0             0.13333      -0.049326    0             0.13333      0            0             0.13333      0.017364      0.13333      0             0.13333      -0.049326     0.13333      0             0.13333      0.017364      0.13333      0             0.13333      -0.049326     0.13333      0             1E+08        0             1E+08        0             1E+08        0.98592      0             1E+08        0            0             1E+08        0             1E+08        0             1E+08        0.88881      0             1E+08        0            0             1E+08        0             
   0.4          0.024208     0             0.4          0            0             0.4          -0.069267    0             0.4          0            0             0.4          0.024208      0.4          0             0.4          -0.069267     0.4          0             0.4          0.024208      0.4          0             0.4          -0.069267     0.4          0             
   0.66667      0.030871     0             0.66667      0            0             0.66667      -0.085681    0             0.66667      0            0             0.66667      0.030871      0.66667      0             0.66667      -0.085681     0.66667      0             0.66667      0.030871      0.66667      0             0.66667      -0.085681     0.66667      0             
   0.93333      0.03675      0             0.93333      0            0             0.93333      -0.10056     0             0.93333      0            0             0.93333      0.03675       0.93333      0             0.93333      -0.10056      0.93333      0             0.93333      0.03675       0.93333      0             0.93333      -0.10056      0.93333      0             
   1.2          0.042824     0             1.2          0            0             1.2          -0.11453     0             1.2          0            0             1.2          0.042824      1.2          0             1.2          -0.11453      1.2          0             1.2          0.042824      1.2          0             1.2          -0.11453      1.2          0             
   1.4667       0.049338     0             1.4667       0            0             1.4667       -0.12688     0             1.4667       0            0             1.4667       0.049338      1.4667       0             1.4667       -0.12688      1.4667       0             1.4667       0.049338      1.4667       0             1.4667       -0.12688      1.4667       0             
   1.7333       0.054702     0             1.7333       0            0             1.7333       -0.13654     0             1.7333       0            0             1.7333       0.054702      1.7333       0             1.7333       -0.13654      1.7333       0             1.7333       0.054702      1.7333       0             1.7333       -0.13654      1.7333       0             
   2            0.060427     0             2            0            0             2            -0.14437     0             2            0            0             2            0.060427      2            0             2            -0.14437      2            0             2            0.060427      2            0             2            -0.14437      2            0             
   2.2667       0.066449     0             2.2667       0            0             2.2667       -0.15046     0             2.2667       0            0             2.2667       0.066449      2.2667       0             2.2667       -0.15046      2.2667       0             2.2667       0.066449      2.2667       0             2.2667       -0.15046      2.2667       0             
   2.5333       0.072403     0             2.5333       0            0             2.5333       -0.15427     0             2.5333       0            0             2.5333       0.072403      2.5333       0             2.5333       -0.15427      2.5333       0             2.5333       0.072403      2.5333       0             2.5333       -0.15427      2.5333       0             
   2.8          0.077416     0             2.8          0            0             2.8          -0.15557     0             2.8          0            0             2.8          0.077416      2.8          0             2.8          -0.15557      2.8          0             2.8          0.077416      2.8          0             2.8          -0.15557      2.8          0             
   3.0667       0.083194     0             3.0667       0            0             3.0667       -0.1546      0             3.0667       0            0             3.0667       0.083194      3.0667       0             3.0667       -0.1546       3.0667       0             3.0667       0.083194      3.0667       0             3.0667       -0.1546       3.0667       0             
