# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --source Linear --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues\n 3 --active 500 --seed 0 --run --bins 90 -f Bins/20mfp-BetterStats/Linear/20mfp.b90.dat , seed = 1870372625
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/Linear/20mfp.b90.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 90, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.72318      0             1E+06        0            0             1E+06        4.25576      0             1E+06        0.424991     0             1E+06        4.25576      0             1E+06        -0.424991    0             5.1E+07      0             0            0.00496425    0            0.00584863    0            -0.00451667   
   2E+06        4.84109      0             2E+06        0            0             2E+06        4.3534       0             2E+06        0            0             2E+06        1.88306      0             2E+06        0.169914     0             5.2E+07      193.225       0.222222     0.00735903    0.222222     0.00868059    0.222222     -0.00681351   
   3E+06        4.82542      0             3E+06        0            0             3E+06        4.29283      0             3E+06        0            0             3E+06        3.21176      0             3E+06        0            0             5.3E+07      59.9476       0.222222     0.0073351     0.222222     0.0086288     0.222222     -0.00673872   
   4E+06        4.80959      0             4E+06        0            0             4E+06        4.22601      0             4E+06        0            0             4E+06        3.11787      0             4E+06        0            0             5.4E+07      96.6513       0.444444     0.0093773     0.444444     0.0110401     0.444444     -0.00858011   
   5E+06        4.82845      0             5E+06        0            0             5E+06        4.40583      0             5E+06        0            0             5E+06        3.26287      0             5E+06        0            0             5.5E+07      115.873       0.444444     0.00934681    0.444444     0.0110472     0.444444     -0.00856094   
   6E+06        4.81197      0             6E+06        0            0             6E+06        4.35345      0             6E+06        0            0             6E+06        3.24158      0             6E+06        0            0             5.6E+07      163.791       0.666667     0.0113198     0.666667     0.0132652     0.666667     -0.0100718    
   7E+06        4.8301       0             7E+06        0            0             7E+06        4.35189      0             7E+06        0            0             7E+06        3.20057      0             7E+06        0            0             5.7E+07      143.904       0.666667     0.0113174     0.666667     0.0132744     0.666667     -0.0101311    
   8E+06        4.8186       0             8E+06        0            0             8E+06        4.36097      0             8E+06        0            0             8E+06        3.2235       0             8E+06        0            0             5.8E+07      178.26        0.888889     0.0131782     0.888889     0.0153752     0.888889     -0.0113319    
   9E+06        4.8125       0             9E+06        0            0             9E+06        4.38918      0             9E+06        0            0             9E+06        3.22603      0             9E+06        0            0             5.9E+07      194.289       0.888889     0.0132219     0.888889     0.0153898     0.888889     -0.0113955    
   1E+07        4.82422      0             1E+07        0            0             1E+07        4.38934      0             1E+07        0            0             1E+07        3.26906      0             1E+07        0            0             6E+07        200.27        1.11111      0.0150127     1.11111      0.0174338     1.11111      -0.0124687    
   1.1E+07      4.82282      0             1.1E+07      0            0             1.1E+07      4.37592      0             1.1E+07      0            0             1.1E+07      3.2687       0             1.1E+07      0            0             6.1E+07      167.616       1.11111      0.0150296     1.11111      0.0173977     1.11111      -0.0124637    
   1.2E+07      4.82902      0             1.2E+07      0            0             1.2E+07      4.40133      0             1.2E+07      0            0             1.2E+07      3.34119      0             1.2E+07      0            0             6.2E+07      151.812       1.33333      0.0168487     1.33333      0.0193935     1.33333      -0.0134217    
   1.3E+07      4.81401      0             1.3E+07      0            0             1.3E+07      4.39351      0             1.3E+07      0            0             1.3E+07      3.30447      0             1.3E+07      0            0             6.3E+07      175.261       1.33333      0.0168466     1.33333      0.0194097     1.33333      -0.0133821    
   1.4E+07      4.83341      0             1.4E+07      0            0             1.4E+07      4.35554      0             1.4E+07      0            0             1.4E+07      3.29642      0             1.4E+07      0            0             6.4E+07      199.386       1.55556      0.018578      1.55556      0.0212429     1.55556      -0.0139621    
   1.5E+07      4.83282      0             1.5E+07      0            0             1.5E+07      4.3646       0             1.5E+07      0            0             1.5E+07      3.35398      0             1.5E+07      0            0             6.5E+07      180.917       1.55556      0.0186344     1.55556      0.0212354     1.55556      -0.0139648    
   1.6E+07      4.8145       0             1.6E+07      0            0             1.6E+07      4.34289      0             1.6E+07      0            0             1.6E+07      3.29654      0             1.6E+07      0            0             6.6E+07      170.316       1.77778      0.0203835     1.77778      0.0229719     1.77778      -0.0143691    
   1.7E+07      4.8393       0             1.7E+07      0            0             1.7E+07      4.33461      0             1.7E+07      0            0             1.7E+07      3.28801      0             1.7E+07      0            0             6.7E+07      179.84        1.77778      0.0203918     1.77778      0.022993      1.77778      -0.0143141    
   1.8E+07      4.83832      0             1.8E+07      0            0             1.8E+07      4.32336      0             1.8E+07      0            0             1.8E+07      3.37608      0             1.8E+07      0            0             6.8E+07      181.625       2            0.02209       2            0.0246349     2            -0.0144196    
   1.9E+07      4.82643      0             1.9E+07      0            0             1.9E+07      4.30252      0             1.9E+07      0            0             1.9E+07      3.40861      0             1.9E+07      0            0             6.9E+07      157.624       2            0.0221418     2            0.024679      2            -0.0144521    
   2E+07        4.83392      0             2E+07        0            0             2E+07        4.39994      0             2E+07        0            0             2E+07        3.26917      0             2E+07        0            0             7E+07        159.312       2.22222      0.0238128     2.22222      0.0261958     2.22222      -0.0142769    
   2.1E+07      4.83909      0             2.1E+07      0            0             2.1E+07      4.35677      0             2.1E+07      0            0             2.1E+07      3.23808      0             2.1E+07      0            0             7.1E+07      173.195       2.22222      0.023856      2.22222      0.0262327     2.22222      -0.0142275    
   2.2E+07      4.8347       0             2.2E+07      0            0             2.2E+07      4.37077      0             2.2E+07      0            0             2.2E+07      3.25516      0             2.2E+07      0            0             7.2E+07      186.991       2.44444      0.0255502     2.44444      0.0276581     2.44444      -0.0139072    
