# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --source Linear --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues\n 3 --active 500 --seed 0 --run --bins 50 -f Bins/20mfp-BetterStats/Linear/20mfp.b50.dat , seed = 4201516827
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/Linear/20mfp.b50.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 50, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1.1E+07      4.84028      0             1.1E+07      0            0             1.1E+07      4.36465      0             1.1E+07      0            0             1.1E+07      3.80121      0             1.1E+07      0            0             6.1E+07      80.9193       2            -0.0318084    2            0.0369952     2            0.0334214     
   1.2E+07      4.81429      0             1.2E+07      0            0             1.2E+07      4.38247      0             1.2E+07      0            0             1.2E+07      3.79576      0             1.2E+07      0            0             6.2E+07      73.3058       2.4          -0.0361979    2.4          0.0409838     2.4          0.035271      
   1.3E+07      4.83707      0             1.3E+07      0            0             1.3E+07      4.35513      0             1.3E+07      0            0             1.3E+07      3.81295      0             1.3E+07      0            0             6.3E+07      84.298        2.4          -0.0362805    2.4          0.0409961     2.4          0.0353122     
   1.4E+07      4.83359      0             1.4E+07      0            0             1.4E+07      4.37168      0             1.4E+07      0            0             1.4E+07      3.82555      0             1.4E+07      0            0             6.4E+07      93.2993       2.8          -0.0405116    2.8          0.0444895     2.8          0.0361062     
   1.5E+07      4.82044      0             1.5E+07      0            0             1.5E+07      4.38378      0             1.5E+07      0            0             1.5E+07      3.83447      0             1.5E+07      0            0             6.5E+07      95.3604       2.8          -0.040505     2.8          0.0444636     2.8          0.0361514     
   1.6E+07      4.82068      0             1.6E+07      0            0             1.6E+07      4.3514       0             1.6E+07      0            0             1.6E+07      3.8259       0             1.6E+07      0            0             6.6E+07      98.9037       3.2          -0.0446008    3.2          0.0473079     3.2          0.0357421     
   1.7E+07      4.83559      0             1.7E+07      0            0             1.7E+07      4.37857      0             1.7E+07      0            0             1.7E+07      3.83141      0             1.7E+07      0            0             6.7E+07      109.217       3.2          -0.0446926    3.2          0.0472983     3.2          0.0357426     
   1.8E+07      4.79916      0             1.8E+07      0            0             1.8E+07      4.35519      0             1.8E+07      0            0             1.8E+07      3.81327      0             1.8E+07      0            0             6.8E+07      114.184       3.6          -0.048659     3.6          0.0495616     3.6          0.0344106     
   1.9E+07      4.82776      0             1.9E+07      0            0             1.9E+07      4.38218      0             1.9E+07      0            0             1.9E+07      3.79909      0             1.9E+07      0            0             6.9E+07      124.651       3.6          -0.0486044    3.6          0.0495214     3.6          0.0343035     
   2E+07        4.82595      0             2E+07        0            0             2E+07        4.38813      0             2E+07        0            0             2E+07        3.88686      0             2E+07        0            0             7E+07        130.022       4            -0.0523817    4            0.0511161     4            0.0317586     
   2.1E+07      4.82101      0             2.1E+07      0            0             2.1E+07      4.36552      0             2.1E+07      0            0             2.1E+07      3.78797      0             2.1E+07      0            0             7.1E+07      132.664       4            -0.0524221    4            0.0512111     4            0.0317327     
   2.2E+07      4.82486      0             2.2E+07      0            0             2.2E+07      4.41792      0             2.2E+07      0            0             2.2E+07      3.83009      0             2.2E+07      0            0             7.2E+07      143.081       4.4          -0.056085     4.4          0.0519589     4.4          0.0281753     
   2.3E+07      4.8299       0             2.3E+07      0            0             2.3E+07      4.37839      0             2.3E+07      0            0             2.3E+07      3.82788      0             2.3E+07      0            0             7.3E+07      151.48        4.4          -0.0560766    4.4          0.0520336     4.4          0.0281387     
   2.4E+07      4.83737      0             2.4E+07      0            0             2.4E+07      4.38287      0             2.4E+07      0            0             2.4E+07      3.8019       0             2.4E+07      0            0             7.4E+07      161.438       4.8          -0.0595278    4.8          0.0520231     4.8          0.0238515     
   2.5E+07      4.82385      0             2.5E+07      0            0             2.5E+07      4.38694      0             2.5E+07      0            0             2.5E+07      3.75271      0             2.5E+07      0            0             7.5E+07      151.315       4.8          -0.059553     4.8          0.0520223     4.8          0.0238997     
   2.6E+07      4.82177      0             2.6E+07      0            0             2.6E+07      4.37242      0             2.6E+07      0            0             2.6E+07      3.84696      0             2.6E+07      0            0             7.6E+07      158.75        5.2          -0.0628346    5.2          0.0514466     5.2          0.0187994     
   2.7E+07      4.81415      0             2.7E+07      0            0             2.7E+07      4.38027      0             2.7E+07      0            0             2.7E+07      3.81356      0             2.7E+07      0            0             7.7E+07      167.366       5.2          -0.062888     5.2          0.0513753     5.2          0.0188569     
   2.8E+07      4.82457      0             2.8E+07      0            0             2.8E+07      4.38965      0             2.8E+07      0            0             2.8E+07      3.86723      0             2.8E+07      0            0             7.8E+07      170.871       5.6          -0.0658233    5.6          0.0501709     5.6          0.013084      
   2.9E+07      4.83809      0             2.9E+07      0            0             2.9E+07      4.3801       0             2.9E+07      0            0             2.9E+07      3.80534      0             2.9E+07      0            0             7.9E+07      180.1         5.6          -0.0657929    5.6          0.0500359     5.6          0.0132118     
   3E+07        4.82877      0             3E+07        0            0             3E+07        4.37442      0             3E+07        0            0             3E+07        3.82147      0             3E+07        0            0             8E+07        186.287       6            -0.0686938    6            0.0480449     6            0.00696753    
   3.1E+07      4.83105      0             3.1E+07      0            0             3.1E+07      4.35511      0             3.1E+07      0            0             3.1E+07      3.77021      0             3.1E+07      0            0             8.1E+07      194.912       6            -0.068651     6            0.0481039     6            0.00687291    
   3.2E+07      4.82161      0             3.2E+07      0            0             3.2E+07      4.35394      0             3.2E+07      0            0             3.2E+07      3.76761      0             3.2E+07      0            0             8.2E+07      203.004       6.4          -0.0712164    6.4          0.0453554     6.4          0.000717595   
   3.3E+07      4.82597      0             3.3E+07      0            0             3.3E+07      4.38527      0             3.3E+07      0            0             3.3E+07      3.82192      0             3.3E+07      0            0             8.3E+07      209.008       6.4          -0.0712321    6.4          0.045398      6.4          0.000639964   
   3.4E+07      4.83451      0             3.4E+07      0            0             3.4E+07      4.39841      0             3.4E+07      0            0             3.4E+07      3.80887      0             3.4E+07      0            0             8.4E+07      218.806       6.8          -0.0736028    6.8          0.0420787     6.8          -0.00564594   
   3.5E+07      4.80918      0             3.5E+07      0            0             3.5E+07      4.37532      0             3.5E+07      0            0             3.5E+07      3.82521      0             3.5E+07      0            0             8.5E+07      222.739       6.8          -0.0736349    6.8          0.0420144     6.8          -0.00567327   
   3.6E+07      4.82695      0             3.6E+07      0            0             3.6E+07      4.39304      0             3.6E+07      0            0             3.6E+07      3.75243      0             3.6E+07      0            0             8.6E+07      203.729       7.2          -0.0756432    7.2          0.0381991     7.2          -0.0118734    
   3.7E+07      4.8202       0             3.7E+07      0            0             3.7E+07      4.40909      0             3.7E+07      0            0             3.7E+07      3.83683      0             3.7E+07      0            0             8.7E+07      175.386       7.2          -0.0756162    7.2          0.038139      7.2          -0.0118254    
   3.8E+07      4.83536      0             3.8E+07      0            0             3.8E+07      4.38379      0             3.8E+07      0            0             3.8E+07      3.76701      0             3.8E+07      0            0             8.8E+07      182.078       7.6          -0.0774481    7.6          0.0338443     7.6          -0.0176577    
   3.9E+07      4.8399       0             3.9E+07      0            0             3.9E+07      4.36675      0             3.9E+07      0            0             3.9E+07      3.7992       0             3.9E+07      0            0             8.9E+07      175.99        7.6          -0.0774569    7.6          0.0337496     7.6          -0.0176271    
   4E+07        4.83344      0             4E+07        0            0             4E+07        4.3688       0             4E+07        0            0             4E+07        3.8099       0             4E+07        0            0             9E+07        167.777       8            -0.0789223    8            0.0289327     8            -0.0229963    
   4.1E+07      4.81965      0             4.1E+07      0            0             4.1E+07      4.38994      0             4.1E+07      0            0             4.1E+07      3.79086      0             4.1E+07      0            0             9.1E+07      172.074       8            -0.0789556    8            0.0289877     8            -0.0229852    
   4.2E+07      4.81252      0             4.2E+07      0            0             4.2E+07      4.40181      0             4.2E+07      0            0             4.2E+07      3.8339       0             4.2E+07      0            0             9.2E+07      172.385       8.4          -0.0802497    8.4          0.0236887     8.4          -0.0275841    
   4.3E+07      4.81145      0             4.3E+07      0            0             4.3E+07      4.37472      0             4.3E+07      0            0             4.3E+07      3.81346      0             4.3E+07      0            0             9.3E+07      178.197       8.4          -0.0802333    8.4          0.0236823     8.4          -0.0275204    
   4.4E+07      4.81539      0             4.4E+07      0            0             4.4E+07      4.37684      0             4.4E+07      0            0             4.4E+07      3.79777      0             4.4E+07      0            0             9.4E+07      179.313       8.8          -0.0812396    8.8          0.0181278     8.8          -0.0312821    
   4.5E+07      4.81394      0             4.5E+07      0            0             4.5E+07      4.37819      0             4.5E+07      0            0             4.5E+07      3.81437      0             4.5E+07      0            0             9.5E+07      185.642       8.8          -0.0812583    8.8          0.0181496     8.8          -0.0312319    
   4.6E+07      4.82909      0             4.6E+07      0            0             4.6E+07      4.40594      0             4.6E+07      0            0             4.6E+07      3.83555      0             4.6E+07      0            0             9.6E+07      191.217       9.2          -0.0820098    9.2          0.0123416     9.2          -0.0340205    
   4.7E+07      4.80722      0             4.7E+07      0            0             4.7E+07      4.41061      0             4.7E+07      0            0             4.7E+07      3.84161      0             4.7E+07      0            0             9.7E+07      190.861       9.2          -0.081971     9.2          0.0123279     9.2          -0.0340085    
   4.8E+07      4.8298       0             4.8E+07      0            0             4.8E+07      4.4021       0             4.8E+07      0            0             4.8E+07      3.82734      0             4.8E+07      0            0             9.8E+07      190.628       9.6          -0.0824978    9.6          0.00629881    9.6          -0.0355409    
   4.9E+07      4.82081      0             4.9E+07      0            0             4.9E+07      4.37767      0             4.9E+07      0            0             4.9E+07      3.74612      0             4.9E+07      0            0             9.9E+07      194.802       9.6          -0.0824258    9.6          0.00628945    9.6          -0.0354751    
   5E+07        4.83168      0             5E+07        0            0             5E+07        4.36549      0             5E+07        0            0             5E+07        3.81112      0             5E+07        0            0             1E+08        199.239       10           -0.0825616    10           0.000165588   10           -0.0361676    
   5.1E+07      4.81695      0             5.1E+07      0            0             5.1E+07      4.37035      0             5.1E+07      0            0             5.1E+07      3.81549      0             5.1E+07      0            0             1.01E+08     204.495       10           -0.0825196    10           0.000160609   10           -0.0361021    
   5.2E+07      4.83193      0.0105879     5.2E+07      0            0             5.2E+07      4.36991      0.000308535   5.2E+07      0            0             5.2E+07      3.80343      0.00852685    5.2E+07      0            0             1.02E+08     208.404       10.4         -0.0823414    10.4         -0.00588327   10.4         -0.0355273    
   5.3E+07      4.82825      0.00767194    5.3E+07      0            0             5.3E+07      4.36641      0.0028615     5.3E+07      0            0             5.3E+07      3.81203      0.00903499    5.3E+07      0            0             1.03E+08     214.163       10.4         -0.0824012    10.4         -0.00590025   10.4         -0.035571     
   5.4E+07      4.82669      0.0059096     5.4E+07      0            0             5.4E+07      4.37088      0.00442513    5.4E+07      0            0             5.4E+07      3.81317      0.00684668    5.4E+07      0            0             1.04E+08     217.234       10.8         -0.0819393    10.8         -0.0118928    10.8         -0.0338041    
   5.5E+07      4.82883      0.00509889    5.5E+07      0            0             5.5E+07      4.37401      0.00451411    5.5E+07      0            0             5.5E+07      3.81329      0.00547846    5.5E+07      0            0             1.05E+08     221.881       10.8         -0.0820049    10.8         -0.0119519    10.8         -0.0338319    
   5.6E+07      4.83049      0.00451293    5.6E+07      0            0             5.6E+07      4.37809      0.00529164    5.6E+07      0            0             5.6E+07      3.80914      0.00593176    5.6E+07      0            0             1.06E+08     227.127       11.2         -0.0811849    11.2         -0.0177731    11.2         -0.0310251    
   5.7E+07      4.83306      0.00453886    5.7E+07      0            0             5.7E+07      4.37924      0.00465916    5.7E+07      0            0             5.7E+07      3.8119       0.00569067    5.7E+07      0            0             1.07E+08     220.82        11.2         -0.0812143    11.2         -0.0177948    11.2         -0.0310698    
   5.8E+07      4.83242      0.00401573    5.8E+07      0            0             5.8E+07      4.38056      0.00426032    5.8E+07      0            0             5.8E+07      3.81286      0.00505906    5.8E+07      0            0             1.08E+08     224.792       11.6         -0.0803093    11.6         -0.0234745    11.6         -0.0273312    
   5.9E+07      4.8314       0.003696      5.9E+07      0            0             5.9E+07      4.38254      0.0042216     5.9E+07      0            0             5.9E+07      3.81324      0.00451142    5.9E+07      0            0             1.09E+08     229.884       11.6         -0.0802025    11.6         -0.0234864    11.6         -0.0272572    
   6E+07        4.83173      0.00334049    6E+07        0            0             6E+07        4.38323      0.00385471    6E+07        0            0             6E+07        3.81698      0.00539453    6E+07        0            0             1.1E+08      235.381       12           -0.0790296    12           -0.0286842    12           -0.0227843    
   6.1E+07      4.83127      0.00306737    6.1E+07      0            0             6.1E+07      4.38297      0.0035133     6.1E+07      0            0             6.1E+07      3.8158       0.00503287    6.1E+07      0            0             1.11E+08     237.574       12           -0.0789771    12           -0.0287687    12           -0.0226961    
   6.2E+07      4.82969      0.003197      6.2E+07      0            0             6.2E+07      4.3812       0.0036378     6.2E+07      0            0             6.2E+07      3.81131      0.00630309    6.2E+07      0            0             1.12E+08     240.318       12.4         -0.0773831    12.4         -0.0336012    12.4         -0.0174838    
   6.3E+07      4.82989      0.00295765    6.3E+07      0            0             6.3E+07      4.37781      0.00467551    6.3E+07      0            0             6.3E+07      3.81304      0.00604946    6.3E+07      0            0             1.13E+08     244.485       12.4         -0.0774155    12.4         -0.0336425    12.4         -0.0174687    
   6.4E+07      4.82939      0.0027887     6.4E+07      0            0             6.4E+07      4.37954      0.00465013    6.4E+07      0            0             6.4E+07      3.81264      0.00563055    6.4E+07      0            0             1.14E+08     250.065       12.8         -0.0756403    12.8         -0.0381261    12.8         -0.0116233    
   6.5E+07      4.82851      0.00273651    6.5E+07      0            0             6.5E+07      4.37891      0.00438216    6.5E+07      0            0             6.5E+07      3.81341      0.00530768    6.5E+07      0            0             1.15E+08     255.705       12.8         -0.0756356    12.8         -0.0380656    12.8         -0.0116668    
   6.6E+07      4.82776      0.0026665     6.6E+07      0            0             6.6E+07      4.37865      0.00411611    6.6E+07      0            0             6.6E+07      3.81398      0.00500708    6.6E+07      0            0             1.16E+08     245.161       13.2         -0.0736395    13.2         -0.0420555    13.2         -0.00540202   
   6.7E+07      4.82797      0.00251806    6.7E+07      0            0             6.7E+07      4.37879      0.00387617    6.7E+07      0            0             6.7E+07      3.81331      0.00475777    6.7E+07      0            0             1.17E+08     246.978       13.2         -0.0736232    13.2         -0.0420104    13.2         -0.00551339   
   6.8E+07      4.82739      0.0024442     6.8E+07      0            0             6.8E+07      4.37768      0.00381631    6.8E+07      0            0             6.8E+07      3.8127       0.00453243    6.8E+07      0            0             1.18E+08     251.736       13.6         -0.0712738    13.6         -0.0454279    13.6         0.000922095   
   6.9E+07      4.82721      0.00232226    6.9E+07      0            0             6.9E+07      4.37827      0.00366091    6.9E+07      0            0             6.9E+07      3.81424      0.00454705    6.9E+07      0            0             1.19E+08     250.891       13.6         -0.0712515    13.6         -0.0453332    13.6         0.000855079   
   7E+07        4.82673      0.00225615    7E+07        0            0             7E+07        4.37903      0.00355553    7E+07        0            0             7E+07        3.81547      0.00448323    7E+07        0            0             1.2E+08      256.071       14           -0.0686928    14           -0.0480435    14           0.00714308    
   7.1E+07      4.82729      0.00221755    7.1E+07      0            0             7.1E+07      4.37941      0.00340649    7.1E+07      0            0             7.1E+07      3.81579      0.00428148    7.1E+07      0            0             1.21E+08     261.243       14           -0.0687434    14           -0.048126     14           0.0071941     
   7.2E+07      4.8274       0.00211966    7.2E+07      0            0             7.2E+07      4.3798       0.00327446    7.2E+07      0            0             7.2E+07      3.81471      0.00422176    7.2E+07      0            0             1.22E+08     264.835       14.4         -0.0659172    14.4         -0.0500916    14.4         0.0133351     
   7.3E+07      4.82768      0.00204539    7.3E+07      0            0             7.3E+07      4.37997      0.00313629    7.3E+07      0            0             7.3E+07      3.81683      0.00454114    7.3E+07      0            0             1.23E+08     234.901       14.4         -0.0659127    14.4         -0.0501215    14.4         0.013371      
   7.4E+07      4.82786      0.0019679     7.4E+07      0            0             7.4E+07      4.3804       0.00303571    7.4E+07      0            0             7.4E+07      3.81592      0.00444329    7.4E+07      0            0             1.24E+08     239.434       14.8         -0.0628907    14.8         -0.0514774    14.8         0.0189635     
   7.5E+07      4.82858      0.00201866    7.5E+07      0            0             7.5E+07      4.38065      0.00292407    7.5E+07      0            0             7.5E+07      3.81461      0.00445451    7.5E+07      0            0             1.25E+08     243.673       14.8         -0.0628955    14.8         -0.0514441    14.8         0.0189133     
   7.6E+07      4.82884      0.00195745    7.6E+07      0            0             7.6E+07      4.38136      0.00289663    7.6E+07      0            0             7.6E+07      3.81546      0.00436469    7.6E+07      0            0             1.26E+08     247.785       15.2         -0.0596608    15.2         -0.0521422    15.2         0.0241326     
   7.7E+07      4.82902      0.00189339    7.7E+07      0            0             7.7E+07      4.38134      0.0027894     7.7E+07      0            0             7.7E+07      3.81499      0.00422793    7.7E+07      0            0             1.27E+08     252.426       15.2         -0.0596829    15.2         -0.0521299    15.2         0.0240216     
   7.8E+07      4.82939      0.00186125    7.8E+07      0            0             7.8E+07      4.38168      0.00271033    7.8E+07      0            0             7.8E+07      3.81485      0.00407951    7.8E+07      0            0             1.28E+08     246.776       15.6         -0.0562061    15.6         -0.052022     15.6         0.0284133     
   7.9E+07      4.8293       0.00179939    7.9E+07      0            0             7.9E+07      4.38102      0.00269617    7.9E+07      0            0             7.9E+07      3.81486      0.00393888    7.9E+07      0            0             1.29E+08     251.125       15.6         -0.0561747    15.6         -0.0520252    15.6         0.0284626     
   8E+07        4.82904      0.00175817    8E+07        0            0             8E+07        4.38031      0.00269667    8E+07        0            0             8E+07        3.8161       0.00399539    8E+07        0            0             1.3E+08      253.361       16           -0.0526154    16           -0.0511674    16           0.0318728     
   8.1E+07      4.8292       0.0017085     8.1E+07      0            0             8.1E+07      4.38009      0.00261936    8.1E+07      0            0             8.1E+07      3.81716      0.00400559    8.1E+07      0            0             1.31E+08     251.086       16           -0.0525844    16           -0.0511775    16           0.0318683     
   8.2E+07      4.82937      0.0016639     8.2E+07      0            0             8.2E+07      4.37972      0.0025628     8.2E+07      0            0             8.2E+07      3.81819      0.00401002    8.2E+07      0            0             1.32E+08     254.68        16.4         -0.0487253    16.4         -0.0496628    16.4         0.0343454     
   8.3E+07      4.8296       0.00162992    8.3E+07      0            0             8.3E+07      4.37988      0.00248978    8.3E+07      0            0             8.3E+07      3.81661      0.00418682    8.3E+07      0            0             1.33E+08     258.886       16.4         -0.048725     16.4         -0.0496439    16.4         0.0343595     
   8.4E+07      4.82953      0.00158363    8.4E+07      0            0             8.4E+07      4.37946      0.00245024    8.4E+07      0            0             8.4E+07      3.8177       0.00420391    8.4E+07      0            0             1.34E+08     262.991       16.8         -0.0447671    16.8         -0.04751      16.8         0.0358446     
   8.5E+07      4.82927      0.00156038    8.5E+07      0            0             8.5E+07      4.3792       0.00239432    8.5E+07      0            0             8.5E+07      3.81804      0.00409724    8.5E+07      0            0             1.35E+08     267.253       16.8         -0.044732     16.8         -0.047455     16.8         0.0358472     
   8.6E+07      4.82985      0.00162242    8.6E+07      0            0             8.6E+07      4.37976      0.00239217    8.6E+07      0            0             8.6E+07      3.81875      0.00404392    8.6E+07      0            0             1.36E+08     270.674       17.2         -0.0406046    17.2         -0.0446591    17.2         0.0360919     
   8.7E+07      4.82911      0.00173867    8.7E+07      0            0             8.7E+07      4.38019      0.00236571    8.7E+07      0            0             8.7E+07      3.81738      0.00415873    8.7E+07      0            0             1.37E+08     273.253       17.2         -0.040603     17.2         -0.0446341    17.2         0.0360834     
   8.8E+07      4.82923      0.00169685    8.8E+07      0            0             8.8E+07      4.38015      0.0023038     8.8E+07      0            0             8.8E+07      3.81748      0.0040504     8.8E+07      0            0             1.38E+08     277.585       17.6         -0.0362254    17.6         -0.0410894    17.6         0.0352287     
   8.9E+07      4.82876      0.00171636    8.9E+07      0            0             8.9E+07      4.37989      0.00225884    8.9E+07      0            0             8.9E+07      3.81752      0.00394682    8.9E+07      0            0             1.39E+08     280.785       17.6         -0.0362587    17.6         -0.0410845    17.6         0.0352087     
   9E+07        4.82825      0.0017482     9E+07        0            0             9E+07        4.37987      0.00220245    9E+07        0            0             9E+07        3.81692      0.00389422    9E+07        0            0             1.4E+08      283.509       18           -0.0318392    18           -0.03701      18           0.0333178     
   9.1E+07      4.82845      0.00171708    9.1E+07      0            0             9.1E+07      4.37997      0.00215089    9.1E+07      0            0             9.1E+07      3.81755      0.00384979    9.1E+07      0            0             1.41E+08     284.041       18           -0.0318507    18           -0.037027     18           0.0332981     
   9.2E+07      4.82813      0.00170646    9.2E+07      0            0             9.2E+07      4.38045      0.00215113    9.2E+07      0            0             9.2E+07      3.81841      0.0038538     9.2E+07      0            0             1.42E+08     285.387       18.4         -0.0272775    18.4         -0.0324266    18.4         0.0303578     
   9.3E+07      4.82803      0.0016697     9.3E+07      0            0             9.3E+07      4.38063      0.00210901    9.3E+07      0            0             9.3E+07      3.81779      0.00381417    9.3E+07      0            0             1.43E+08     289.471       18.4         -0.0273129    18.4         -0.0324221    18.4         0.0303441     
   9.4E+07      4.82831      0.00165565    9.4E+07      0            0             9.4E+07      4.38067      0.00206144    9.4E+07      0            0             9.4E+07      3.81833      0.00376602    9.4E+07      0            0             1.44E+08     293.321       18.8         -0.0225871    18.8         -0.0273401    18.8         0.0263614     
   9.5E+07      4.82829      0.00161895    9.5E+07      0            0             9.5E+07      4.38048      0.00202397    9.5E+07      0            0             9.5E+07      3.81812      0.00368865    9.5E+07      0            0             1.45E+08     296.016       18.8         -0.0225906    18.8         -0.0273421    18.8         0.0263392     
   9.6E+07      4.82819      0.00158709    9.6E+07      0            0             9.6E+07      4.38035      0.00198411    9.6E+07      0            0             9.6E+07      3.81816      0.00360871    9.6E+07      0            0             1.46E+08     298.893       19.2         -0.017881     19.2         -0.0219084    19.2         0.021571      
   9.7E+07      4.82789      0.00158052    9.7E+07      0            0             9.7E+07      4.38045      0.00194403    9.7E+07      0            0             9.7E+07      3.81808      0.00353277    9.7E+07      0            0             1.47E+08     303.141       19.2         -0.0178619    19.2         -0.0218641    19.2         0.0215453     
   9.8E+07      4.82818      0.00157347    9.8E+07      0            0             9.8E+07      4.38046      0.00190362    9.8E+07      0            0             9.8E+07      3.81882      0.00353474    9.8E+07      0            0             1.48E+08     307.166       19.6         -0.0128692    19.6         -0.0159337    19.6         0.0159091     
   9.9E+07      4.82803      0.00154882    9.9E+07      0            0             9.9E+07      4.38078      0.00189143    9.9E+07      0            0             9.9E+07      3.81825      0.00350709    9.9E+07      0            0             1.49E+08     307.977       19.6         -0.0129634    19.6         -0.0160242    19.6         0.0159947     
   1E+08        4.82816      0.0015239     1E+08        0            0             1E+08        4.38108      0.00187645    1E+08        0            0             1E+08        3.81862      0.00345575    1E+08        0            0             1.5E+08      310.347       20           -0.00724194   20           -0.00893902   20           0.00892878    
   1.01E+08     4.82807      0.00149686    1.01E+08     0            0             1.01E+08     4.38122      0.00184475    1.01E+08     0            0             1.01E+08     3.81815      0.00341983    1.01E+08     0            0             1.51E+08     310.439       
   1.02E+08     4.82822      0.0014756     1.02E+08     0            0             1.02E+08     4.38178      0.00189345    1.02E+08     0            0             1.02E+08     3.8189       0.00343528    1.02E+08     0            0             1.52E+08     312.362       
   1.03E+08     4.82827      0.00144863    1.03E+08     0            0             1.03E+08     4.38177      0.00185777    1.03E+08     0            0             1.03E+08     3.81964      0.00345028    1.03E+08     0            0             1.53E+08     306.165       
