# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --source Linear --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues\n 3 --active 500 --seed 0 --run --bins 150 -f Bins/20mfp-BetterStats/Linear/20mfp.b150.dat , seed = 3678490714
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/Linear/20mfp.b150.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 150, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.79825      0             1E+06        0            0             1E+06        3.72696      0             1E+06        0            0             1E+06        2.33358      0             1E+06        5.18959      0             5.1E+07      0             0            -0.00300041   0            -0.00157457   0            0.000167572   
   2E+06        4.71683      0             2E+06        0            0             2E+06        3.66011      0             2E+06        0            0             2E+06        0.966373     0             2E+06        0            0             5.2E+07      5.50178       0.133333     -0.00395324   0.133333     -0.00205655   0.133333     0.000195003   
   3E+06        4.82023      0             3E+06        0            0             3E+06        3.78954      0             3E+06        0            0             3E+06        1.68804      0             3E+06        1.1338       0             5.3E+07      7.66285       0.133333     -0.00393764   0.133333     -0.00204566   0.133333     0.000224684   
   4E+06        4.77764      0             4E+06        0            0             4E+06        3.73594      0             4E+06        0            0             4E+06        1.6649       0             4E+06        1.14368      0             5.4E+07      13.3049       0.266667     -0.00473298   0.266667     -0.00247783   0.266667     0.000249201   
   5E+06        4.82614      0             5E+06        0            0             5E+06        3.5606       0             5E+06        0            0             5E+06        1.49729      0             5E+06        1.45543      0             5.5E+07      18.7039       0.266667     -0.00473661   0.266667     -0.00246323   0.266667     0.000248287   
   6E+06        4.83121      0             6E+06        0            0             6E+06        3.67235      0             6E+06        0            0             6E+06        1.27422      0             6E+06        1.17241      0             5.6E+07      19.6444       0.4          -0.00547747   0.4          -0.00288096   0.4          0.000265289   
   7E+06        4.81758      0             7E+06        0            0             7E+06        3.24733      0             7E+06        0            0             7E+06        1.75899      0             7E+06        1.19895      0             5.7E+07      25.9288       0.4          -0.00546541   0.4          -0.00287021   0.4          0.000280263   
   8E+06        4.82692      0             8E+06        0            0             8E+06        3.80074      0             8E+06        0            0             8E+06        0.953404     0             8E+06        1.24173      0             5.8E+07      21.1313       0.533333     -0.00620891   0.533333     -0.00324604   0.533333     0.000330665   
   9E+06        4.81195      0             9E+06        0            0             9E+06        3.7376       0             9E+06        0            0             9E+06        1.38392      0             9E+06        0            0             5.9E+07      23.6854       0.533333     -0.00620689   0.533333     -0.0032636    0.533333     0.000334834   
   1E+07        4.81545      0             1E+07        0            0             1E+07        3.90054      0             1E+07        0            0             1E+07        1.41003      0             1E+07        1.47036      0             6E+07        26.9189       0.666667     -0.00693044   0.666667     -0.00362516   0.666667     0.000352355   
