# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --source Linear --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues\n 3 --active 500 --seed 0 --run --bins 120 -f Bins/20mfp-BetterStats/Linear/20mfp.b120.dat , seed = 360607650
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/Linear/20mfp.b120.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 120, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.72264      0             1E+06        0            0             1E+06        4.305        0             1E+06        0            0             1E+06        2.60726      0             1E+06        0.750587     0             5.1E+07      0             0            -0.00390357   0            -0.00454064   0            -0.00303274   
   2E+06        4.27746      0             2E+06        0.186962     0             2E+06        4.27746      0             2E+06        -0.186962    0             2E+06        1.78693      0             2E+06        0            0             5.2E+07      6.75846       0.166667     -0.00540033   0.166667     -0.00630404   0.166667     -0.00426598   
   3E+06        4.85005      0             3E+06        0            0             3E+06        4.1638       0             3E+06        0            0             3E+06        2.87003      0             3E+06        0            0             5.3E+07      12.2808       0.166667     -0.00535394   0.166667     -0.00625912   0.166667     -0.0042258    
   4E+06        4.86022      0             4E+06        0            0             4E+06        4.0011       0             4E+06        0            0             4E+06        2.24657      0             4E+06        0            0             5.4E+07      4.66046       0.333333     -0.00662732   0.333333     -0.00771939   0.333333     -0.0052142    
   5E+06        4.81602      0             5E+06        0            0             5E+06        4.30706      0             5E+06        0            0             5E+06        2.74567      0             5E+06        0            0             5.5E+07      7.15295       0.333333     -0.00662085   0.333333     -0.00772719   0.333333     -0.00516849   
   6E+06        4.831        0             6E+06        0            0             6E+06        4.40292      0             6E+06        0            0             6E+06        2.74906      0             6E+06        0            0             5.6E+07      9.96192       0.5          -0.00781405   0.5          -0.00906709   0.5          -0.00606593   
   7E+06        4.80821      0             7E+06        0            0             7E+06        4.37329      0             7E+06        0            0             7E+06        3.0194       0             7E+06        0            0             5.7E+07      13.1726       0.5          -0.00780595   0.5          -0.00905292   0.5          -0.00603752   
   8E+06        4.77708      0             8E+06        0            0             8E+06        4.22261      0             8E+06        0            0             8E+06        2.38683      0             8E+06        0.514728     0             5.8E+07      14.7486       0.666667     -0.00894317   0.666667     -0.0104022    0.666667     -0.00681505   
   9E+06        4.85186      0             9E+06        0            0             9E+06        3.8763       0             9E+06        0            0             9E+06        3.69367      0             9E+06        0            0             5.9E+07      18.2938       0.666667     -0.00895388   0.666667     -0.0103841    0.666667     -0.00681784   
   1E+07        4.81912      0             1E+07        0            0             1E+07        4.41975      0             1E+07        0            0             1E+07        2.92069      0             1E+07        0            0             6E+07        18.5471       0.833333     -0.010068     0.833333     -0.0116397    0.833333     -0.00751137   
