# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --source Linear --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues\n 3 --active 500 --seed 0 --run --bins 105 -f Bins/20mfp-BetterStats/Linear/20mfp.b105.dat , seed = 909949452
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/Linear/20mfp.b105.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 105, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.86464      0             1E+06        0            0             1E+06        3.81189      0             1E+06        0            0             1E+06        2.73106      0             1E+06        0            0             5.1E+07      0             0            -0.00443723   0            -0.00535541   0            0.00464991    
   2E+06        4.81697      0             2E+06        0            0             2E+06        3.97757      0             2E+06        0            0             2E+06        2.55945      0             2E+06        0            0             5.2E+07      239.436       0.190476     -0.00630788   0.190476     -0.00767024   0.190476     0.00665767    
   3E+06        4.83674      0             3E+06        0            0             3E+06        4.08406      0             3E+06        0            0             3E+06        2.88678      0             3E+06        0            0             5.3E+07      122.288       0.190476     -0.00629623   0.190476     -0.00762817   0.190476     0.00667442    
   4E+06        4.82382      0             4E+06        0            0             4E+06        4.34903      0             4E+06        0            0             4E+06        2.95032      0             4E+06        0            0             5.4E+07      187.219       0.380952     -0.00786643   0.380952     -0.00955839   0.380952     0.0082839     
   5E+06        4.84918      0             5E+06        0            0             5E+06        4.18004      0             5E+06        0            0             5E+06        2.87454      0             5E+06        0            0             5.5E+07      34.549        0.380952     -0.00788222   0.380952     -0.00952582   0.380952     0.00826851    
   6E+06        4.81608      0             6E+06        0            0             6E+06        3.94819      0             6E+06        0            0             6E+06        2.87909      0             6E+06        0            0             5.6E+07      37.7732       0.571429     -0.00937835   0.571429     -0.0113402    0.571429     0.00971815    
   7E+06        4.83587      0             7E+06        0            0             7E+06        4.28233      0             7E+06        0            0             7E+06        3.28545      0             7E+06        0            0             5.7E+07      50.0459       0.571429     -0.00934629   0.571429     -0.011356     0.571429     0.00970811    
   8E+06        4.82939      0             8E+06        0            0             8E+06        4.41806      0             8E+06        0            0             8E+06        3.05713      0             8E+06        0            0             5.8E+07      62.5484       0.761905     -0.0108383    0.761905     -0.0130281    0.761905     0.0109723     
   9E+06        4.84228      0             9E+06        0            0             9E+06        4.25016      0             9E+06        0            0             9E+06        3.09538      0             9E+06        0            0             5.9E+07      34.9405       0.761905     -0.0108401    0.761905     -0.0130456    0.761905     0.0110364     
   1E+07        4.8342       0             1E+07        0            0             1E+07        4.31937      0             1E+07        0            0             1E+07        3.04696      0             1E+07        0            0             6E+07        41.2287       0.952381     -0.0122768    0.952381     -0.0147126    0.952381     0.0121071     
   1.1E+07      4.83905      0             1.1E+07      0            0             1.1E+07      4.38914      0             1.1E+07      0            0             1.1E+07      3.00769      0             1.1E+07      0            0             6.1E+07      47.5073       0.952381     -0.0122694    0.952381     -0.0147073    0.952381     0.0121019     
   1.2E+07      4.82742      0             1.2E+07      0            0             1.2E+07      4.37277      0             1.2E+07      0            0             1.2E+07      2.96922      0             1.2E+07      0            0             6.2E+07      34.5547       1.14286      -0.0136794    1.14286      -0.0163197    1.14286      0.0131059     
   1.3E+07      4.84771      0             1.3E+07      0            0             1.3E+07      4.35311      0             1.3E+07      0            0             1.3E+07      3.26501      0             1.3E+07      0            0             6.3E+07      31.3974       1.14286      -0.0136704    1.14286      -0.0162971    1.14286      0.0131335     
   1.4E+07      4.81803      0             1.4E+07      0            0             1.4E+07      4.39106      0             1.4E+07      0            0             1.4E+07      3.12594      0             1.4E+07      0            0             6.4E+07      35.1019       1.33333      -0.0150898    1.33333      -0.0178673    1.33333      0.0138257     
   1.5E+07      4.82255      0             1.5E+07      0            0             1.5E+07      4.35286      0             1.5E+07      0            0             1.5E+07      3.22659      0             1.5E+07      0            0             6.5E+07      34.2833       1.33333      -0.0150573    1.33333      -0.0178247    1.33333      0.0138499     
   1.6E+07      4.81898      0             1.6E+07      0            0             1.6E+07      4.35484      0             1.6E+07      0            0             1.6E+07      2.99984      0             1.6E+07      0            0             6.6E+07      34.1091       1.52381      -0.0164974    1.52381      -0.0193316    1.52381      0.0144622     
   1.7E+07      4.83121      0             1.7E+07      0            0             1.7E+07      4.37964      0             1.7E+07      0            0             1.7E+07      3.12806      0             1.7E+07      0            0             6.7E+07      37.6885       1.52381      -0.0164734    1.52381      -0.0193008    1.52381      0.014437      
   1.8E+07      4.81332      0             1.8E+07      0            0             1.8E+07      4.3478       0             1.8E+07      0            0             1.8E+07      3.31507      0             1.8E+07      0            0             6.8E+07      41.1334       1.71429      -0.0178118    1.71429      -0.0207031    1.71429      0.0148976     
   1.9E+07      4.81135      0             1.9E+07      0            0             1.9E+07      4.38065      0             1.9E+07      0            0             1.9E+07      3.27215      0             1.9E+07      0            0             6.9E+07      44.4194       1.71429      -0.0178206    1.71429      -0.0207126    1.71429      0.0148713     
   2E+07        4.83652      0             2E+07        0            0             2E+07        4.3615       0             2E+07        0            0             2E+07        3.19385      0             2E+07        0            0             7E+07        47.9534       1.90476      -0.0191206    1.90476      -0.0220164    1.90476      0.015067      
   2.1E+07      4.83987      0             2.1E+07      0            0             2.1E+07      4.36965      0             2.1E+07      0            0             2.1E+07      3.16044      0             2.1E+07      0            0             7.1E+07      50.3666       1.90476      -0.0191594    1.90476      -0.0220497    1.90476      0.0150321     
   2.2E+07      4.8126       0             2.2E+07      0            0             2.2E+07      4.37063      0             2.2E+07      0            0             2.2E+07      3.19343      0             2.2E+07      0            0             7.2E+07      46.29         2.09524      -0.020489     2.09524      -0.0233322    2.09524      0.0151437     
   2.3E+07      4.82764      0             2.3E+07      0            0             2.3E+07      4.38085      0             2.3E+07      0            0             2.3E+07      3.19134      0             2.3E+07      0            0             7.3E+07      49.8861       2.09524      -0.0204646    2.09524      -0.0233276    2.09524      0.0151071     
   2.4E+07      4.80484      0             2.4E+07      0            0             2.4E+07      4.39319      0             2.4E+07      0            0             2.4E+07      3.29172      0             2.4E+07      0            0             7.4E+07      53.586        2.28571      -0.0218171    2.28571      -0.0245547    2.28571      0.0149595     
   2.5E+07      4.83026      0             2.5E+07      0            0             2.5E+07      4.39157      0             2.5E+07      0            0             2.5E+07      3.32057      0             2.5E+07      0            0             7.5E+07      52.1213       2.28571      -0.0217964    2.28571      -0.0245373    2.28571      0.0149536     
