# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --relaxed 0 --width 20 --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues 3 --active\n 500 --seed 0 --run --bins 150 -f Bins/20mfp-BetterStats/20mfp.b150.dat , seed = 1512843658
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/20mfp.b150.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 150, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.80706      0             1E+06        0            0             1E+06        4.22813      0             1E+06        0            0             1E+06        3.8048       0             1E+06        0            0             5.1E+07      0             0.0666667    -0.0110356    0.0666667    0             0.0666667    -0.0217068    0.0666667    0             0.0666667    0.0312816     0.0666667    0             
   2E+06        4.78916      0             2E+06        0            0             2E+06        4.39149      0             2E+06        0            0             2E+06        3.82196      0             2E+06        0            0             5.2E+07      3.81013       0.2          -0.0137938    0.2          0             0.2          -0.0270553    0.2          0             0.2          0.0391817     0.2          0             
   3E+06        4.85982      0             3E+06        0            0             3E+06        4.39803      0             3E+06        0            0             3E+06        3.80825      0             3E+06        0            0             5.3E+07      7.4832        0.333333     -0.0161637    0.333333     0             0.333333     -0.0317498    0.333333     0             0.333333     0.0459327     0.333333     0             
   4E+06        4.81701      0             4E+06        0            0             4E+06        4.35375      0             4E+06        0            0             4E+06        3.83987      0             4E+06        0            0             5.4E+07      12.7313       0.466667     -0.0185255    0.466667     0             0.466667     -0.0362497    0.466667     0             0.466667     0.0523374     0.466667     0             
   5E+06        4.84486      0             5E+06        0            0             5E+06        4.40101      0             5E+06        0            0             5E+06        3.80884      0             5E+06        0            0             5.5E+07      15.9121       0.6          -0.0208273    0.6          0             0.6          -0.0406145    0.6          0             0.6          0.058275      0.6          0             
   6E+06        4.81149      0             6E+06        0            0             6E+06        4.38771      0             6E+06        0            0             6E+06        3.83514      0             6E+06        0            0             5.6E+07      13.9285       0.733333     -0.0230174    0.733333     0             0.733333     -0.0448571    0.733333     0             0.733333     0.0639549     0.733333     0             
   7E+06        4.85676      0             7E+06        0            0             7E+06        4.36619      0             7E+06        0            0             7E+06        3.80643      0             7E+06        0            0             5.7E+07      18.5569       0.866667     -0.0252214    0.866667     0             0.866667     -0.0489038    0.866667     0             0.866667     0.0694714     0.866667     0             
   8E+06        4.83203      0             8E+06        0            0             8E+06        4.38121      0             8E+06        0            0             8E+06        3.81681      0             8E+06        0            0             5.8E+07      19.0826       1            -0.0274502    1            0             1            -0.0529226    1            0             1            0.074564      1            0             
   9E+06        4.83713      0             9E+06        0            0             9E+06        4.37961      0             9E+06        0            0             9E+06        3.79968      0             9E+06        0            0             5.9E+07      23.5714       1.13333      -0.0296468    1.13333      0             1.13333      -0.0568475    1.13333      0             1.13333      0.07955       1.13333      0             
   1E+07        4.83317      0             1E+07        0            0             1E+07        4.372        0             1E+07        0            0             1E+07        3.82237      0             1E+07        0            0             6E+07        25.9307       1.26667      -0.031766     1.26667      0             1.26667      -0.0606845    1.26667      0             1.26667      0.0841196     1.26667      0             
