# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --relaxed 0 --width 20 --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues 3 --active\n 500 --seed 0 --run --bins 25 -f Bins/20mfp-BetterStats/20mfp.b25.dat , seed = 2346160231
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/20mfp.b25.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 25, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.81652      0             1E+06        0            0             1E+06        4.36074      0             1E+06        0            0             1E+06        3.79667      0             1E+06        0            0             5.1E+07      0             0.4          0.042953      0.4          0             0.4          -0.0840546    0.4          0             0.4          0.122444      0.4          0             
   2E+06        4.82622      0             2E+06        0            0             2E+06        4.3521       0             2E+06        0            0             2E+06        3.77277      0             2E+06        0            0             5.2E+07      24.6709       1.2          0.0755136     1.2          0             1.2          -0.144348     1.2          0             1.2          0.202537      1.2          0             
   3E+06        4.83031      0             3E+06        0            0             3E+06        4.37222      0             3E+06        0            0             3E+06        3.78332      0             3E+06        0            0             5.3E+07      5.20715       2            0.105902      2            0             2            -0.195049     2            0             2            0.254506      2            0             
   4E+06        4.82548      0             4E+06        0            0             4E+06        4.37589      0             4E+06        0            0             4E+06        3.80395      0             4E+06        0            0             5.4E+07      9.06435       2.8          0.134654      2.8          0             2.8          -0.234529     2.8          0             2.8          0.274744      2.8          0             
   5E+06        4.84926      0             5E+06        0            0             5E+06        4.34657      0             5E+06        0            0             5E+06        3.7791       0             5E+06        0            0             5.5E+07      13.0595       3.6          0.161611      3.6          0             3.6          -0.261043     3.6          0             3.6          0.260806      3.6          0             
   6E+06        4.82786      0             6E+06        0            0             6E+06        4.37918      0             6E+06        0            0             6E+06        3.78967      0             6E+06        0            0             5.6E+07      15.692        4.4          0.186016      4.4          0             4.4          -0.27288      4.4          0             4.4          0.214605      4.4          0             
   7E+06        4.81667      0             7E+06        0            0             7E+06        4.37271      0             7E+06        0            0             7E+06        3.78214      0             7E+06        0            0             5.7E+07      14.8802       5.2          0.208053      5.2          0             5.2          -0.269843     5.2          0             5.2          0.141895      5.2          0             
   8E+06        4.85781      0             8E+06        0            0             8E+06        4.39254      0             8E+06        0            0             8E+06        3.7874       0             8E+06        0            0             5.8E+07      18.3025       6            0.227313      6            0             6            -0.252334     6            0             6            0.0517514     6            0             
   9E+06        4.82621      0             9E+06        0            0             9E+06        4.36488      0             9E+06        0            0             9E+06        3.77958      0             9E+06        0            0             5.9E+07      22.3423       6.8          0.243475      6.8          0             6.8          -0.220698     6.8          0             6.8          -0.0443543    6.8          0             
   1E+07        4.82849      0             1E+07        0            0             1E+07        4.37362      0             1E+07        0            0             1E+07        3.76677      0             1E+07        0            0             6E+07        26.3037       7.6          0.256181      7.6          0             7.6          -0.17686      7.6          0             7.6          -0.134904     7.6          0             
   1.1E+07      4.8222       0             1.1E+07      0            0             1.1E+07      4.37283      0             1.1E+07      0            0             1.1E+07      3.77116      0             1.1E+07      0            0             6.1E+07      26.1108       8.4          0.265358      8.4          0             8.4          -0.123514     8.4          0             8.4          -0.208898     8.4          0             
   1.2E+07      4.80944      0             1.2E+07      0            0             1.2E+07      4.34729      0             1.2E+07      0            0             1.2E+07      3.78344      0             1.2E+07      0            0             6.2E+07      24.0068       9.2          0.271164      9.2          0             9.2          -0.0631813    9.2          0             9.2          -0.257271     9.2          0             
   1.3E+07      4.83958      0             1.3E+07      0            0             1.3E+07      4.33545      0             1.3E+07      0            0             1.3E+07      3.79938      0             1.3E+07      0            0             6.3E+07      27.7281       10           0.273106      10           0             10           -0.00016523   10           0             10           -0.274239     10           0             
   1.4E+07      4.81783      0             1.4E+07      0            0             1.4E+07      4.35821      0             1.4E+07      0            0             1.4E+07      3.77102      0             1.4E+07      0            0             6.4E+07      30.9429       10.8         0.27125       10.8         0             10.8         0.0633669     10.8         0             10.8         -0.257278     10.8         0             
   1.5E+07      4.83834      0             1.5E+07      0            0             1.5E+07      4.36767      0             1.5E+07      0            0             1.5E+07      3.77099      0             1.5E+07      0            0             6.5E+07      33.7007       11.6         0.265653      11.6         0             11.6         0.123396      11.6         0             11.6         -0.208749     11.6         0             
   1.6E+07      4.82383      0             1.6E+07      0            0             1.6E+07      4.36771      0             1.6E+07      0            0             1.6E+07      3.76352      0             1.6E+07      0            0             6.6E+07      35.0659       12.4         0.256392      12.4         0             12.4         0.176622      12.4         0             12.4         -0.134532     12.4         0             
   1.7E+07      4.81486      0             1.7E+07      0            0             1.7E+07      4.38675      0             1.7E+07      0            0             1.7E+07      3.78794      0             1.7E+07      0            0             6.7E+07      38.9697       13.2         0.243649      13.2         0             13.2         0.220286      13.2         0             13.2         -0.0439476    13.2         0             
   1.8E+07      4.80538      0             1.8E+07      0            0             1.8E+07      4.36901      0             1.8E+07      0            0             1.8E+07      3.79413      0             1.8E+07      0            0             6.8E+07      42.5896       14           0.227705      14           0             14           0.251633      14           0             14           0.0518295     14           0             
   1.9E+07      4.82426      0             1.9E+07      0            0             1.9E+07      4.35898      0             1.9E+07      0            0             1.9E+07      3.76905      0             1.9E+07      0            0             6.9E+07      46.5079       14.8         0.208433      14.8         0             14.8         0.269587      14.8         0             14.8         0.141392      14.8         0             
   2E+07        4.85026      0             2E+07        0            0             2E+07        4.3506       0             2E+07        0            0             2E+07        3.80348      0             2E+07        0            0             7E+07        50.778        15.6         0.186442      15.6         0             15.6         0.272809      15.6         0             15.6         0.213316      15.6         0             
   2.1E+07      4.82573      0             2.1E+07      0            0             2.1E+07      4.35027      0             2.1E+07      0            0             2.1E+07      3.78635      0             2.1E+07      0            0             7.1E+07      54.5862       16.4         0.161775      16.4         0             16.4         0.260893      16.4         0             16.4         0.259442      16.4         0             
   2.2E+07      4.82205      0             2.2E+07      0            0             2.2E+07      4.37045      0             2.2E+07      0            0             2.2E+07      3.79665      0             2.2E+07      0            0             7.2E+07      57.9771       17.2         0.134806      17.2         0             17.2         0.234588      17.2         0             17.2         0.273384      17.2         0             
   2.3E+07      4.82552      0             2.3E+07      0            0             2.3E+07      4.3556       0             2.3E+07      0            0             2.3E+07      3.76228      0             2.3E+07      0            0             7.3E+07      59.9238       18           0.10611       18           0             18           0.195351      18           0             18           0.253381      18           0             
   2.4E+07      4.82135      0             2.4E+07      0            0             2.4E+07      4.36033      0             2.4E+07      0            0             2.4E+07      3.78594      0             2.4E+07      0            0             7.4E+07      64.3049       18.8         0.0756155     18.8         0             18.8         0.144791      18.8         0             18.8         0.201602      18.8         0             
   2.5E+07      4.8224       0             2.5E+07      0            0             2.5E+07      4.36292      0             2.5E+07      0            0             2.5E+07      3.78477      0             2.5E+07      0            0             7.5E+07      63.9131       19.6         0.0430647     19.6         0             19.6         0.0841774     19.6         0             19.6         0.121929      19.6         0             
   2.6E+07      4.8258       0             2.6E+07      0            0             2.6E+07      4.37091      0             2.6E+07      0            0             2.6E+07      3.795        0             2.6E+07      0            0             7.6E+07      66.6149       
   2.7E+07      4.81262      0             2.7E+07      0            0             2.7E+07      4.36381      0             2.7E+07      0            0             2.7E+07      3.77909      0             2.7E+07      0            0             7.7E+07      70.8185       
   2.8E+07      4.82775      0             2.8E+07      0            0             2.8E+07      4.38053      0             2.8E+07      0            0             2.8E+07      3.78265      0             2.8E+07      0            0             7.8E+07      70.9627       
   2.9E+07      4.84067      0             2.9E+07      0            0             2.9E+07      4.36836      0             2.9E+07      0            0             2.9E+07      3.77446      0             2.9E+07      0            0             7.9E+07      75.0904       
   3E+07        4.82568      0             3E+07        0            0             3E+07        4.34644      0             3E+07        0            0             3E+07        3.77143      0             3E+07        0            0             8E+07        77.2406       
   3.1E+07      4.82898      0             3.1E+07      0            0             3.1E+07      4.38355      0             3.1E+07      0            0             3.1E+07      3.77723      0             3.1E+07      0            0             8.1E+07      81.1962       
   3.2E+07      4.82733      0             3.2E+07      0            0             3.2E+07      4.37302      0             3.2E+07      0            0             3.2E+07      3.76474      0             3.2E+07      0            0             8.2E+07      85.2937       
   3.3E+07      4.83772      0             3.3E+07      0            0             3.3E+07      4.33184      0             3.3E+07      0            0             3.3E+07      3.76578      0             3.3E+07      0            0             8.3E+07      87.9437       
   3.4E+07      4.85498      0             3.4E+07      0            0             3.4E+07      4.36261      0             3.4E+07      0            0             3.4E+07      3.76534      0             3.4E+07      0            0             8.4E+07      92.2234       
   3.5E+07      4.78504      0             3.5E+07      0            0             3.5E+07      4.36222      0             3.5E+07      0            0             3.5E+07      3.7895       0             3.5E+07      0            0             8.5E+07      95.0173       
   3.6E+07      4.81576      0             3.6E+07      0            0             3.6E+07      4.3661       0             3.6E+07      0            0             3.6E+07      3.79938      0             3.6E+07      0            0             8.6E+07      97.8236       
   3.7E+07      4.79943      0             3.7E+07      0            0             3.7E+07      4.36969      0             3.7E+07      0            0             3.7E+07      3.77646      0             3.7E+07      0            0             8.7E+07      94.1608       
   3.8E+07      4.79934      0             3.8E+07      0            0             3.8E+07      4.37028      0             3.8E+07      0            0             3.8E+07      3.77197      0             3.8E+07      0            0             8.8E+07      97.5          
   3.9E+07      4.81062      0             3.9E+07      0            0             3.9E+07      4.3762       0             3.9E+07      0            0             3.9E+07      3.79467      0             3.9E+07      0            0             8.9E+07      101.135       
   4E+07        4.8336       0             4E+07        0            0             4E+07        4.39281      0             4E+07        0            0             4E+07        3.79398      0             4E+07        0            0             9E+07        105.181       
   4.1E+07      4.81731      0             4.1E+07      0            0             4.1E+07      4.35217      0             4.1E+07      0            0             4.1E+07      3.79586      0             4.1E+07      0            0             9.1E+07      107.181       
   4.2E+07      4.83467      0             4.2E+07      0            0             4.2E+07      4.3759       0             4.2E+07      0            0             4.2E+07      3.80017      0             4.2E+07      0            0             9.2E+07      110.339       
   4.3E+07      4.82138      0             4.3E+07      0            0             4.3E+07      4.38876      0             4.3E+07      0            0             4.3E+07      3.78884      0             4.3E+07      0            0             9.3E+07      113.734       
   4.4E+07      4.816        0             4.4E+07      0            0             4.4E+07      4.38879      0             4.4E+07      0            0             4.4E+07      3.77376      0             4.4E+07      0            0             9.4E+07      109.084       
   4.5E+07      4.83064      0             4.5E+07      0            0             4.5E+07      4.34819      0             4.5E+07      0            0             4.5E+07      3.78429      0             4.5E+07      0            0             9.5E+07      112.439       
   4.6E+07      4.8334       0             4.6E+07      0            0             4.6E+07      4.36235      0             4.6E+07      0            0             4.6E+07      3.77014      0             4.6E+07      0            0             9.6E+07      114.335       
   4.7E+07      4.82766      0             4.7E+07      0            0             4.7E+07      4.37551      0             4.7E+07      0            0             4.7E+07      3.76222      0             4.7E+07      0            0             9.7E+07      118.015       
   4.8E+07      4.80589      0             4.8E+07      0            0             4.8E+07      4.35735      0             4.8E+07      0            0             4.8E+07      3.77517      0             4.8E+07      0            0             9.8E+07      119.134       
   4.9E+07      4.80702      0             4.9E+07      0            0             4.9E+07      4.37001      0             4.9E+07      0            0             4.9E+07      3.78514      0             4.9E+07      0            0             9.9E+07      112.125       
   5E+07        4.81955      0             5E+07        0            0             5E+07        4.37164      0             5E+07        0            0             5E+07        3.77096      0             5E+07        0            0             1E+08        105.897       
   5.1E+07      4.82749      0             5.1E+07      0            0             5.1E+07      4.36546      0             5.1E+07      0            0             5.1E+07      3.77912      0             5.1E+07      0            0             1.01E+08     109.089       
   5.2E+07      4.81804      0.00667672    5.2E+07      0            0             5.2E+07      4.3585       0.00492327    5.2E+07      0            0             5.2E+07      3.77737      0.00123595    5.2E+07      0            0             1.02E+08     110.771       
   5.3E+07      4.83481      0.0143961     5.3E+07      0            0             5.3E+07      4.36484      0.00613223    5.3E+07      0            0             5.3E+07      3.77492      0.00216085    5.3E+07      0            0             1.03E+08     111.139       
   5.4E+07      4.83425      0.0108081     5.4E+07      0            0             5.4E+07      4.36638      0.00478691    5.4E+07      0            0             5.4E+07      3.77403      0.00179666    5.4E+07      0            0             1.04E+08     111.145       
   5.5E+07      4.83178      0.00892344    5.5E+07      0            0             5.5E+07      4.36504      0.00401304    5.5E+07      0            0             5.5E+07      3.77857      0.0043116     5.5E+07      0            0             1.05E+08     110.657       
   5.6E+07      4.82836      0.00806668    5.6E+07      0            0             5.6E+07      4.36459      0.00336921    5.6E+07      0            0             5.6E+07      3.77881      0.00359992    5.6E+07      0            0             1.06E+08     109.044       
   5.7E+07      4.82358      0.00821062    5.7E+07      0            0             5.7E+07      4.36724      0.00379372    5.7E+07      0            0             5.7E+07      3.778        0.0031757     5.7E+07      0            0             1.07E+08     111.385       
   5.8E+07      4.82197      0.00733934    5.8E+07      0            0             5.8E+07      4.36771      0.00334836    5.8E+07      0            0             5.8E+07      3.77947      0.00309798    5.8E+07      0            0             1.08E+08     112.508       
   5.9E+07      4.82101      0.00658627    5.9E+07      0            0             5.9E+07      4.36756      0.00298       5.9E+07      0            0             5.9E+07      3.77651      0.00391709    5.9E+07      0            0             1.09E+08     115.299       
   6E+07        4.82211      0.00601929    6E+07        0            0             6E+07        4.36854      0.0028402     6E+07        0            0             6E+07        3.77841      0.00396044    6E+07        0            0             1.1E+08      117.976       
   6.1E+07      4.81956      0.00599112    6.1E+07      0            0             6.1E+07      4.36898      0.00261601    6.1E+07      0            0             6.1E+07      3.77754      0.00369498    6.1E+07      0            0             1.11E+08     120.643       
   6.2E+07      4.81656      0.00619785    6.2E+07      0            0             6.2E+07      4.36795      0.00259361    6.2E+07      0            0             6.2E+07      3.77796      0.00341042    6.2E+07      0            0             1.12E+08     123.044       
   6.3E+07      4.81643      0.00572243    6.3E+07      0            0             6.3E+07      4.36806      0.00239638    6.3E+07      0            0             6.3E+07      3.7775       0.00317917    6.3E+07      0            0             1.13E+08     117.596       
   6.4E+07      4.81559      0.00537405    6.4E+07      0            0             6.4E+07      4.36837      0.00224549    6.4E+07      0            0             6.4E+07      3.77835      0.00306328    6.4E+07      0            0             1.14E+08     117.739       
   6.5E+07      4.8166       0.0051095     6.5E+07      0            0             6.5E+07      4.36913      0.00221933    6.5E+07      0            0             6.5E+07      3.77976      0.00316912    6.5E+07      0            0             1.15E+08     119.676       
   6.6E+07      4.81797      0.00497093    6.6E+07      0            0             6.6E+07      4.36982      0.00218744    6.6E+07      0            0             6.6E+07      3.77919      0.00302207    6.6E+07      0            0             1.16E+08     120.457       
   6.7E+07      4.81808      0.00467971    6.7E+07      0            0             6.7E+07      4.36959      0.00207152    6.7E+07      0            0             6.7E+07      3.77998      0.00294547    6.7E+07      0            0             1.17E+08     123.011       
   6.8E+07      4.81854      0.0044419     6.8E+07      0            0             6.8E+07      4.36781      0.00260922    6.8E+07      0            0             6.8E+07      3.78108      0.00298032    6.8E+07      0            0             1.18E+08     119.399       
