# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ../ArnoldiResearch --verbose 2 --relaxed 0 --width 20 --tracks 100000 --inactive 50 --Iterations 10 --eigenvalues 3 --active\n 500 --seed 0 --run --bins 135 -f Bins/20mfp-BetterStats/20mfp.b135.dat , seed = 232854395
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats/20mfp.b135.dat, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 135, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.85458      0             1E+06        0            0             1E+06        4.36591      0             1E+06        0            0             1E+06        3.80096      0             1E+06        0            0             5.1E+07      0             0.0740741    -0.0118375    0.0740741    0             0.0740741    0.0232004     0.0740741    0             0.0740741    0.0337455     0.0740741    0             
   2E+06        4.81385      0             2E+06        0            0             2E+06        4.3685       0             2E+06        0            0             2E+06        3.8247       0             2E+06        0            0             5.2E+07      12.3131       0.222222     -0.0149665    0.222222     0             0.222222     0.0293249     0.222222     0             0.222222     0.0427301     0.222222     0             
   3E+06        4.82316      0             3E+06        0            0             3E+06        4.37403      0             3E+06        0            0             3E+06        3.81213      0             3E+06        0            0             5.3E+07      16.2614       0.37037      -0.0178294    0.37037      0             0.37037      0.0348905     0.37037      0             0.37037      0.0505955     0.37037      0             
   4E+06        4.82088      0             4E+06        0            0             4E+06        4.39455      0             4E+06        0            0             4E+06        3.83833      0             4E+06        0            0             5.4E+07      6.56512       0.518519     -0.020545     0.518519     0             0.518519     0.0400775     0.518519     0             0.518519     0.0580634     0.518519     0             
   5E+06        4.8289       0             5E+06        0            0             5E+06        4.39688      0             5E+06        0            0             5E+06        3.81197      0             5E+06        0            0             5.5E+07      9.91734       0.666667     -0.0231054    0.666667     0             0.666667     0.0451011     0.666667     0             0.666667     0.0648549     0.666667     0             
   6E+06        4.81395      0             6E+06        0            0             6E+06        4.38587      0             6E+06        0            0             6E+06        3.8152       0             6E+06        0            0             5.6E+07      13.9444       0.814815     -0.0257527    0.814815     0             0.814815     0.0499545     0.814815     0             0.814815     0.071468      0.814815     0             
   7E+06        4.83706      0             7E+06        0            0             7E+06        4.37686      0             7E+06        0            0             7E+06        3.83541      0             7E+06        0            0             5.7E+07      18.2236       0.962963     -0.0282885    0.962963     0             0.962963     0.0546832     0.962963     0             0.962963     0.0777122     0.962963     0             
   8E+06        4.83404      0             8E+06        0            0             8E+06        4.37537      0             8E+06        0            0             8E+06        3.82843      0             8E+06        0            0             5.8E+07      20.443        1.11111      -0.0307823    1.11111      0             1.11111      0.0592931     1.11111      0             1.11111      0.0834999     1.11111      0             
   9E+06        4.79944      0             9E+06        0            0             9E+06        4.37856      0             9E+06        0            0             9E+06        3.82419      0             9E+06        0            0             5.9E+07      23.3413       1.25926      -0.0332669    1.25926      0             1.25926      0.063675      1.25926      0             1.25926      0.0888726     1.25926      0             
   1E+07        4.83884      0             1E+07        0            0             1E+07        4.39215      0             1E+07        0            0             1E+07        3.80271      0             1E+07        0            0             6E+07        15.7005       1.40741      -0.0357522    1.40741      0             1.40741      0.0679629     1.40741      0             1.40741      0.0938529     1.40741      0             
   1.1E+07      4.82287      0             1.1E+07      0            0             1.1E+07      4.3851       0             1.1E+07      0            0             1.1E+07      3.8242       0             1.1E+07      0            0             6.1E+07      18.6334       1.55556      -0.0381607    1.55556      0             1.55556      0.0721306     1.55556      0             1.55556      0.0984022     1.55556      0             
   1.2E+07      4.83105      0             1.2E+07      0            0             1.2E+07      4.36538      0             1.2E+07      0            0             1.2E+07      3.82426      0             1.2E+07      0            0             6.2E+07      21.3134       1.7037       -0.0406007    1.7037       0             1.7037       0.0761877     1.7037       0             1.7037       0.102384      1.7037       0             
   1.3E+07      4.82129      0             1.3E+07      0            0             1.3E+07      4.36291      0             1.3E+07      0            0             1.3E+07      3.80883      0             1.3E+07      0            0             6.3E+07      18.7348       1.85185      -0.0428579    1.85185      0             1.85185      0.0800599     1.85185      0             1.85185      0.105932      1.85185      0             
   1.4E+07      4.83384      0             1.4E+07      0            0             1.4E+07      4.39992      0             1.4E+07      0            0             1.4E+07      3.80218      0             1.4E+07      0            0             6.4E+07      20.7753       2            -0.0454283    2            0             2            0.083881      2            0             2            0.109314      2            0             
   1.5E+07      4.84592      0             1.5E+07      0            0             1.5E+07      4.39126      0             1.5E+07      0            0             1.5E+07      3.82858      0             1.5E+07      0            0             6.5E+07      23.485        2.14815      -0.0477213    2.14815      0             2.14815      0.0872714     2.14815      0             2.14815      0.11198       2.14815      0             
   1.6E+07      4.82811      0             1.6E+07      0            0             1.6E+07      4.38698      0             1.6E+07      0            0             1.6E+07      3.83212      0             1.6E+07      0            0             6.6E+07      25.4423       2.2963       -0.0500003    2.2963       0             2.2963       0.0907053     2.2963       0             2.2963       0.114256      2.2963       0             
   1.7E+07      4.8263       0             1.7E+07      0            0             1.7E+07      4.37153      0             1.7E+07      0            0             1.7E+07      3.82097      0             1.7E+07      0            0             6.7E+07      28.1891       2.44444      -0.0523935    2.44444      0             2.44444      0.0938879     2.44444      0             2.44444      0.116184      2.44444      0             
   1.8E+07      4.84196      0             1.8E+07      0            0             1.8E+07      4.39164      0             1.8E+07      0            0             1.8E+07      3.81137      0             1.8E+07      0            0             6.8E+07      30.7545       2.59259      -0.0546932    2.59259      0             2.59259      0.0968729     2.59259      0             2.59259      0.11733       2.59259      0             
   1.9E+07      4.8446       0             1.9E+07      0            0             1.9E+07      4.38157      0             1.9E+07      0            0             1.9E+07      3.81385      0             1.9E+07      0            0             6.9E+07      33.725        2.74074      -0.0567555    2.74074      0             2.74074      0.0997283     2.74074      0             2.74074      0.118063      2.74074      0             
   2E+07        4.85445      0             2E+07        0            0             2E+07        4.38117      0             2E+07        0            0             2E+07        3.82872      0             2E+07        0            0             7E+07        36.23         2.88889      -0.0590877    2.88889      0             2.88889      0.102323      2.88889      0             2.88889      0.118296      2.88889      0             
   2.1E+07      4.83948      0             2.1E+07      0            0             2.1E+07      4.39782      0             2.1E+07      0            0             2.1E+07      3.8315       0             2.1E+07      0            0             7.1E+07      39.3381       3.03704      -0.0613577    3.03704      0             3.03704      0.104846      3.03704      0             3.03704      0.118148      3.03704      0             
   2.2E+07      4.81049      0             2.2E+07      0            0             2.2E+07      4.36722      0             2.2E+07      0            0             2.2E+07      3.80208      0             2.2E+07      0            0             7.2E+07      40.8129       3.18519      -0.063414     3.18519      0             3.18519      0.107018      3.18519      0             3.18519      0.117348      3.18519      0             
   2.3E+07      4.8587       0             2.3E+07      0            0             2.3E+07      4.38743      0             2.3E+07      0            0             2.3E+07      3.82685      0             2.3E+07      0            0             7.3E+07      43.9251       3.33333      -0.0656262    3.33333      0             3.33333      0.109142      3.33333      0             3.33333      0.116049      3.33333      0             
   2.4E+07      4.83397      0             2.4E+07      0            0             2.4E+07      4.39391      0             2.4E+07      0            0             2.4E+07      3.83285      0             2.4E+07      0            0             7.4E+07      47.0498       3.48148      -0.067688     3.48148      0             3.48148      0.110755      3.48148      0             3.48148      0.114292      3.48148      0             
   2.5E+07      4.84521      0             2.5E+07      0            0             2.5E+07      4.38173      0             2.5E+07      0            0             2.5E+07      3.80122      0             2.5E+07      0            0             7.5E+07      50.178        3.62963      -0.0698324    3.62963      0             3.62963      0.112531      3.62963      0             3.62963      0.112063      3.62963      0             
   2.6E+07      4.84154      0             2.6E+07      0            0             2.6E+07      4.39623      0             2.6E+07      0            0             2.6E+07      3.81711      0             2.6E+07      0            0             7.6E+07      53.4389       3.77778      -0.0719285    3.77778      0             3.77778      0.113941      3.77778      0             3.77778      0.10932       3.77778      0             
   2.7E+07      4.84218      0             2.7E+07      0            0             2.7E+07      4.40775      0             2.7E+07      0            0             2.7E+07      3.81052      0             2.7E+07      0            0             7.7E+07      52.4604       3.92593      -0.0738423    3.92593      0             3.92593      0.115109      3.92593      0             3.92593      0.106218      3.92593      0             
   2.8E+07      4.83794      0             2.8E+07      0            0             2.8E+07      4.38594      0             2.8E+07      0            0             2.8E+07      3.83765      0             2.8E+07      0            0             7.8E+07      55.4522       4.07407      -0.0757473    4.07407      0             4.07407      0.116217      4.07407      0             4.07407      0.10248       4.07407      0             
   2.9E+07      4.80796      0             2.9E+07      0            0             2.9E+07      4.37946      0             2.9E+07      0            0             2.9E+07      3.81135      0             2.9E+07      0            0             7.9E+07      58.6799       4.22222      -0.0777585    4.22222      0             4.22222      0.116803      4.22222      0             4.22222      0.0985401     4.22222      0             
   3E+07        4.81753      0             3E+07        0            0             3E+07        4.38267      0             3E+07        0            0             3E+07        3.8037       0             3E+07        0            0             8E+07        61.846        4.37037      -0.0795828    4.37037      0             4.37037      0.117408      4.37037      0             4.37037      0.0940067     4.37037      0             
   3.1E+07      4.81254      0             3.1E+07      0            0             3.1E+07      4.38354      0             3.1E+07      0            0             3.1E+07      3.84171      0             3.1E+07      0            0             8.1E+07      57.1763       4.51852      -0.0814612    4.51852      0             4.51852      0.117655      4.51852      0             4.51852      0.0890224     4.51852      0             
   3.2E+07      4.8189       0             3.2E+07      0            0             3.2E+07      4.39269      0             3.2E+07      0            0             3.2E+07      3.81754      0             3.2E+07      0            0             8.2E+07      58.2707       4.66667      -0.0833676    4.66667      0             4.66667      0.117764      4.66667      0             4.66667      0.0837747     4.66667      0             
   3.3E+07      4.83633      0             3.3E+07      0            0             3.3E+07      4.3966       0             3.3E+07      0            0             3.3E+07      3.8297       0             3.3E+07      0            0             8.3E+07      60.389        4.81481      -0.085119     4.81481      0             4.81481      0.117593      4.81481      0             4.81481      0.0781456     4.81481      0             
   3.4E+07      4.86293      0             3.4E+07      0            0             3.4E+07      4.38375      0             3.4E+07      0            0             3.4E+07      3.82105      0             3.4E+07      0            0             8.4E+07      56.7134       4.96296      -0.086928     4.96296      0             4.96296      0.117317      4.96296      0             4.96296      0.0721061     4.96296      0             
   3.5E+07      4.81787      0             3.5E+07      0            0             3.5E+07      4.39167      0             3.5E+07      0            0             3.5E+07      3.8409       0             3.5E+07      0            0             8.5E+07      59.4042       5.11111      -0.0886012    5.11111      0             5.11111      0.116662      5.11111      0             5.11111      0.0659717     5.11111      0             
   3.6E+07      4.80863      0             3.6E+07      0            0             3.6E+07      4.37195      0             3.6E+07      0            0             3.6E+07      3.79812      0             3.6E+07      0            0             8.6E+07      59.8344       5.25926      -0.0902968    5.25926      0             5.25926      0.115876      5.25926      0             5.25926      0.0591921     5.25926      0             
   3.7E+07      4.84475      0             3.7E+07      0            0             3.7E+07      4.37995      0             3.7E+07      0            0             3.7E+07      3.81962      0             3.7E+07      0            0             8.7E+07      62.0469       5.40741      -0.0919165    5.40741      0             5.40741      0.114878      5.40741      0             5.40741      0.0523987     5.40741      0             
   3.8E+07      4.83292      0             3.8E+07      0            0             3.8E+07      4.38793      0             3.8E+07      0            0             3.8E+07      3.82732      0             3.8E+07      0            0             8.8E+07      63.6095       5.55556      -0.0934254    5.55556      0             5.55556      0.113693      5.55556      0             5.55556      0.0452621     5.55556      0             
   3.9E+07      4.82752      0             3.9E+07      0            0             3.9E+07      4.38215      0             3.9E+07      0            0             3.9E+07      3.83201      0             3.9E+07      0            0             8.9E+07      65.382        5.7037       -0.0950309    5.7037       0             5.7037       0.112312      5.7037       0             5.7037       0.0380824     5.7037       0             
   4E+07        4.82698      0             4E+07        0            0             4E+07        4.37982      0             4E+07        0            0             4E+07        3.83313      0             4E+07        0            0             9E+07        63.6578       5.85185      -0.0964794    5.85185      0             5.85185      0.110659      5.85185      0             5.85185      0.0307377     5.85185      0             
   4.1E+07      4.82048      0             4.1E+07      0            0             4.1E+07      4.39338      0             4.1E+07      0            0             4.1E+07      3.8277       0             4.1E+07      0            0             9.1E+07      62.6737       6            -0.0980636    6            0             6            0.10877       6            0             6            0.0232517     6            0             
   4.2E+07      4.83655      0             4.2E+07      0            0             4.2E+07      4.38322      0             4.2E+07      0            0             4.2E+07      3.81309      0             4.2E+07      0            0             9.2E+07      64.8815       6.14815      -0.0994839    6.14815      0             6.14815      0.1067        6.14815      0             6.14815      0.0155899     6.14815      0             
   4.3E+07      4.82513      0             4.3E+07      0            0             4.3E+07      4.40158      0             4.3E+07      0            0             4.3E+07      3.8205       0             4.3E+07      0            0             9.3E+07      64.1728       6.2963       -0.100812     6.2963       0             6.2963       0.104432      6.2963       0             6.2963       0.00775789    6.2963       0             
   4.4E+07      4.8428       0             4.4E+07      0            0             4.4E+07      4.39549      0             4.4E+07      0            0             4.4E+07      3.81121      0             4.4E+07      0            0             9.4E+07      64.4918       6.44444      -0.102019     6.44444      0             6.44444      0.101879      6.44444      0             6.44444      1.82651E-05   6.44444      0             
   4.5E+07      4.81928      0             4.5E+07      0            0             4.5E+07      4.38503      0             4.5E+07      0            0             4.5E+07      3.81557      0             4.5E+07      0            0             9.5E+07      66.101        6.59259      -0.103244     6.59259      0             6.59259      0.0990802     6.59259      0             6.59259      -0.00776082   6.59259      0             
   4.6E+07      4.84339      0             4.6E+07      0            0             4.6E+07      4.37491      0             4.6E+07      0            0             4.6E+07      3.79322      0             4.6E+07      0            0             9.6E+07      68.047        6.74074      -0.10446      6.74074      0             6.74074      0.0962574     6.74074      0             6.74074      -0.0153777    6.74074      0             
   4.7E+07      4.85087      0             4.7E+07      0            0             4.7E+07      4.41296      0             4.7E+07      0            0             4.7E+07      3.83763      0             4.7E+07      0            0             9.7E+07      69.5571       6.88889      -0.105705     6.88889      0             6.88889      0.0932646     6.88889      0             6.88889      -0.0231042    6.88889      0             
   4.8E+07      4.8416       0             4.8E+07      0            0             4.8E+07      4.38036      0             4.8E+07      0            0             4.8E+07      3.82134      0             4.8E+07      0            0             9.8E+07      71.7698       7.03704      -0.106816     7.03704      0             7.03704      0.0902488     7.03704      0             7.03704      -0.0306152    7.03704      0             
   4.9E+07      4.81947      0             4.9E+07      0            0             4.9E+07      4.39758      0             4.9E+07      0            0             4.9E+07      3.8253       0             4.9E+07      0            0             9.9E+07      73.4634       7.18519      -0.107751     7.18519      0             7.18519      0.0868339     7.18519      0             7.18519      -0.0379681    7.18519      0             
   5E+07        4.81123      0             5E+07        0            0             5E+07        4.39892      0             5E+07        0            0             5E+07        3.80473      0             5E+07        0            0             1E+08        75.5092       7.33333      -0.108807     7.33333      0             7.33333      0.0832294     7.33333      0             7.33333      -0.0453737    7.33333      0             
   5.1E+07      4.82772      0             5.1E+07      0            0             5.1E+07      4.36391      0             5.1E+07      0            0             5.1E+07      3.82244      0             5.1E+07      0            0             1.01E+08     77.7999       7.48148      -0.109881     7.48148      0             7.48148      0.0796262     7.48148      0             7.48148      -0.0523867    7.48148      0             
   5.2E+07      4.83729      0.00676272    5.2E+07      0            0             5.2E+07      4.38055      0.0117691     5.2E+07      0            0             5.2E+07      3.80735      0.0106661     5.2E+07      0            0             1.02E+08     77.0584       7.62963      -0.110696     7.62963      0             7.62963      0.0758362     7.62963      0             7.62963      -0.0591515    7.62963      0             
   5.3E+07      4.84181      0.00582999    5.3E+07      0            0             5.3E+07      4.37588      0.00872429    5.3E+07      0            0             5.3E+07      3.81638      0.0102428     5.3E+07      0            0             1.03E+08     75.5691       7.77778      -0.111491     7.77778      0             7.77778      0.0717177     7.77778      0             7.77778      -0.0655481    7.77778      0             
   5.4E+07      4.83261      0.009091      5.4E+07      0            0             5.4E+07      4.37688      0.00660029    5.4E+07      0            0             5.4E+07      3.81771      0.00776763    5.4E+07      0            0             1.04E+08     75.593        7.92593      -0.112291     7.92593      0             7.92593      0.0675429     7.92593      0             7.92593      -0.0718455    7.92593      0             
   5.5E+07      4.83364      0.00733075    5.5E+07      0            0             5.5E+07      4.37603      0.00533494    5.5E+07      0            0             5.5E+07      3.81991      0.00651846    5.5E+07      0            0             1.05E+08     75.3915       8.07407      -0.112972     8.07407      0             8.07407      0.0632716     8.07407      0             8.07407      -0.0778388    8.07407      0             
   5.6E+07      4.83411      0.00612444    5.6E+07      0            0             5.6E+07      4.3778       0.00472998    5.6E+07      0            0             5.6E+07      3.82173      0.00567866    5.6E+07      0            0             1.06E+08     77.4064       8.22222      -0.113674     8.22222      0             8.22222      0.0589505     8.22222      0             8.22222      -0.0835988    8.22222      0             
   5.7E+07      4.83496      0.00530726    5.7E+07      0            0             5.7E+07      4.37528      0.00467802    5.7E+07      0            0             5.7E+07      3.81659      0.00680697    5.7E+07      0            0             1.07E+08     78.2683       8.37037      -0.114382     8.37037      0             8.37037      0.0544211     8.37037      0             8.37037      -0.0887785    8.37037      0             
   5.8E+07      4.83683      0.00496418    5.8E+07      0            0             5.8E+07      4.37547      0.00409721    5.8E+07      0            0             5.8E+07      3.81643      0.00595792    5.8E+07      0            0             1.08E+08     79.9925       8.51852      -0.114895     8.51852      0             8.51852      0.0498581     8.51852      0             8.51852      -0.0937164    8.51852      0             
   5.9E+07      4.83543      0.00460546    5.9E+07      0            0             5.9E+07      4.37636      0.00373812    5.9E+07      0            0             5.9E+07      3.81815      0.00553903    5.9E+07      0            0             1.09E+08     81.3468       8.66667      -0.115381     8.66667      0             8.66667      0.0451511     8.66667      0             8.66667      -0.0982436    8.66667      0             
   6E+07        4.83152      0.00556663    6E+07        0            0             6E+07        4.37659      0.00337097    6E+07        0            0             6E+07        3.81697      0.00510819    6E+07        0            0             1.1E+08      83.3629       8.81481      -0.11598      8.81481      0             8.81481      0.0402835     8.81481      0             8.81481      -0.102474     8.81481      0             
   6.1E+07      4.83124      0.00506759    6.1E+07      0            0             6.1E+07      4.37761      0.00321724    6.1E+07      0            0             6.1E+07      3.81503      0.00499916    6.1E+07      0            0             1.11E+08     83.5529       8.96296      -0.116416     8.96296      0             8.96296      0.0355197     8.96296      0             8.96296      -0.106048     8.96296      0             
   6.2E+07      4.83198      0.004699      6.2E+07      0            0             6.2E+07      4.37977      0.00360216    6.2E+07      0            0             6.2E+07      3.81591      0.00465834    6.2E+07      0            0             1.12E+08     81.8962       9.11111      -0.116771     9.11111      0             9.11111      0.0306871     9.11111      0             9.11111      -0.109232     9.11111      0             
   6.3E+07      4.82945      0.004971      6.3E+07      0            0             6.3E+07      4.38039      0.00337756    6.3E+07      0            0             6.3E+07      3.81612      0.00430507    6.3E+07      0            0             1.13E+08     78.389        9.25926      -0.117039     9.25926      0             9.25926      0.0255498     9.25926      0             9.25926      -0.112045     9.25926      0             
   6.4E+07      4.83028      0.00468411    6.4E+07      0            0             6.4E+07      4.37998      0.00316118    6.4E+07      0            0             6.4E+07      3.81559      0.00403017    6.4E+07      0            0             1.14E+08     79.7209       9.40741      -0.117263     9.40741      0             9.40741      0.0205059     9.40741      0             9.40741      -0.114322     9.40741      0             
   6.5E+07      4.83016      0.00437331    6.5E+07      0            0             6.5E+07      4.37949      0.00298811    6.5E+07      0            0             6.5E+07      3.81643      0.00384793    6.5E+07      0            0             1.15E+08     81.3788       9.55556      -0.117475     9.55556      0             9.55556      0.0154236     9.55556      0             9.55556      -0.116064     9.55556      0             
   6.6E+07      4.82937      0.0041706     6.6E+07      0            0             6.6E+07      4.37947      0.00280141    6.6E+07      0            0             6.6E+07      3.81755      0.00376666    6.6E+07      0            0             1.16E+08     83.1286       9.7037       -0.11755      9.7037       0             9.7037       0.0104294     9.7037       0             9.7037       -0.117317     9.7037       0             
   6.7E+07      4.8291       0.0039343     6.7E+07      0            0             6.7E+07      4.37965      0.00264208    6.7E+07      0            0             6.7E+07      3.8189       0.00377777    6.7E+07      0            0             1.17E+08     81.2262       9.85185      -0.117615     9.85185      0             9.85185      0.00516583    9.85185      0             9.85185      -0.117966     9.85185      0             
   6.8E+07      4.82953      0.00374008    6.8E+07      0            0             6.8E+07      4.38023      0.00255987    6.8E+07      0            0             6.8E+07      3.81886      0.00356807    6.8E+07      0            0             1.18E+08     82.052        10           -0.117725     10           0             10           0.00021231    10           0             10           -0.118248     10           0             
   6.9E+07      4.8297       0.0035469     6.9E+07      0            0             6.9E+07      4.3812       0.00259936    6.9E+07      0            0             6.9E+07      3.81919      0.00339532    6.9E+07      0            0             1.19E+08     83.5767       10.1481      -0.117582     10.1481      0             10.1481      -0.00498664   10.1481      0             10.1481      -0.118069     10.1481      0             
   7E+07        4.83015      0.00339828    7E+07        0            0             7E+07        4.38056      0.00254691    7E+07        0            0             7E+07        3.81876      0.00325258    7E+07        0            0             1.2E+08      85.1189       10.2963      -0.117569     10.2963      0             10.2963      -0.00990108   10.2963      0             10.2963      -0.117392     10.2963      0             
   7.1E+07      4.83002      0.00323894    7.1E+07      0            0             7.1E+07      4.38138      0.00255658    7.1E+07      0            0             7.1E+07      3.81941      0.00316209    7.1E+07      0            0             1.21E+08     86.1105       10.4444      -0.117336     10.4444      0             10.4444      -0.015098     10.4444      0             10.4444      -0.115897     10.4444      0             
   7.2E+07      4.82936      0.00315784    7.2E+07      0            0             7.2E+07      4.38093      0.00248109    7.2E+07      0            0             7.2E+07      3.81908      0.0030352     7.2E+07      0            0             1.22E+08     87.6994       10.5926      -0.117094     10.5926      0             10.5926      -0.0202776    10.5926      0             10.5926      -0.114217     10.5926      0             
   7.3E+07      4.82923      0.00302333    7.3E+07      0            0             7.3E+07      4.38024      0.00246676    7.3E+07      0            0             7.3E+07      3.81851      0.00295634    7.3E+07      0            0             1.23E+08     88.548        10.7407      -0.116939     10.7407      0             10.7407      -0.0253402    10.7407      0             10.7407      -0.112071     10.7407      0             
