# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 100000 --inactive 50 --source Linear --Iterations\n 10 --active 500 --seed 0 --run --bins 135 -f Bins/20mfp-BetterStats-nyx/Linear/20mfp.b135.dat , seed = 2182222832
# Arguments: source = Linear, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Linear/20mfp.b135.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 135, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8             9            10            11           12           13            14           15           16            17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32            33           34            35           36            37           38           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-      FOM-Arnoldi     -| |-   RAM eigenvector-0  -| |-   RAM eigenvector-1  -| |-   RAM eigenvector-2  -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.79271      0             1E+06        0            0             1E+06        4.79271       1E+06        0             1E+06        3.75824      0             1E+06        0            0             1E+06        3.75824       1E+06        0             1E+06        1.90613      0             1E+06        0.486587     0             1E+06        1.90613       1E+06        0.486587      5.1E+07      0             0            -0.00339433   0            -0.00358527   0            0.000134165   
   2E+06        4.78817      0             2E+06        0            0             2E+06        4.78817       2E+06        0             2E+06        3.95139      0             2E+06        0            0             2E+06        3.95139       2E+06        0             2E+06        1.06131      0             2E+06        0            0             2E+06        1.06131       2E+06        0             5.2E+07      910.231       0.148148     -0.00455308   0.148148     -0.0048726    0.148148     0.000187029   
   3E+06        4.81691      0             3E+06        0            0             3E+06        4.81691       3E+06        0             3E+06        3.92023      0             3E+06        0            0             3E+06        3.92023       3E+06        0             3E+06        0.562368     0             3E+06        0.489718     0             3E+06        0.562368      3E+06        0.489718      5.3E+07      282.358       0.148148     -0.0045422    0.148148     -0.00482265   0.148148     0.000182344   
   4E+06        4.81874      0             4E+06        0            0             4E+06        4.81874       4E+06        0             4E+06        3.73494      0             4E+06        0            0             4E+06        3.73494       4E+06        0             4E+06        1.39652      0             4E+06        1.88769      0             4E+06        1.39652       4E+06        1.88769       5.4E+07      254.988       0.296296     -0.00552324   0.296296     -0.00587375   0.296296     0.000215717   
   5E+06        4.82731      0             5E+06        0            0             5E+06        4.82731       5E+06        0             5E+06        3.82207      0             5E+06        0            0             5E+06        3.82207       5E+06        0             5E+06        1.17075      0             5E+06        0.804438     0             5E+06        1.17075       5E+06        0.804438      5.5E+07      325.618       0.296296     -0.0055055    0.296296     -0.0058626    0.296296     0.00024843    
   6E+06        4.81718      0             6E+06        0            0             6E+06        4.81718       6E+06        0             6E+06        3.81677      0             6E+06        0            0             6E+06        3.81677       6E+06        0             6E+06        1.15318      0             6E+06        0.619828     0             6E+06        1.15318       6E+06        0.619828      5.6E+07      129.834       0.444444     -0.00644168   0.444444     -0.00684985   0.444444     0.000240519   
   7E+06        4.83257      0             7E+06        0            0             7E+06        4.83257       7E+06        0             7E+06        3.71332      0             7E+06        0            0             7E+06        3.71332       7E+06        0             7E+06        0.995519     0             7E+06        1.66293      0             7E+06        0.995519      7E+06        1.66293       5.7E+07      149.089       0.444444     -0.00643055   0.444444     -0.00682806   0.444444     0.000284722   
   8E+06        4.83661      0             8E+06        0            0             8E+06        4.83661       8E+06        0             8E+06        3.79407      0             8E+06        0            0             8E+06        3.79407       8E+06        0             8E+06        0.808347     0             8E+06        0            0             8E+06        0.808347      8E+06        0             5.8E+07      123.48        0.592593     -0.00733817   0.592593     -0.00779169   0.592593     0.000292438   
   9E+06        4.82913      0             9E+06        0            0             9E+06        4.82913       9E+06        0             9E+06        3.76173      0             9E+06        0            0             9E+06        3.76173       9E+06        0             9E+06        1.56536      0             9E+06        0            0             9E+06        1.56536       9E+06        0             5.9E+07      146.213       0.592593     -0.00732761   0.592593     -0.00777594   0.592593     0.000317278   
   1E+07        4.81164      0             1E+07        0            0             1E+07        4.81164       1E+07        0             1E+07        3.63096      0             1E+07        0            0             1E+07        3.63096       1E+07        0             1E+07        1.54885      0             1E+07        1.12257      0             1E+07        1.54885       1E+07        1.12257       6E+07        174.686       0.740741     -0.00822896   0.740741     -0.00870133   0.740741     0.000280948   
   1.1E+07      4.83922      0             1.1E+07      0            0             1.1E+07      4.83922       1.1E+07      0             1.1E+07      3.76352      0             1.1E+07      0            0             1.1E+07      3.76352       1.1E+07      0             1.1E+07      1.75946      0             1.1E+07      0.699708     0             1.1E+07      1.75946       1.1E+07      0.699708      6.1E+07      182.266       0.740741     -0.0082197    0.740741     -0.00868781   0.740741     0.000305342   
   1.2E+07      4.82377      0             1.2E+07      0            0             1.2E+07      4.82377       1.2E+07      0             1.2E+07      3.7247       0             1.2E+07      0            0             1.2E+07      3.7247        1.2E+07      0             1.2E+07      0.755506     0             1.2E+07      0.436807     0             1.2E+07      0.755506      1.2E+07      0.436807      6.2E+07      190.289       0.888889     -0.00906864   0.888889     -0.00958001   0.888889     0.000353383   
   1.3E+07      4.84549      0             1.3E+07      0            0             1.3E+07      4.84549       1.3E+07      0             1.3E+07      3.77926      0             1.3E+07      0            0             1.3E+07      3.77926       1.3E+07      0             1.3E+07      1.74307      0             1.3E+07      1.19052      0             1.3E+07      1.74307       1.3E+07      1.19052       6.3E+07      215.004       0.888889     -0.00906488   0.888889     -0.0095591    0.888889     0.000356429   
   1.4E+07      4.82697      0             1.4E+07      0            0             1.4E+07      4.82697       1.4E+07      0             1.4E+07      3.88869      0             1.4E+07      0            0             1.4E+07      3.88869       1.4E+07      0             1.4E+07      1.82093      0             1.4E+07      0            0             1.4E+07      1.82093       1.4E+07      0             6.4E+07      175.796       1.03704      -0.00992738   1.03704      -0.0104387    1.03704      0.000350036   
   1.5E+07      4.83111      0             1.5E+07      0            0             1.5E+07      4.83111       1.5E+07      0             1.5E+07      3.65078      0             1.5E+07      0            0             1.5E+07      3.65078       1.5E+07      0             1.5E+07      1.74004      0             1.5E+07      1.34963      0             1.5E+07      1.74004       1.5E+07      1.34963       6.5E+07      194.931       1.03704      -0.00993652   1.03704      -0.0104265    1.03704      0.000361514   
   1.6E+07      4.78913      0             1.6E+07      0            0             1.6E+07      4.78913       1.6E+07      0             1.6E+07      3.68722      0             1.6E+07      0            0             1.6E+07      3.68722       1.6E+07      0             1.6E+07      2.44474      0             1.6E+07      0            0             1.6E+07      2.44474       1.6E+07      0             6.6E+07      149.319       1.18519      -0.0107655    1.18519      -0.0112531    1.18519      0.000348037   
   1.7E+07      4.81935      0             1.7E+07      0            0             1.7E+07      4.81935       1.7E+07      0             1.7E+07      3.83167      0             1.7E+07      0            0             1.7E+07      3.83167       1.7E+07      0             1.7E+07      1.85494      0             1.7E+07      0            0             1.7E+07      1.85494       1.7E+07      0             6.7E+07      151.472       1.18519      -0.0107553    1.18519      -0.01124      1.18519      0.000402143   
   1.8E+07      4.81228      0             1.8E+07      0            0             1.8E+07      4.81228       1.8E+07      0             1.8E+07      3.91617      0             1.8E+07      0            0             1.8E+07      3.91617       1.8E+07      0             1.8E+07      1.45591      0             1.8E+07      1.35969      0             1.8E+07      1.45591       1.8E+07      1.35969       6.8E+07      134.549       1.33333      -0.0116177    1.33333      -0.0120972    1.33333      0.000362239   
   1.9E+07      4.83398      0             1.9E+07      0            0             1.9E+07      4.83398       1.9E+07      0             1.9E+07      3.98912      0             1.9E+07      0            0             1.9E+07      3.98912       1.9E+07      0             1.9E+07      2.95605      0             1.9E+07      0            0             1.9E+07      2.95605       1.9E+07      0             6.9E+07      137.668       1.33333      -0.011624     1.33333      -0.0120857    1.33333      0.000387927   
   2E+07        4.75594      0             2E+07        0            0             2E+07        4.75594       2E+07        0             2E+07        3.70134      0             2E+07        0            0             2E+07        3.70134       2E+07        0             2E+07        1.30079      0             2E+07        1.94258      0             2E+07        1.30079       2E+07        1.94258       7E+07        120.828       1.48148      -0.0124525    1.48148      -0.0128763    1.48148      0.000389121   
   2.1E+07      4.79153      0             2.1E+07      0            0             2.1E+07      4.79153       2.1E+07      0             2.1E+07      3.77239      0             2.1E+07      0            0             2.1E+07      3.77239       2.1E+07      0             2.1E+07      3.10152      0             2.1E+07      0            0             2.1E+07      3.10152       2.1E+07      0             7.1E+07      121.545       1.48148      -0.012435     1.48148      -0.0128667    1.48148      0.000425191   
   2.2E+07      4.8339       0             2.2E+07      0            0             2.2E+07      4.8339        2.2E+07      0             2.2E+07      3.85184      0             2.2E+07      0            0             2.2E+07      3.85184       2.2E+07      0             2.2E+07      1.57432      0             2.2E+07      0.857137     0             2.2E+07      1.57432       2.2E+07      0.857137      7.2E+07      130.988       1.62963      -0.013278     1.62963      -0.0136213    1.62963      0.00034547    
   2.3E+07      4.81372      0             2.3E+07      0            0             2.3E+07      4.81372       2.3E+07      0             2.3E+07      3.86639      0             2.3E+07      0            0             2.3E+07      3.86639       2.3E+07      0             2.3E+07      1.17008      0             2.3E+07      0            0             2.3E+07      1.17008       2.3E+07      0             7.3E+07      140.505       1.62963      -0.0132518    1.62963      -0.0136484    1.62963      0.000351427   
   2.4E+07      4.8335       0             2.4E+07      0            0             2.4E+07      4.8335        2.4E+07      0             2.4E+07      4.08628      0             2.4E+07      0            0             2.4E+07      4.08628       2.4E+07      0             2.4E+07      1.65364      0             2.4E+07      0            0             2.4E+07      1.65364       2.4E+07      0             7.4E+07      130.367       1.77778      -0.0140685    1.77778      -0.0143639    1.77778      0.000426496   
   2.5E+07      4.83128      0             2.5E+07      0            0             2.5E+07      4.83128       2.5E+07      0             2.5E+07      3.76016      0             2.5E+07      0            0             2.5E+07      3.76016       2.5E+07      0             2.5E+07      1.10786      0             2.5E+07      1.06819      0             2.5E+07      1.10786       2.5E+07      1.06819       7.5E+07      139.239       1.77778      -0.0140689    1.77778      -0.014377     1.77778      0.000394206   
   2.6E+07      4.83334      0             2.6E+07      0            0             2.6E+07      4.83334       2.6E+07      0             2.6E+07      3.70671      0             2.6E+07      0            0             2.6E+07      3.70671       2.6E+07      0             2.6E+07      2.43188      0             2.6E+07      0            0             2.6E+07      2.43188       2.6E+07      0             7.6E+07      136.28        1.92593      -0.0148914    1.92593      -0.0150726    1.92593      0.000342435   
   2.7E+07      4.84213      0             2.7E+07      0            0             2.7E+07      4.84213       2.7E+07      0             2.7E+07      4.21266      0             2.7E+07      0            0             2.7E+07      4.21266       2.7E+07      0             2.7E+07      3.08749      0             2.7E+07      0            0             2.7E+07      3.08749       2.7E+07      0             7.7E+07      118.507       1.92593      -0.0148831    1.92593      -0.0150902    1.92593      0.000359405   
