# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 13:06:49 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v --histories 5000 -f W-20.I53.H5000.B50.dat -M W-20.I53.H5000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   10           0.99147      0.010717      4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083113     4            0.0089019     4            0.0094887     4            0.0095132     4            0.010015      4            0.012365      4            0.013401      4            0.015817      4            0.014717      4            0.02          4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083051     4            0.0083053     4            0.0083097     4            0.0083169     4            0.0083122     4            0.0083285     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049     4            0.0083049    
   11           0.99146      0.010329      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012757      4.4          0.013224      4.4          0.013689      4.4          0.013981      4.4          0.014517      4.4          0.016448      4.4          0.0182        4.4          0.017569      4.4          0.018413      4.4          0.02          4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012714      4.4          0.012718      4.4          0.012719      4.4          0.012715      4.4          0.012702      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713      4.4          0.012713     
   12           0.99147      0.0099802     4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.016674      4.8          0.017135      4.8          0.017393      4.8          0.018053      4.8          0.01864       4.8          0.020497      4.8          0.022452      4.8          0.020216      4.8          0.021942      4.8          0.02          4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.016611      4.8          0.016612      4.8          0.016615      4.8          0.016603      4.8          0.016574      4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661       4.8          0.01661      
   13           0.99147      0.0096631     5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016279      5.2          0.016659      5.2          0.016995      5.2          0.017534      5.2          0.018683      5.2          0.019314      5.2          0.021248      5.2          0.020881      5.2          0.016417      5.2          0.02          5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016259      5.2          0.016262      5.2          0.01625       5.2          0.016243      5.2          0.016235      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258      5.2          0.016258     
   14           0.99146      0.0093737     5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024834      5.6          0.02518       5.6          0.025622      5.6          0.026181      5.6          0.02733       5.6          0.028926      5.6          0.027573      5.6          0.027501      5.6          0.02598       5.6          0.02          5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024856      5.6          0.024856      5.6          0.024853      5.6          0.024823      5.6          0.024856      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855      5.6          0.024855     
   15           0.99146      0.0091083     6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029306      6            0.029502      6            0.029938      6            0.030575      6            0.031213      6            0.032559      6            0.031182      6            0.029707      6            0.028466      6            0.02          6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.02931       6            0.029311      6            0.029311      6            0.029299      6            0.029301      6            0.029275      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311      6            0.029311     
   16           0.99146      0.0088639     6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026673      6.4          0.026973      6.4          0.027344      6.4          0.027985      6.4          0.028714      6.4          0.028749      6.4          0.028499      6.4          0.027992      6.4          0.019223      6.4          0.02          6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026714      6.4          0.026718      6.4          0.026699      6.4          0.026677      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718      6.4          0.026718     
   17           0.99146      0.0086379     6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030644      6.8          0.03086       6.8          0.031348      6.8          0.031844      6.8          0.032368      6.8          0.031698      6.8          0.032909      6.8          0.027267      6.8          0.023409      6.8          0.02          6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030717      6.8          0.030716      6.8          0.030714      6.8          0.030711      6.8          0.030711      6.8          0.030665      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718      6.8          0.030718     
   18           0.99146      0.0084281     7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033269      7.2          0.033525      7.2          0.033936      7.2          0.034325      7.2          0.034364      7.2          0.034661      7.2          0.032746      7.2          0.028986      7.2          0.020634      7.2          0.02          7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.03338       7.2          0.033379      7.2          0.033377      7.2          0.03337       7.2          0.033373      7.2          0.033342      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381      7.2          0.033381     
   19           0.99146      0.0082328     7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039592      7.6          0.03986       7.6          0.040202      7.6          0.040393      7.6          0.040267      7.6          0.040006      7.6          0.037737      7.6          0.031497      7.6          0.028535      7.6          0.02          7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039723      7.6          0.039719      7.6          0.039714      7.6          0.03971       7.6          0.039695      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724      7.6          0.039724     
   20           0.99146      0.0080502     8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038888      8            0.039141      8            0.039499      8            0.039343      8            0.039344      8            0.038664      8            0.035135      8            0.031374      8            0.023753      8            0.02          8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038983      8            0.038978      8            0.038974      8            0.038957      8            0.038942      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984      8            0.038984     
   21           0.99146      0.0078792     8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039013      8.4          0.03933       8.4          0.039406      8.4          0.039468      8.4          0.039449      8.4          0.037845      8.4          0.035288      8.4          0.029768      8.4          0.022473      8.4          0.02          8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039056      8.4          0.039052      8.4          0.039042      8.4          0.039035      8.4          0.038972      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057      8.4          0.039057     
