# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 13:06:49 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v --histories 5000 -f W-20.I53.H5000.B50.dat -M W-20.I53.H5000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   0            0.95673      0             0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            0.00018354    0            0.00028622    0            0.00033403    0            0.00037673    0            0.00031063    0            0.00039983    0            0.0014424     0            0.00274       0            0.0052517     0            0.02          0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.4342E-05    0            4.4367E-05    0            4.4354E-05    0            4.4615E-05    0            4.1227E-05    0            3.9665E-05    0            6.3865E-05    0            8.7854E-05    0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05     0            4.434E-05    
   1            0.97546      0.0093616     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0048963     0.4          0.0051764     0.4          0.0052263     0.4          0.0052433     0.4          0.0051868     0.4          0.0050886     0.4          0.0068084     0.4          0.0061333     0.4          0.016731      0.4          0.02          0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047539     0.4          0.004753      0.4          0.0047516     0.4          0.0047468     0.4          0.0047658     0.4          0.0048324     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537     0.4          0.0047537    
   2            0.99003      0.01363       0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          7.2407E-05    0.8          0.00030644    0.8          0.00055687    0.8          0.0004547     0.8          0.00036508    0.8          0.0014178     0.8          0.00082948    0.8          0.0067426     0.8          0.014658      0.8          0.02          0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.357E-05    0.8          -9.3576E-05   0.8          -9.3511E-05   0.8          -9.3508E-05   0.8          -9.3974E-05   0.8          -9.5938E-05   0.8          -9.8209E-05   0.8          -8.2578E-05   0.8          -2.5254E-06   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05   0.8          -9.3571E-05  
   3            0.99238      0.014219      1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0027854     1.2          0.0030115     1.2          0.0032255     1.2          0.0031162     1.2          0.003285      1.2          0.003266      1.2          0.0041234     1.2          0.010745      1.2          0.019871      1.2          0.02          1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025516     1.2          0.002551      1.2          0.0025509     1.2          0.002546      1.2          0.0025892     1.2          0.0026342     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515     1.2          0.0025515    
   4            0.99267      0.013899      1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00052246    1.6          0.0010079     1.6          0.0010812     1.6          0.0011326     1.6          0.0011748     1.6          0.00086002    1.6          0.0035043     1.6          0.011765      1.6          0.017059      1.6          0.02          1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030569    1.6          0.00030568    1.6          0.00030561    1.6          0.00030585    1.6          0.00030533    1.6          0.00031258    1.6          0.00033851    1.6          0.00040442    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568    1.6          0.00030568   
   5            0.99222      0.013307      2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0048791     2            0.0053501     2            0.0054792     2            0.0055604     2            0.0053244     2            0.005267      2            0.0083824     2            0.015641      2            0.019224      2            0.02          2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046653     2            0.0046653     2            0.0046689     2            0.0046714     2            0.0047157     2            0.0047493     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655     2            0.0046655    
   6            0.99205      0.012699      2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0081416     2.4          0.0086547     2.4          0.0090079     2.4          0.0091138     2.4          0.0087007     2.4          0.0093069     2.4          0.012801      2.4          0.017967      2.4          0.023134      2.4          0.02          2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079579     2.4          0.0079579     2.4          0.0079645     2.4          0.0079743     2.4          0.0079901     2.4          0.0080589     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581     2.4          0.0079581    
   7            0.99206      0.012139      2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0067293     2.8          0.0071267     2.8          0.0076764     2.8          0.0074935     2.8          0.0075255     2.8          0.0082591     2.8          0.011377      2.8          0.018265      2.8          0.017305      2.8          0.02          2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065381     2.8          0.0065442     2.8          0.006556      2.8          0.0065671     2.8          0.0065839     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375     2.8          0.0065375    
   8            0.99196      0.011626      3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0096342     3.2          0.010377      3.2          0.010568      3.2          0.010799      3.2          0.010581      3.2          0.011967      3.2          0.015414      3.2          0.018377      3.2          0.021222      3.2          0.02          3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095884     3.2          0.0095884     3.2          0.0095899     3.2          0.0095952     3.2          0.0095999     3.2          0.0096252     3.2          0.0096246     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885     3.2          0.0095885    
   9            0.99159      0.011148      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010092      3.6          0.01074       3.6          0.011111      3.6          0.01109       3.6          0.011639      3.6          0.012772      3.6          0.016668      3.6          0.017465      3.6          0.021084      3.6          0.02          3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010057      3.6          0.010058      3.6          0.010062      3.6          0.010064      3.6          0.010098      3.6          0.010062      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056      3.6          0.010056     
