# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 13:11:14 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v --histories 10000 -f W-20.I53.H10000.B50.dat -M W-20.I53.H10000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   10           0.99044      0.0093871     4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.01061       4            0.011075      4            0.011576      4            0.011391      4            0.011998      4            0.013931      4            0.017069      4            0.019409      4            0.018338      4            0.02          4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.010497      4            0.010496      4            0.010532      4            0.010556      4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105        4            0.0105       
   11           0.99038      0.0091019     4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014672      4.4          0.014983      4.4          0.015444      4.4          0.015492      4.4          0.016148      4.4          0.018698      4.4          0.021066      4.4          0.021855      4.4          0.021731      4.4          0.02          4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014478      4.4          0.014477      4.4          0.014477      4.4          0.014486      4.4          0.014499      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479      4.4          0.014479     
   12           0.99036      0.0088363     4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017558      4.8          0.017867      4.8          0.018069      4.8          0.018457      4.8          0.019338      4.8          0.021577      4.8          0.023008      4.8          0.023102      4.8          0.022443      4.8          0.02          4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017365      4.8          0.017364      4.8          0.017361      4.8          0.017357      4.8          0.017377      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366      4.8          0.017366     
   13           0.99036      0.0085895     5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019299      5.2          0.019601      5.2          0.019697      5.2          0.020452      5.2          0.021797      5.2          0.023606      5.2          0.02493       5.2          0.024311      5.2          0.022408      5.2          0.02          5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019116      5.2          0.019115      5.2          0.019112      5.2          0.019097      5.2          0.019137      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117      5.2          0.019117     
   14           0.99036      0.0083602     5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020742      5.6          0.02086       5.6          0.021204      5.6          0.021982      5.6          0.023614      5.6          0.025195      5.6          0.025454      5.6          0.024926      5.6          0.021325      5.6          0.02          5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020546      5.6          0.02054       5.6          0.020524      5.6          0.020554      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547      5.6          0.020547     
   15           0.99036      0.0081469     6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022889      6            0.022918      6            0.023364      6            0.024298      6            0.025832      6            0.027122      6            0.027138      6            0.025945      6            0.023699      6            0.02          6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022737      6            0.022716      6            0.022775      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743      6            0.022743     
   16           0.99036      0.007948      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024144      6.4          0.024171      6.4          0.024815      6.4          0.026043      6.4          0.02723       6.4          0.028434      6.4          0.028352      6.4          0.02609       6.4          0.024761      6.4          0.02          6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024028      6.4          0.024027      6.4          0.024022      6.4          0.024022      6.4          0.024029      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027      6.4          0.024027     
   17           0.99036      0.0077622     6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021909      6.8          0.022083      6.8          0.022814      6.8          0.02398       6.8          0.025028      6.8          0.025736      6.8          0.025454      6.8          0.02372       6.8          0.019483      6.8          0.02          6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.0219        6.8          0.0219        6.8          0.0219        6.8          0.021898      6.8          0.021896      6.8          0.021939      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899      6.8          0.021899     
   18           0.99036      0.0075883     7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022883      7.2          0.022967      7.2          0.024214      7.2          0.025032      7.2          0.026102      7.2          0.026301      7.2          0.025965      7.2          0.02353       7.2          0.020454      7.2          0.02          7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022874      7.2          0.022873      7.2          0.022879      7.2          0.022893      7.2          0.022869      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873      7.2          0.022873     
   19           0.99036      0.007425      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025787      7.6          0.026177      7.6          0.027191      7.6          0.028307      7.6          0.028734      7.6          0.029132      7.6          0.027666      7.6          0.02512       7.6          0.022916      7.6          0.02          7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025901      7.6          0.025903      7.6          0.025928      7.6          0.025886      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899      7.6          0.025899     
   20           0.99036      0.0072715     8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027409      8            0.027816      8            0.028885      8            0.029686      8            0.030023      8            0.030023      8            0.028332      8            0.0258        8            0.024064      8            0.02          8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027548      8            0.027551      8            0.027571      8            0.027523      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546      8            0.027546     
   21           0.99036      0.0071268     8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026131      8.4          0.02643       8.4          0.027722      8.4          0.028182      8.4          0.028574      8.4          0.027762      8.4          0.026244      8.4          0.024348      8.4          0.020914      8.4          0.02          8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026209      8.4          0.026217      8.4          0.026206      8.4          0.026164      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208      8.4          0.026208     
