# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 13:03:00 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v -f W-20.I53.H1000.B50.dat -M W-20.I53.H1000.B50.Movie -r
# 
# =============================================================================
# 
#    1            2              3            4              5            6              7            8              9            10             11           12             13           14             15           16             17           18             19           20             21           22             23           24             25           26             27           28             29           30             31           32             33           34             35           36             37           38             39           40             41           42             43           44            45           46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105         
# |---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||--------------Eigenvalue--------------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.03905       8            0.038841      8            0.038547      8            0.037005      8            0.035415      8            0.033242      8            0.028015      8            0.024101      8            0.025114      8            0.02          8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      20           0.96176      0.0013512     8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039124      8            0.03912       8            0.039116      8            0.039121      8            0.03902       8            0.038993      8            0.039031      8            0.039019      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125      8            0.039125     
   8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.033776      8.4          0.033654      8.4          0.033298      8.4          0.030927      8.4          0.028227      8.4          0.024705      8.4          0.015507      8.4          0.0121        8.4          0.02          8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       21           0.96176      0.0013295     8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.033949      8.4          0.033946      8.4          0.033942      8.4          0.033918      8.4          0.033853      8.4          0.033822      8.4          0.033855      8.4          0.033873      8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395       8.4          0.03395      
   8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036117      8.8          0.036305      8.8          0.036286      8.8          0.034884      8.8          0.033472      8.8          0.032244      8.8          0.028865      8.8          0.021961      8.8          0.019941      8.8          0.02          8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      22           0.96176      0.0013086     8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.03603       8.8          0.036031      8.8          0.036014      8.8          0.036018      8.8          0.036036      8.8          0.036155      8.8          0.036156      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031      8.8          0.036031     
   9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039754      9.2          0.039831      9.2          0.039893      9.2          0.038904      9.2          0.037512      9.2          0.03504       9.2          0.032743      9.2          0.026206      9.2          0.025262      9.2          0.02          9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      23           0.96176      0.0012885     9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039576      9.2          0.039575      9.2          0.039571      9.2          0.039553      9.2          0.039574      9.2          0.039633      9.2          0.03963       9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575      9.2          0.039575     
   9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035873      9.6          0.03602       9.6          0.036026      9.6          0.035445      9.6          0.033421      9.6          0.033217      9.6          0.028269      9.6          0.027443      9.6          0.019358      9.6          0.02          9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      24           0.96176      0.0012691     9.6          0.035668      9.6          0.035668      9.6          0.035667      9.6          0.035667      9.6          0.035667      9.6          0.035668      9.6          0.035673      9.6          0.035652      9.6          0.035669      9.6          0.035721      9.6          0.035734      9.6          0.035739      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668      9.6          0.035668     
   10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.041133      10           0.041449      10           0.041125      10           0.04047       10           0.039851      10           0.036712      10           0.036565      10           0.031674      10           0.028616      10           0.02          10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      25           0.96176      0.0012504     10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040944      10           0.040955      10           0.040953      10           0.040972      10           0.041024      10           0.041059      10           0.041047      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943      10           0.040943     
   10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035996      10.4         0.036115      10.4         0.036226      10.4         0.035273      10.4         0.033829      10.4         0.033449      10.4         0.029412      10.4         0.026825      10.4         0.020311      10.4         0.02          10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      26           0.96176      0.0012325     10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035608      10.4         0.035619      10.4         0.035625      10.4         0.035748      10.4         0.03574       10.4         0.035813      10.4         0.035802      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606      10.4         0.035606     
   10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031769      10.8         0.032025      10.8         0.032066      10.8         0.031892      10.8         0.031374      10.8         0.031004      10.8         0.030197      10.8         0.023357      10.8         0.018888      10.8         0.02          10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      27           0.96176      0.0012152     10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031414      10.8         0.031414      10.8         0.031415      10.8         0.031426      10.8         0.03145       10.8         0.031537      10.8         0.031571      10.8         0.031592      10.8         0.031652      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413      10.8         0.031413     
   11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.03564       11.2         0.03573       11.2         0.03607       11.2         0.035877      11.2         0.035388      11.2         0.034457      11.2         0.033009      11.2         0.027064      11.2         0.023806      11.2         0.02          11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        28           0.96176      0.0011985     11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.035301      11.2         0.035302      11.2         0.03531       11.2         0.035326      11.2         0.035441      11.2         0.035439      11.2         0.03546       11.2         0.035508      11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353        11.2         0.0353       
   11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.03397       11.6         0.034197      11.6         0.034382      11.6         0.034722      11.6         0.034457      11.6         0.033396      11.6         0.030373      11.6         0.028739      11.6         0.024304      11.6         0.02          11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      29           0.96176      0.0011825     11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033668      11.6         0.033669      11.6         0.033679      11.6         0.033714      11.6         0.033802      11.6         0.033856      11.6         0.033891      11.6         0.033898      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667      11.6         0.033667     
   12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029909      12           0.030066      12           0.030552      12           0.03106       12           0.0316        12           0.030111      12           0.027684      12           0.024625      12           0.023391      12           0.02          12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      30           0.96176      0.001167      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029559      12           0.02956       12           0.029567      12           0.029566      12           0.029681      12           0.029799      12           0.029829      12           0.029836      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557      12           0.029557     
   12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.02465       12.4         0.024852      12.4         0.025422      12.4         0.026159      12.4         0.026403      12.4         0.026075      12.4         0.024232      12.4         0.022057      12.4         0.022005      12.4         0.02          12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      31           0.96176      0.0011521     12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024218      12.4         0.02422       12.4         0.024233      12.4         0.024225      12.4         0.024401      12.4         0.024594      12.4         0.024649      12.4         0.024667      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215      12.4         0.024215     
   12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022932      12.8         0.022939      12.8         0.023659      12.8         0.024433      12.8         0.025113      12.8         0.025603      12.8         0.025561      12.8         0.023927      12.8         0.018993      12.8         0.02          12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      32           0.96176      0.0011377     12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.02247       12.8         0.022473      12.8         0.022486      12.8         0.022467      12.8         0.022666      12.8         0.02288       12.8         0.022962      12.8         0.022968      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467      12.8         0.022467     
   13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021856      13.2         0.021903      13.2         0.022506      13.2         0.02333       13.2         0.024654      13.2         0.025138      13.2         0.024053      13.2         0.023997      13.2         0.02239       13.2         0.02          13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      33           0.96176      0.0011238     13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021364      13.2         0.021367      13.2         0.021381      13.2         0.021376      13.2         0.021547      13.2         0.021764      13.2         0.021882      13.2         0.02189       13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361      13.2         0.021361     
   13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013776      13.6         0.013741      13.6         0.014334      13.6         0.015426      13.6         0.016988      13.6         0.018149      13.6         0.020659      13.6         0.018536      13.6         0.019996      13.6         0.02          13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      34           0.96176      0.0011103     13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.01318       13.6         0.013183      13.6         0.013202      13.6         0.013202      13.6         0.013404      13.6         0.01368       13.6         0.013811      13.6         0.013879      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177      13.6         0.013177     
   14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011881      14           0.011807      14           0.01199       14           0.013334      14           0.014794      14           0.016587      14           0.01818       14           0.019671      14           0.016917      14           0.02          14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      35           0.96176      0.0010974     14           0.011295      14           0.011295      14           0.011295      14           0.011296      14           0.011298      14           0.011301      14           0.011314      14           0.011299      14           0.011507      14           0.011759      14           0.011872      14           0.011918      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295      14           0.011295     
   14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.016152      14.4         0.016032      14.4         0.015985      14.4         0.016748      14.4         0.01926       14.4         0.021565      14.4         0.021728      14.4         0.023794      14.4         0.025989      14.4         0.02          14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      36           0.96176      0.0010848     14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015611      14.4         0.015611      14.4         0.015627      14.4         0.0156        14.4         0.015784      14.4         0.016005      14.4         0.01606       14.4         0.016136      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607      14.4         0.015607     
   14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0083951     14.8         0.008339      14.8         0.0081091     14.8         0.0085496     14.8         0.011473      14.8         0.01358       14.8         0.015362      14.8         0.016806      14.8         0.018913      14.8         0.02          14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     37           0.96176      0.0010726     14.8         0.0078054     14.8         0.0078054     14.8         0.0078055     14.8         0.0078058     14.8         0.0078079     14.8         0.0078111     14.8         0.0078199     14.8         0.0078025     14.8         0.0080131     14.8         0.0082176     14.8         0.0083025     14.8         0.0083483     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078055     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054     14.8         0.0078054    
   15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.0074531    15.2         -0.0074428    15.2         -0.0076393    15.2         -0.0071994    15.2         -0.0044528    15.2         -0.00044476   15.2         0.004664      15.2         0.0053771     15.2         0.0065218     15.2         0.02          15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     38           0.96176      0.0010608     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.0081276    15.2         -0.0081236    15.2         -0.008121     15.2         -0.0081045    15.2         -0.0081272    15.2         -0.0078744    15.2         -0.0076151    15.2         -0.0075363    15.2         -0.0074682    15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128     15.2         -0.008128    
   15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0044535     15.6         0.0044164     15.6         0.0041192     15.6         0.004496      15.6         0.0056566     15.6         0.0097127     15.6         0.014882      15.6         0.018033      15.6         0.022496      15.6         0.02          15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     39           0.96176      0.0010494     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040504     15.6         0.0040534     15.6         0.0040551     15.6         0.0040673     15.6         0.0040623     15.6         0.0042154     15.6         0.0043899     15.6         0.0044625     15.6         0.0045039     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040502     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503     15.6         0.0040503    
   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00049768   16           -0.00047095   16           -0.00069275   16           -0.00050677   16           0.0011597     16           0.0037272     16           0.010282      16           0.017759      16           0.019457      16           0.02          16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   40           0.96176      0.0010384     16           -0.00095752   16           -0.00095752   16           -0.00095753   16           -0.00095714   16           -0.00095423   16           -0.00095054   16           -0.00093264   16           -0.00094811   16           -0.00074622   16           -0.00056921   16           -0.00047553   16           -0.00042011   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095753   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752   16           -0.00095752  
   16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0046221     16.4         0.0043835     16.4         0.0045044     16.4         0.0046849     16.4         0.0050864     16.4         0.00736       16.4         0.015073      16.4         0.022638      16.4         0.024733      16.4         0.02          16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     41           0.96176      0.0010276     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042877     16.4         0.0042902     16.4         0.0042934     16.4         0.004307      16.4         0.0042993     16.4         0.0044307     16.4         0.0045863     16.4         0.0046354     16.4         0.0046788     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876     16.4         0.0042876    
   16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0031921    16.8         -0.0032577    16.8         -0.0034164    16.8         -0.0028905    16.8         -0.0026357    16.8         -0.0019528    16.8         0.0040718     16.8         0.018148      16.8         0.020349      16.8         0.02          16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    42           0.96176      0.0010172     16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034063    16.8         -0.0034061    16.8         -0.0034035    16.8         -0.003401     16.8         -0.0033916    16.8         -0.0034088    16.8         -0.003253     16.8         -0.0031441    16.8         -0.0031088    16.8         -0.003075     16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064    16.8         -0.0034064   
   17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0044857    17.2         -0.0045975    17.2         -0.0047003    17.2         -0.0041421    17.2         -0.0044324    17.2         -0.0030017    17.2         0.0030171     17.2         0.013697      17.2         0.018601      17.2         0.02          17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    43           0.96176      0.0010071     17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047045    17.2         -0.0047042    17.2         -0.0047013    17.2         -0.0046987    17.2         -0.0046942    17.2         -0.0046926    17.2         -0.0045878    17.2         -0.0044411    17.2         -0.0044407    17.2         -0.0044237    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046    17.2         -0.0047046   
   17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0014617    17.6         -0.0015495    17.6         -0.0016786    17.6         -0.0013785    17.6         -0.0010325    17.6         -0.0014176    17.6         0.0053994     17.6         0.012179      17.6         0.019057      17.6         0.02          17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    44           0.96176      0.00099726    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015661    17.6         -0.0015659    17.6         -0.0015635    17.6         -0.00156      17.6         -0.0015521    17.6         -0.0015734    17.6         -0.0014593    17.6         -0.0013664    17.6         -0.0013602    17.6         -0.0013711    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662    17.6         -0.0015662   
   18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.0023002    18           -0.0022922    18           -0.0024729    18           -0.0026031    18           -0.0025563    18           -0.00074144   18           -0.0013657    18           0.0080736     18           0.016189      18           0.02          18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     45           0.96176      0.0009877     18           -0.002331     18           -0.002331     18           -0.0023309    18           -0.0023309    18           -0.0023285    18           -0.0023259    18           -0.0023241    18           -0.0023262    18           -0.0022423    18           -0.0021885    18           -0.0021887    18           -0.0021893    18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331     18           -0.002331    
