# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 50 --eigenvalues 3 --tracks 500000 --inactive 100 --source Histogram --Iterations\n 25 --active 230 --seed 0 --bins 75 --run --relaxed 0.01 -f Relaxed/50mfp/ManyMoreInactive/50mfp.r0.01.dat , seed = 2309589354
# Arguments: rWidth = 0, source = Histogram, method = explicit, Iterations = 25, eigenvalues = 3, relaxed = 0.01, run = true, filename = Relaxed/50mfp/ManyMoreInactive/50mfp.r0.01.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 50, bins = 75, active = 230, inactive = 100, tracks = 500000, ignore_rest = false, version = false, help = false, 

#  1            2             3            4            5             6            7            8             9            10            11           12            13           14           15            16           17           18            19           20            21           22            23           24           25            26           27           28            29           30            31           32            33           34            35           36            37           38            39           40            41           42            43           44            45           46            47           48           
# |-        Entropy       -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-     Arnoldi-Time     -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   500000       3.19933       6.31276E+06  0.995837     0             6.31276E+06  0            0             6.31276E+06  0.995837      6.31276E+06  0             6.31276E+06  0.990458     0             6.31276E+06  0            0             6.31276E+06  0.990458      6.31276E+06  0             6.31276E+06  0.977189     0             6.31276E+06  0            0             6.31276E+06  0.977189      6.31276E+06  0             6.31276E+06  19.4531       6.95091E+08  0             0.333333     0.0100222     0.333333     -8.78466E-06  0.333333     0.0196632     0.333333     8.78466E-06   0.333333     -0.0298076    0.333333     0             
   1E+06        3.36131       1.22134E+07  0.995785     0             1.22134E+07  0            0             1.22134E+07  0.995785      1.22134E+07  0             1.22134E+07  0.989892     0             1.22134E+07  0            0             1.22134E+07  0.989892      1.22134E+07  0             1.22134E+07  0.977389     0             1.22134E+07  0            0             1.22134E+07  0.977389      1.22134E+07  0             1.22134E+07  38.0475       7.02328E+08  643.058       1            0.0168335     1            -1.45199E-05  1            0.0329617     1            1.45199E-05   1            -0.0497737    1            0             
   1.5E+06      3.53857       1.87923E+07  0.996829     0             1.87923E+07  0            0             1.87923E+07  0.996829      1.87923E+07  0             1.87923E+07  0.988922     0             1.87923E+07  0            0             1.87923E+07  0.988922      1.87923E+07  0             1.87923E+07  0.978748     0             1.87923E+07  0            0             1.87923E+07  0.978748      1.87923E+07  0             1.87923E+07  58.8233       7.0852E+08   1422.03       1.66667      0.0232571     1.66667      -2.02429E-05  1.66667      0.0454118     1.66667      2.02429E-05   1.66667      -0.0681479    1.66667      0             
   2E+06        3.60311       2.35339E+07  0.996662     0             2.35339E+07  0            0             2.35339E+07  0.996662      2.35339E+07  0             2.35339E+07  0.991796     0             2.35339E+07  0            0             2.35339E+07  0.991796      2.35339E+07  0             2.35339E+07  0.978225     0             2.35339E+07  0            0             2.35339E+07  0.978225      2.35339E+07  0             2.35339E+07  73.8649       7.15205E+08  2214.49       2.33333      0.0296359     2.33333      -2.57939E-05  2.33333      0.0576585     2.33333      2.57939E-05   2.33333      -0.085294     2.33333      0             
   2.5E+06      3.76903       2.8567E+07   0.99663      0             2.8567E+07   0            0             2.8567E+07   0.99663       2.8567E+07   0             2.8567E+07   0.990347     0             2.8567E+07   0            0             2.8567E+07   0.990347      2.8567E+07   0             2.8567E+07   0.978437     0             2.8567E+07   0            0             2.8567E+07   0.978437      2.8567E+07   0             2.8567E+07   89.7289       7.2206E+08   2919.82       3            0.035707      3            -2.94186E-05  3            0.0693174     3            2.94186E-05   3            -0.101091     3            0             
   2.9566E+06   3.83336       3.50664E+07  0.996569     0             3.50664E+07  0            0             3.50664E+07  0.996569      3.50664E+07  0             3.50664E+07  0.989608     0             3.50664E+07  0            0             3.50664E+07  0.989608      3.50664E+07  0             3.50664E+07  0.975777     0             3.50664E+07  0            0             3.50664E+07  0.975777      3.50664E+07  0             3.50664E+07  110.139       7.28632E+08  3240.01       3.66667      0.0420703     3.66667      -3.34845E-05  3.66667      0.0805244     3.66667      3.34845E-05   3.66667      -0.115358     3.66667      0             
   3.34656E+06  3.86139       4.16284E+07  0.999059     0             4.16284E+07  0            0             4.16284E+07  0.999059      4.16284E+07  0             4.16284E+07  0.98834      0             4.16284E+07  0            0             4.16284E+07  0.98834       4.16284E+07  0             4.16284E+07  0.976835     0             4.16284E+07  0            0             4.16284E+07  0.976835      4.16284E+07  0             4.16284E+07  130.958       7.36624E+08  3860.33       4.33333      0.0481602     4.33333      -3.76657E-05  4.33333      0.0909886     4.33333      3.76657E-05   4.33333      -0.128064     4.33333      0             
   3.68971E+06  3.90518       4.97462E+07  0.996659     0             4.97462E+07  0            0             4.97462E+07  0.996659      4.97462E+07  0             4.97462E+07  0.989594     0             4.97462E+07  0            0             4.97462E+07  0.989594      4.97462E+07  0             4.97462E+07  0.977667     0             4.97462E+07  0            0             4.97462E+07  0.977667      4.97462E+07  0             4.97462E+07  156.649       7.43723E+08  4928.59       5            0.0540928     5            -4.29323E-05  5            0.101171      5            4.29323E-05   5            -0.138648     5            0             
   4.00131E+06  3.93199       5.76778E+07  0.996074     0             5.76778E+07  0            0             5.76778E+07  0.996074      5.76778E+07  0             5.76778E+07  0.991041     0             5.76778E+07  0            0             5.76778E+07  0.991041      5.76778E+07  0             5.76778E+07  0.979373     0             5.76778E+07  0            0             5.76778E+07  0.979373      5.76778E+07  0             5.76778E+07  181.824       7.50143E+08  5967.19       5.66667      0.0599015     5.66667      -4.37105E-05  5.66667      0.110751      5.66667      4.37105E-05   5.66667      -0.147224     5.66667      0             
   4.27243E+06  3.93596       6.59536E+07  0.999325     0             6.59536E+07  0            0             6.59536E+07  0.999325      6.59536E+07  0             6.59536E+07  0.98911      0             6.59536E+07  0            0             6.59536E+07  0.98911       6.59536E+07  0             6.59536E+07  0.977817     0             6.59536E+07  0            0             6.59536E+07  0.977817      6.59536E+07  0             6.59536E+07  207.917       7.55752E+08  5847.06       6.33333      0.0658068     6.33333      -4.58536E-05  6.33333      0.119552      6.33333      4.58536E-05   6.33333      -0.153795     6.33333      0             
