# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 100000 --inactive 50 --source Histogram\n --Iterations 10 --active 500 --seed 0 --run --bins 105 -f Bins/20mfp-BetterStats-nyx/Histogram/20mfp.b105.dat , seed =\n 3722535921
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Histogram/20mfp.b105.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 105, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.82435      0             1E+06        0            0             1E+06        4.3844       0             1E+06        0            0             1E+06        3.82281      0             1E+06        0            0             5.1E+07      0             0.0952381    -0.0138977    0.0952381    0             0.0952381    -0.0273891    0.0952381    0             0.0952381    0.0397077     0.0952381    0             
   2E+06        4.80966      0             2E+06        0            0             2E+06        4.36636      0             2E+06        0            0             2E+06        3.83426      0             2E+06        0            0             5.2E+07      149.164       0.285714     -0.0183099    0.285714     0             0.285714     -0.0360315    0.285714     0             0.285714     0.0522694     0.285714     0             
   3E+06        4.82261      0             3E+06        0            0             3E+06        4.43756      0             3E+06        0            0             3E+06        3.81432      0             3E+06        0            0             5.3E+07      210.942       0.47619      -0.0223258    0.47619      0             0.47619      -0.0437563    0.47619      0             0.47619      0.0633093     0.47619      0             
   4E+06        4.81005      0             4E+06        0            0             4E+06        4.36589      0             4E+06        0            0             4E+06        3.79859      0             4E+06        0            0             5.4E+07      95.0881       0.666667     -0.0262117    0.666667     0             0.666667     -0.0511835    0.666667     0             0.666667     0.0735151     0.666667     0             
   5E+06        4.83607      0             5E+06        0            0             5E+06        4.38463      0             5E+06        0            0             5E+06        3.81868      0             5E+06        0            0             5.5E+07      89.4478       0.857143     -0.030039     0.857143     0             0.857143     -0.0582499    0.857143     0             0.857143     0.0829734     0.857143     0             
   6E+06        4.80636      0             6E+06        0            0             6E+06        4.39838      0             6E+06        0            0             6E+06        3.83054      0             6E+06        0            0             5.6E+07      99.7737       1.04762      -0.0336498    1.04762      0             1.04762      -0.0650425    1.04762      0             1.04762      0.0916452     1.04762      0             
   7E+06        4.81175      0             7E+06        0            0             7E+06        4.37792      0             7E+06        0            0             7E+06        3.80536      0             7E+06        0            0             5.7E+07      126.027       1.2381       -0.0372769    1.2381       0             1.2381       -0.0715509    1.2381       0             1.2381       0.0996733     1.2381       0             
   8E+06        4.83544      0             8E+06        0            0             8E+06        4.37957      0             8E+06        0            0             8E+06        3.81733      0             8E+06        0            0             5.8E+07      149.614       1.42857      -0.0409622    1.42857      0             1.42857      -0.0778122    1.42857      0             1.42857      0.106983      1.42857      0             
   9E+06        4.83444      0             9E+06        0            0             9E+06        4.40232      0             9E+06        0            0             9E+06        3.81582      0             9E+06        0            0             5.9E+07      185.162       1.61905      -0.0444681    1.61905      0             1.61905      -0.0838368    1.61905      0             1.61905      0.113467      1.61905      0             
   1E+07        4.7988       0             1E+07        0            0             1E+07        4.39084      0             1E+07        0            0             1E+07        3.81164      0             1E+07        0            0             6E+07        211.169       1.80952      -0.048052     1.80952      0             1.80952      -0.0896399    1.80952      0             1.80952      0.119194      1.80952      0             
