# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 100000 --inactive 50 --source Histogram\n --Iterations 10 --active 500 --seed 0 --run --bins 135 -f Bins/20mfp-BetterStats-nyx/Histogram/20mfp.b135.dat , seed =\n 2006365549
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Histogram/20mfp.b135.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 135, active = 500, inactive = 50, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+06        4.80521      0             1E+06        0            0             1E+06        4.39524      0             1E+06        0            0             1E+06        3.83085      0             1E+06        0            0             5.1E+07      0             0.0740741    -0.0118706    0.0740741    0             0.0740741    0.0231746     0.0740741    0             0.0740741    0.0335458     0.0740741    0             
   2E+06        4.81432      0             2E+06        0            0             2E+06        4.39151      0             2E+06        0            0             2E+06        3.79706      0             2E+06        0            0             5.2E+07      88.2519       0.222222     -0.0150143    0.222222     0             0.222222     0.0292953     0.222222     0             0.222222     0.0424667     0.222222     0             
   3E+06        4.8135       0             3E+06        0            0             3E+06        4.39265      0             3E+06        0            0             3E+06        3.80174      0             3E+06        0            0             5.3E+07      192.483       0.37037      -0.0178436    0.37037      0             0.37037      0.0348704     0.37037      0             0.37037      0.0503905     0.37037      0             
   4E+06        4.83616      0             4E+06        0            0             4E+06        4.38859      0             4E+06        0            0             4E+06        3.83186      0             4E+06        0            0             5.4E+07      199.794       0.518519     -0.0205741    0.518519     0             0.518519     0.0399763     0.518519     0             0.518519     0.057679      0.518519     0             
   5E+06        4.82616      0             5E+06        0            0             5E+06        4.3557       0             5E+06        0            0             5E+06        3.82778      0             5E+06        0            0             5.5E+07      287.036       0.666667     -0.0231575    0.666667     0             0.666667     0.0449271     0.666667     0             0.666667     0.0645708     0.666667     0             
   6E+06        4.81938      0             6E+06        0            0             6E+06        4.35831      0             6E+06        0            0             6E+06        3.80443      0             6E+06        0            0             5.6E+07      387.14        0.814815     -0.0257423    0.814815     0             0.814815     0.0497978     0.814815     0             0.814815     0.0710047     0.814815     0             
   7E+06        4.80094      0             7E+06        0            0             7E+06        4.40682      0             7E+06        0            0             7E+06        3.81177      0             7E+06        0            0             5.7E+07      282.355       0.962963     -0.0282491    0.962963     0             0.962963     0.054585      0.962963     0             0.962963     0.0771065     0.962963     0             
   8E+06        4.81706      0             8E+06        0            0             8E+06        4.37137      0             8E+06        0            0             8E+06        3.82672      0             8E+06        0            0             5.8E+07      362.414       1.11111      -0.0308562    1.11111      0             1.11111      0.059136      1.11111      0             1.11111      0.0828933     1.11111      0             
   9E+06        4.81346      0             9E+06        0            0             9E+06        4.40274      0             9E+06        0            0             9E+06        3.78378      0             9E+06        0            0             5.9E+07      450.74        1.25926      -0.0333655    1.25926      0             1.25926      0.0635756     1.25926      0             1.25926      0.0882718     1.25926      0             
   1E+07        4.82024      0             1E+07        0            0             1E+07        4.39412      0             1E+07        0            0             1E+07        3.80313      0             1E+07        0            0             6E+07        512.996       1.40741      -0.035868     1.40741      0             1.40741      0.0678844     1.40741      0             1.40741      0.0932636     1.40741      0             
   1.1E+07      4.81497      0             1.1E+07      0            0             1.1E+07      4.37457      0             1.1E+07      0            0             1.1E+07      3.80519      0             1.1E+07      0            0             6.1E+07      598.184       1.55556      -0.0382899    1.55556      0             1.55556      0.0721017     1.55556      0             1.55556      0.0978598     1.55556      0             
   1.2E+07      4.82518      0             1.2E+07      0            0             1.2E+07      4.36981      0             1.2E+07      0            0             1.2E+07      3.82199      0             1.2E+07      0            0             6.2E+07      470.469       1.7037       -0.0407725    1.7037       0             1.7037       0.0760968     1.7037       0             1.7037       0.102126      1.7037       0             
   1.3E+07      4.8369       0             1.3E+07      0            0             1.3E+07      4.38338      0             1.3E+07      0            0             1.3E+07      3.82165      0             1.3E+07      0            0             6.3E+07      304.997       1.85185      -0.0431755    1.85185      0             1.85185      0.0799295     1.85185      0             1.85185      0.1056        1.85185      0             
   1.4E+07      4.8379       0             1.4E+07      0            0             1.4E+07      4.39692      0             1.4E+07      0            0             1.4E+07      3.80717      0             1.4E+07      0            0             6.4E+07      348.144       2            -0.0456404    2            0             2            0.0837172     2            0             2            0.108901      2            0             
   1.5E+07      4.84107      0             1.5E+07      0            0             1.5E+07      4.35512      0             1.5E+07      0            0             1.5E+07      3.81753      0             1.5E+07      0            0             6.5E+07      392.773       2.14815      -0.0479743    2.14815      0             2.14815      0.0871301     2.14815      0             2.14815      0.111567      2.14815      0             
   1.6E+07      4.84994      0             1.6E+07      0            0             1.6E+07      4.40739      0             1.6E+07      0            0             1.6E+07      3.80556      0             1.6E+07      0            0             6.6E+07      312.158       2.2963       -0.0504042    2.2963       0             2.2963       0.0904325     2.2963       0             2.2963       0.113892      2.2963       0             
   1.7E+07      4.84394      0             1.7E+07      0            0             1.7E+07      4.39159      0             1.7E+07      0            0             1.7E+07      3.82333      0             1.7E+07      0            0             6.7E+07      338.31        2.44444      -0.0526451    2.44444      0             2.44444      0.0938257     2.44444      0             2.44444      0.115754      2.44444      0             
   1.8E+07      4.81251      0             1.8E+07      0            0             1.8E+07      4.38845      0             1.8E+07      0            0             1.8E+07      3.81588      0             1.8E+07      0            0             6.8E+07      370.24        2.59259      -0.0547984    2.59259      0             2.59259      0.0968161     2.59259      0             2.59259      0.116755      2.59259      0             
   1.9E+07      4.84059      0             1.9E+07      0            0             1.9E+07      4.3838       0             1.9E+07      0            0             1.9E+07      3.83489      0             1.9E+07      0            0             6.9E+07      381.602       2.74074      -0.0570954    2.74074      0             2.74074      0.0997608     2.74074      0             2.74074      0.117567      2.74074      0             
   2E+07        4.82131      0             2E+07        0            0             2E+07        4.37336      0             2E+07        0            0             2E+07        3.81879      0             2E+07        0            0             7E+07        327.723       2.88889      -0.0594662    2.88889      0             2.88889      0.102404      2.88889      0             2.88889      0.117994      2.88889      0             
   2.1E+07      4.82108      0             2.1E+07      0            0             2.1E+07      4.37584      0             2.1E+07      0            0             2.1E+07      3.82         0             2.1E+07      0            0             7.1E+07      351.351       3.03704      -0.0615997    3.03704      0             3.03704      0.104899      3.03704      0             3.03704      0.117521      3.03704      0             
   2.2E+07      4.84374      0             2.2E+07      0            0             2.2E+07      4.37741      0             2.2E+07      0            0             2.2E+07      3.8233       0             2.2E+07      0            0             7.2E+07      376.215       3.18519      -0.0636467    3.18519      0             3.18519      0.107083      3.18519      0             3.18519      0.116714      3.18519      0             
   2.3E+07      4.84361      0             2.3E+07      0            0             2.3E+07      4.38914      0             2.3E+07      0            0             2.3E+07      3.8298       0             2.3E+07      0            0             7.3E+07      405.524       3.33333      -0.0657543    3.33333      0             3.33333      0.109003      3.33333      0             3.33333      0.115432      3.33333      0             
   2.4E+07      4.8301       0             2.4E+07      0            0             2.4E+07      4.38113      0             2.4E+07      0            0             2.4E+07      3.81379      0             2.4E+07      0            0             7.4E+07      434.463       3.48148      -0.0679978    3.48148      0             3.48148      0.110865      3.48148      0             3.48148      0.113674      3.48148      0             
   2.5E+07      4.83135      0             2.5E+07      0            0             2.5E+07      4.37842      0             2.5E+07      0            0             2.5E+07      3.83192      0             2.5E+07      0            0             7.5E+07      461.827       3.62963      -0.0700048    3.62963      0             3.62963      0.112591      3.62963      0             3.62963      0.111546      3.62963      0             
   2.6E+07      4.83342      0             2.6E+07      0            0             2.6E+07      4.36691      0             2.6E+07      0            0             2.6E+07      3.84142      0             2.6E+07      0            0             7.6E+07      480.153       3.77778      -0.0719967    3.77778      0             3.77778      0.113907      3.77778      0             3.77778      0.108816      3.77778      0             
