# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# Research/ArnoldivsPower -f BigArnoldi.Relaxed75.dat -t 10000000 -p -w 20 -b 75 -i 0 -a 1 -I 10 -x 0.1 -r  seed = 89962813
# filename = BigArnoldi.Relaxed75.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = false, arnoldimethod = implicit, tol = 2.22045e-16, verbose = 1, seed = 0, width = 20, bins = 75, acycles = 200, incycles = 20, active = 1, inactive = 0, Iterations = 10, numValues = 2, relaxed = 0.1, tracks = 10000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32            33           34           35            36           37           38            39           40            41           42            43           44           45            46           47           48            49           50           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-   RAM 0 vEst-0-Real  -| |-   RAM 0 vEst-0-Imag  -| |-   RAM 1 vEst-0-Real  -| |-   RAM 1 vEst-0-Imag  -| |-   RAM 0 mean-0-Real  -| |-   RAM 0 mean-0-Imag  -| |-   RAM 1 mean-0-Real  -| |-   RAM 1 mean-0-Imag  -| |- RAM eValue SD-0-Real -| |- RAM eValue SD-0-Imag -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |- RAM eValue SD-1-Real -| |- RAM eValue SD-1-Imag -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-      FOM-Arnoldi     -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       
   0.13333      0.017624     0             0.13333      -0           0             0.13333      -0.050181    0             0.13333      0            0             0.13333      0.017624      0.13333      -0            0.13333      -0.050181     0.13333      0             0.13333      0.017624      0.13333      -0            0.13333      -0.050181     0.13333      0             3.1032E+07   0             3.1032E+07   0             3.1032E+07   0.98574      0             3.1032E+07   -0           0             3.1032E+07   0             3.1032E+07   0             3.1032E+07   0.88965      0             3.1032E+07   -0           0             3.1032E+07   0             
   0.4          0.025166     0             0.4          -0           0             0.4          -0.068708    0             0.4          0            0             0.4          0.025166      0.4          -0            0.4          -0.068708     0.4          0             0.4          0.025166      0.4          -0            0.4          -0.068708     0.4          0             
   0.66667      0.031707     0             0.66667      -0           0             0.66667      -0.086021    0             0.66667      0            0             0.66667      0.031707      0.66667      -0            0.66667      -0.086021     0.66667      0             0.66667      0.031707      0.66667      -0            0.66667      -0.086021     0.66667      0             
   0.93333      0.037864     0             0.93333      -0           0             0.93333      -0.10079     0             0.93333      0            0             0.93333      0.037864      0.93333      -0            0.93333      -0.10079      0.93333      0             0.93333      0.037864      0.93333      -0            0.93333      -0.10079      0.93333      0             
   1.2          0.04419      0             1.2          -0           0             1.2          -0.11491     0             1.2          0            0             1.2          0.04419       1.2          -0            1.2          -0.11491      1.2          0             1.2          0.04419       1.2          -0            1.2          -0.11491      1.2          0             
   1.4667       0.050098     0             1.4667       -0           0             1.4667       -0.12581     0             1.4667       0            0             1.4667       0.050098      1.4667       -0            1.4667       -0.12581      1.4667       0             1.4667       0.050098      1.4667       -0            1.4667       -0.12581      1.4667       0             
   1.7333       0.055757     0             1.7333       -0           0             1.7333       -0.13596     0             1.7333       0            0             1.7333       0.055757      1.7333       -0            1.7333       -0.13596      1.7333       0             1.7333       0.055757      1.7333       -0            1.7333       -0.13596      1.7333       0             
   2            0.062192     0             2            -0           0             2            -0.14307     0             2            0            0             2            0.062192      2            -0            2            -0.14307      2            0             2            0.062192      2            -0            2            -0.14307      2            0             
   2.2667       0.068171     0             2.2667       -0           0             2.2667       -0.14846     0             2.2667       0            0             2.2667       0.068171      2.2667       -0            2.2667       -0.14846      2.2667       0             2.2667       0.068171      2.2667       -0            2.2667       -0.14846      2.2667       0             
   2.5333       0.073596     0             2.5333       -0           0             2.5333       -0.1522      0             2.5333       0            0             2.5333       0.073596      2.5333       -0            2.5333       -0.1522       2.5333       0             2.5333       0.073596      2.5333       -0            2.5333       -0.1522       2.5333       0             
   2.8          0.079387     0             2.8          -0           0             2.8          -0.15404     0             2.8          0            0             2.8          0.079387      2.8          -0            2.8          -0.15404      2.8          0             2.8          0.079387      2.8          -0            2.8          -0.15404      2.8          0             
   3.0667       0.084298     0             3.0667       -0           0             3.0667       -0.1541      0             3.0667       0            0             3.0667       0.084298      3.0667       -0            3.0667       -0.1541       3.0667       0             3.0667       0.084298      3.0667       -0            3.0667       -0.1541       3.0667       0             
   3.3333       0.089606     0             3.3333       -0           0             3.3333       -0.15218     0             3.3333       0            0             3.3333       0.089606      3.3333       -0            3.3333       -0.15218      3.3333       0             3.3333       0.089606      3.3333       -0            3.3333       -0.15218      3.3333       0             
   3.6          0.094771     0             3.6          -0           0             3.6          -0.14604     0             3.6          0            0             3.6          0.094771      3.6          -0            3.6          -0.14604      3.6          0             3.6          0.094771      3.6          -0            3.6          -0.14604      3.6          0             
   3.8667       0.099636     0             3.8667       -0           0             3.8667       -0.13906     0             3.8667       0            0             3.8667       0.099636      3.8667       -0            3.8667       -0.13906      3.8667       0             3.8667       0.099636      3.8667       -0            3.8667       -0.13906      3.8667       0             
   4.1333       0.10442      0             4.1333       -0           0             4.1333       -0.12963     0             4.1333       0            0             4.1333       0.10442       4.1333       -0            4.1333       -0.12963      4.1333       0             4.1333       0.10442       4.1333       -0            4.1333       -0.12963      4.1333       0             
   4.4          0.10884      0             4.4          -0           0             4.4          -0.11912     0             4.4          0            0             4.4          0.10884       4.4          -0            4.4          -0.11912      4.4          0             4.4          0.10884       4.4          -0            4.4          -0.11912      4.4          0             
   4.6667       0.11353      0             4.6667       -0           0             4.6667       -0.10676     0             4.6667       0            0             4.6667       0.11353       4.6667       -0            4.6667       -0.10676      4.6667       0             4.6667       0.11353       4.6667       -0            4.6667       -0.10676      4.6667       0             
   4.9333       0.11805      0             4.9333       -0           0             4.9333       -0.092993    0             4.9333       0            0             4.9333       0.11805       4.9333       -0            4.9333       -0.092993     4.9333       0             4.9333       0.11805       4.9333       -0            4.9333       -0.092993     4.9333       0             
   5.2          0.12219      0             5.2          -0           0             5.2          -0.078142    0             5.2          0            0             5.2          0.12219       5.2          -0            5.2          -0.078142     5.2          0             5.2          0.12219       5.2          -0            5.2          -0.078142     5.2          0             
   5.4667       0.12574      0             5.4667       -0           0             5.4667       -0.061113    0             5.4667       0            0             5.4667       0.12574       5.4667       -0            5.4667       -0.061113     5.4667       0             5.4667       0.12574       5.4667       -0            5.4667       -0.061113     5.4667       0             
   5.7333       0.12909      0             5.7333       -0           0             5.7333       -0.044301    0             5.7333       0            0             5.7333       0.12909       5.7333       -0            5.7333       -0.044301     5.7333       0             5.7333       0.12909       5.7333       -0            5.7333       -0.044301     5.7333       0             
   6            0.13267      0             6            -0           0             6            -0.026965    0             6            0            0             6            0.13267       6            -0            6            -0.026965     6            0             6            0.13267       6            -0            6            -0.026965     6            0             
   6.2667       0.13581      0             6.2667       -0           0             6.2667       -0.0089668   0             6.2667       0            0             6.2667       0.13581       6.2667       -0            6.2667       -0.0089668    6.2667       0             6.2667       0.13581       6.2667       -0            6.2667       -0.0089668    6.2667       0             
   6.5333       0.13895      0             6.5333       -0           0             6.5333       0.0098331    0             6.5333       -0           0             6.5333       0.13895       6.5333       -0            6.5333       0.0098331     6.5333       -0            6.5333       0.13895       6.5333       -0            6.5333       0.0098331     6.5333       -0            
   6.8          0.14139      0             6.8          -0           0             6.8          0.026581     0             6.8          -0           0             6.8          0.14139       6.8          -0            6.8          0.026581      6.8          -0            6.8          0.14139       6.8          -0            6.8          0.026581      6.8          -0            
   7.0667       0.14403      0             7.0667       -0           0             7.0667       0.045084     0             7.0667       -0           0             7.0667       0.14403       7.0667       -0            7.0667       0.045084      7.0667       -0            7.0667       0.14403       7.0667       -0            7.0667       0.045084      7.0667       -0            
   7.3333       0.1465       0             7.3333       -0           0             7.3333       0.061923     0             7.3333       -0           0             7.3333       0.1465        7.3333       -0            7.3333       0.061923      7.3333       -0            7.3333       0.1465        7.3333       -0            7.3333       0.061923      7.3333       -0            
   7.6          0.14917      0             7.6          -0           0             7.6          0.07828      0             7.6          -0           0             7.6          0.14917       7.6          -0            7.6          0.07828       7.6          -0            7.6          0.14917       7.6          -0            7.6          0.07828       7.6          -0            
   7.8667       0.15031      0             7.8667       -0           0             7.8667       0.09368      0             7.8667       -0           0             7.8667       0.15031       7.8667       -0            7.8667       0.09368       7.8667       -0            7.8667       0.15031       7.8667       -0            7.8667       0.09368       7.8667       -0            
   8.1333       0.15219      0             8.1333       -0           0             8.1333       0.10838      0             8.1333       -0           0             8.1333       0.15219       8.1333       -0            8.1333       0.10838       8.1333       -0            8.1333       0.15219       8.1333       -0            8.1333       0.10838       8.1333       -0            
   8.4          0.15384      0             8.4          -0           0             8.4          0.12066      0             8.4          -0           0             8.4          0.15384       8.4          -0            8.4          0.12066       8.4          -0            8.4          0.15384       8.4          -0            8.4          0.12066       8.4          -0            
   8.6667       0.15465      0             8.6667       -0           0             8.6667       0.13108      0             8.6667       -0           0             8.6667       0.15465       8.6667       -0            8.6667       0.13108       8.6667       -0            8.6667       0.15465       8.6667       -0            8.6667       0.13108       8.6667       -0            
   8.9333       0.15587      0             8.9333       -0           0             8.9333       0.13999      0             8.9333       -0           0             8.9333       0.15587       8.9333       -0            8.9333       0.13999       8.9333       -0            8.9333       0.15587       8.9333       -0            8.9333       0.13999       8.9333       -0            
   9.2          0.15614      0             9.2          -0           0             9.2          0.14666      0             9.2          -0           0             9.2          0.15614       9.2          -0            9.2          0.14666       9.2          -0            9.2          0.15614       9.2          -0            9.2          0.14666       9.2          -0            
   9.4667       0.15714      0             9.4667       -0           0             9.4667       0.15231      0             9.4667       -0           0             9.4667       0.15714       9.4667       -0            9.4667       0.15231       9.4667       -0            9.4667       0.15714       9.4667       -0            9.4667       0.15231       9.4667       -0            
   9.7333       0.15791      0             9.7333       -0           0             9.7333       0.1565       0             9.7333       -0           0             9.7333       0.15791       9.7333       -0            9.7333       0.1565        9.7333       -0            9.7333       0.15791       9.7333       -0            9.7333       0.1565        9.7333       -0            
   10           0.15753      0             10           -0           0             10           0.15723      0             10           -0           0             10           0.15753       10           -0            10           0.15723       10           -0            10           0.15753       10           -0            10           0.15723       10           -0            
