# This file was created by gnuFile.py version  $Revision: 632 $ on Wed Aug 19 00:57:54 2009.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# 192-236.adsl.umnet.umich.edu$ ProcessVectors.py
# This data was taken from the file: Symmetric.Power-2.dat, and Symmetric.Arnoldi.dat
# =============================================================================
# 
#  1            2             3            4             5            6             7            8             9            10            11           12            13           14            15           16           
# |-    Sym-Arnoldi-1     -| |-    Sym-Arnoldi-0     -| |-      Asym-Power      -| |-    Asym-Arnoldi-1    -| |-    Asym-Arnoldi-0    -| |-    Sym2-Arnoldi-0    -| |-    Sym2-Arnoldi-1    -| |-      Sym-Power       -| 
#  x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   6.375        0             6.375        0             6.3821       0             6.3821       0             6.3821       0             6.375        -0            6.375        0             6.375        0            
   6.405        0             6.405        0             6.4121       0             6.4121       0             6.4121       0             6.405        -0            6.405        0             6.405        0            
   6.435        0             6.435        0             6.4421       0             6.4421       0             6.4421       0             6.435        -0            6.435        0             6.435        0            
   6.465        0             6.465        0             6.4722       0             6.4722       0             6.4722       0             6.465        -0            6.465        0             6.465        0            
   6.495        0             6.495        0             6.5022       0             6.5022       0             6.5022       0             6.495        -0            6.495        0             6.495        0            
   6.525        0             6.525        0             6.5323       0             6.5323       0             6.5323       0             6.525        -0            6.525        0             6.525        0            
   6.555        0             6.555        0             6.5623       0             6.5623       0             6.5623       0             6.555        -0            6.555        0             6.555        0            
   6.585        0             6.585        0             6.5923       0             6.5923       0             6.5923       0             6.585        -0            6.585        0             6.585        0            
   6.615        0             6.615        0             6.6223       0             6.6223       0             6.6223       0             6.615        -0            6.615        0             6.615        0            
   6.645        0             6.645        0             6.6524       0             6.6524       0             6.6524       0             6.645        -0            6.645        0             6.645        0            
   6.675        0             6.675        0             6.6824       0             6.6824       0             6.6824       0             6.675        -0            6.675        0             6.675        0            
   6.705        0             6.705        0             6.7124       0             6.7124       0             6.7124       0             6.705        -0            6.705        0             6.705        0            
   6.735        0             6.735        0             6.7425       0             6.7425       0             6.7425       0             6.735        -0            6.735        0             6.735        0            
   6.765        0             6.765        0             6.7725       0             6.7725       0             6.7725       0             6.765        -0            6.765        0             6.765        0            
   6.795        0             6.795        0             6.8026       0             6.8026       0             6.8026       0             6.795        -0            6.795        0             6.795        0            
   6.825        0             6.825        0             6.8326       0             6.8326       0             6.8326       0             6.825        -0            6.825        0             6.825        0            
   6.855        0             6.855        0             6.8626       0             6.8626       0             6.8626       0             6.855        -0            6.855        0             6.855        0            
   6.885        0             6.885        0             6.8926       0             6.8926       0             6.8926       0             6.885        -0            6.885        0             6.885        0            
   6.915        0             6.915        0             6.9227       0             6.9227       0             6.9227       0             6.915        -0            6.915        0             6.915        0            
   6.945        0             6.945        0             6.9527       0             6.9527       0             6.9527       0             6.945        -0            6.945        0             6.945        0            
   6.975        0             6.975        0             6.9828       0             6.9828       0             6.9828       0             6.975        -0            6.975        0             6.975        0            
   7.005        0             7.005        0             7.0128       0             7.0128       0             7.0128       0             7.005        -0            7.005        0             7.005        0            
   7.035        0             7.035        0             7.0428       0             7.0428       0             7.0428       0             7.035        -0            7.035        0             7.035        0            
   7.065        0             7.065        0             7.0728       0             7.0728       0             7.0728       0             7.065        -0            7.065        0             7.065        0            
   7.095        0             7.095        0             7.1029       0             7.1029       0             7.1029       0             7.095        -0            7.095        0             7.095        0            
   7.125        0             7.125        0             7.1329       0             7.1329       0             7.1329       0             7.125        -0            7.125        0             7.125        0            
   7.155        0             7.155        0             7.163        0             7.163        0             7.163        0             7.155        -0            7.155        0             7.155        0            
   7.185        0             7.185        0             7.193        0             7.193        0             7.193        0             7.185        -0            7.185        0             7.185        0            
   7.215        0             7.215        0             7.223        0             7.223        0             7.223        0             7.215        -0            7.215        0             7.215        0            
   7.245        0             7.245        0             7.253        0             7.253        0             7.253        0             7.245        -0            7.245        0             7.245        0            
   7.275        0             7.275        0             7.2831       0             7.2831       0             7.2831       0             7.275        -0            7.275        0             7.275        0            
   7.305        0             7.305        0             7.3131       0             7.3131       0             7.3131       0             7.305        -0            7.305        0             7.305        0            
   7.335        0             7.335        0             7.3431       0             7.3431       0             7.3431       0             7.335        -0            7.335        0             7.335        0            
   7.365        0             7.365        0             7.3732       0             7.3732       0             7.3732       0             7.365        -0            7.365        0             7.365        0            
   7.395        0             7.395        0             7.4032       0             7.4032       0             7.4032       0             7.395        -0            7.395        0             7.395        0            
   7.425        0             7.425        0             7.4333       0             7.4333       0             7.4333       0             7.425        -0            7.425        0             7.425        0            
   7.455        0             7.455        0             7.4633       0             7.4633       0             7.4633       0             7.455        -0            7.455        0             7.455        0            
   7.485        0             7.485        0             7.4933       0             7.4933       0             7.4933       0             7.485        -0            7.485        0             7.485        0            
   7.515        0             7.515        0             7.5233       0             7.5233       0             7.5233       0             7.515        -0            7.515        0             7.515        0            
   7.545        0             7.545        0             7.5534       0             7.5534       0             7.5534       0             7.545        -0            7.545        0             7.545        0            
   7.575        0             7.575        0             7.5834       0             7.5834       0             7.5834       0             7.575        -0            7.575        0             7.575        0            
   7.605        0             7.605        0             7.6135       0             7.6135       0             7.6135       0             7.605        -0            7.605        0             7.605        0            
   7.635        0             7.635        0             7.6435       0             7.6435       0             7.6435       0             7.635        -0            7.635        0             7.635        0            
   7.665        0             7.665        0             7.6735       0             7.6735       0             7.6735       0             7.665        -0            7.665        0             7.665        0            
   7.695        0             7.695        0             7.7035       0             7.7035       0             7.7035       0             7.695        -0            7.695        0             7.695        0            
   7.725        0             7.725        0             7.7336       0             7.7336       0             7.7336       0             7.725        -0            7.725        0             7.725        0            
   7.755        0             7.755        0             7.7636       0             7.7636       0             7.7636       0             7.755        -0            7.755        0             7.755        0            
   7.785        0             7.785        0             7.7937       0             7.7937       0             7.7937       0             7.785        -0            7.785        0             7.785        0            
   7.815        0             7.815        0             7.8237       0             7.8237       0             7.8237       0             7.815        -0            7.815        0             7.815        0            
   7.845        0             7.845        0             7.8537       0             7.8537       0             7.8537       0             7.845        -0            7.845        0             7.845        0            
   7.875        0             7.875        0             7.8838       0             7.8838       0             7.8838       0             7.875        -0            7.875        0             7.875        0            
   7.905        0             7.905        0             7.9138       0             7.9138       0             7.9138       0             7.905        -0            7.905        0             7.905        0            
   7.935        0             7.935        0             7.9438       0             7.9438       0             7.9438       0             7.935        -0            7.935        0             7.935        0            
   7.965        0             7.965        0             7.9738       0             7.9738       0             7.9738       0             7.965        -0            7.965        0             7.965        0            
   7.995        -0.056205     7.995        0.17488       8.0039       0.48181       8.0039       -0.018935     8.0039       0.48134       7.995        0.24661       7.995        0.25238       7.995        0.18525      
   8.025        -0.17699      8.025        0.5465        8.0339       0.79914       8.0339       -0.031793     8.0339       0.79892       8.025        0.77006       8.025        0.78864       8.025        0.57693      
   8.055        -0.18465      8.055        0.57087       8.064        0.83315       8.064        -0.032629     8.064        0.83347       8.055        0.80561       8.055        0.82523       8.055        0.60345      
   8.085        -0.19139      8.085        0.59263       8.094        0.86208       8.094        -0.033934     8.094        0.86258       8.085        0.83536       8.085        0.85563       8.085        0.62584      
   8.115        -0.19813      8.115        0.60999       8.124        0.88795       8.124        -0.034879     8.124        0.88808       8.115        0.86135       8.115        0.88219       8.115        0.64505      
   8.145        -0.20243      8.145        0.62708       8.154        0.91028       8.154        -0.035711     8.154        0.91036       8.145        0.88425       8.145        0.90555       8.145        0.66175      
   8.175        -0.20746      8.175        0.64158       8.1841       0.93054       8.1841       -0.036731     8.1841       0.93002       8.175        0.90419       8.175        0.92636       8.175        0.67728      
   8.205        -0.21169      8.205        0.65292       8.2141       0.94737       8.2141       -0.038199     8.2141       0.94729       8.205        0.92154       8.205        0.94391       8.205        0.69031      
   8.235        -0.21455      8.235        0.66342       8.2441       0.9624        8.2441       -0.038527     8.2441       0.96254       8.235        0.93655       8.235        0.95918       8.235        0.70129      
   8.265        -0.21783      8.265        0.67206       8.2742       0.9741        8.2742       -0.038826     8.2742       0.97424       8.265        0.94853       8.265        0.97203       8.265        0.71052      
   8.295        -0.22046      8.295        0.67936       8.3042       0.98405       8.3042       -0.039249     8.3042       0.98418       8.295        0.95897       8.295        0.98216       8.295        0.71805      
   8.325        -0.22165      8.325        0.68519       8.3343       0.99135       8.3343       -0.039478     8.3343       0.99131       8.325        0.96691       8.325        0.99058       8.325        0.72391      
   8.355        -0.22356      8.355        0.68849       8.3643       0.99649       8.3643       -0.03958      8.3643       0.99665       8.355        0.972         8.355        0.99587       8.355        0.72841      
   8.385        -0.22433      8.385        0.69105       8.3943       0.99964       8.3943       -0.039873     8.3943       0.99961       8.385        0.97548       8.385        0.99922       8.385        0.73029      
   8.415        -0.22491      8.415        0.69167       8.4244       1             8.4244       -0.039466     8.4244       1             8.415        0.97629       8.415        1             8.415        0.73122      
   8.445        -0.22368      8.445        0.691         8.4544       0.99824       8.4544       -0.03952      8.4544       0.99747       8.445        0.9751        8.445        0.99896       8.445        0.73044      
   8.475        -0.22313      8.475        0.68855       8.4844       0.99435       8.4844       -0.03958      8.4844       0.99352       8.475        0.97154       8.475        0.99497       8.475        0.72741      
   8.505        -0.22202      8.505        0.68405       8.5145       0.98814       8.5145       -0.0391       8.5145       0.98869       8.505        0.96538       8.505        0.98913       8.505        0.72295      
   8.535        -0.22013      8.535        0.67904       8.5445       0.97971       8.5445       -0.038905     8.5445       0.97921       8.535        0.95755       8.535        0.98095       8.535        0.7171       
   8.565        -0.21807      8.565        0.67032       8.5745       0.96921       8.5745       -0.03788      8.5745       0.96972       8.565        0.94739       8.565        0.97061       8.565        0.70977      
   8.595        -0.21472      8.595        0.66226       8.6045       0.9565        8.6045       -0.038311     8.6045       0.95628       8.595        0.935         8.595        0.9578        8.595        0.70056      
   8.625        -0.21038      8.625        0.65236       8.6346       0.9412        8.6346       -0.037504     8.6346       0.94064       8.625        0.92041       8.625        0.94291       8.625        0.68917      
   8.655        -0.20661      8.655        0.63995       8.6646       0.92361       8.6646       -0.036877     8.6646       0.92351       8.655        0.90315       8.655        0.92558       8.655        0.67678      
   8.685        -0.20287      8.685        0.62732       8.6946       0.90424       8.6946       -0.036153     8.6946       0.90421       8.685        0.88444       8.685        0.90632       8.685        0.66263      
   8.715        -0.19807      8.715        0.61173       8.7247       0.88235       8.7247       -0.034887     8.7247       0.88213       8.715        0.86316       8.715        0.88445       8.715        0.64707      
   8.745        -0.19271      8.745        0.59529       8.7547       0.85833       8.7547       -0.034014     8.7547       0.85785       8.745        0.8403        8.745        0.86037       8.745        0.62898      
   8.775        -0.18674      8.775        0.57701       8.7848       0.83213       8.7848       -0.032687     8.7848       0.83172       8.775        0.81412       8.775        0.83421       8.775        0.60988      
   8.805        -0.1805       8.805        0.55689       8.8148       0.80338       8.8148       -0.032007     8.8148       0.80325       8.805        0.78638       8.805        0.80564       8.805        0.58883      
   8.835        -0.17331      8.835        0.53441       8.8448       0.77202       8.8448       -0.030553     8.8448       0.77234       8.835        0.75552       8.835        0.77432       8.835        0.56625      
   8.865        -0.16706      8.865        0.51137       8.8749       0.73805       8.8749       -0.030074     8.8749       0.73828       8.865        0.72233       8.865        0.74018       8.865        0.54123      
   8.895        -0.15748      8.895        0.48625       8.9049       0.70123       8.9049       -0.028314     8.9049       0.70106       8.895        0.68641       8.895        0.70339       8.895        0.5146       
   8.925        -0.14839      8.925        0.45879       8.9349       0.66098       8.9349       -0.026537     8.9349       0.66072       8.925        0.64721       8.925        0.66295       8.925        0.48493      
   8.955        -0.13882      8.955        0.4269        8.9649       0.61595       8.9649       -0.024506     8.9649       0.61597       8.955        0.60302       8.955        0.61776       8.955        0.45161      
   8.985        -0.12685      8.985        0.3905        8.995        0.56261       8.995        -0.022597     8.995        0.56245       8.985        0.55069       8.985        0.56427       8.985        0.41232      
