# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 14:02:23 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v -w 50 --histories 10000 -f W-50.I53.H10000.B50.dat -M W-50.I53.H10000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   0            0.98335      0             0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.005209      0            0.0042374     0            0.0040844     0            0.0049684     0            0.0046998     0            0.0028569     0            0.0035939     0            0.0072507     0            0.011406      0            0.02          0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0057564     0            0.0057131     0            0.005706      0            0.0058696     0            0.0062917     0            0.0058493     0            0.0060069     0            0.0060389     0            0.0056198     0            0.0051302     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056262     0            0.0056263     0            0.0056268     0            0.0056262     0            0.0056158     0            0.0056277     0            0.0056361     0            0.0055874     0            0.0056264     0            0.0056264     0            0.0056264     0            0.0056264    
   1            0.99053      0.0035914     1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.004254      1            0.0033054     1            0.0036989     1            0.0037992     1            0.0035119     1            0.0019122     1            0.0024827     1            0.0081812     1            0.017062      1            0.02          1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.0060454     1            0.0061565     1            0.0060309     1            0.0064241     1            0.0067127     1            0.0069795     1            0.0063754     1            0.0064257     1            0.005453      1            0.0052626     1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.005897      1            0.0058967     1            0.0058969     1            0.0058969     1            0.0058967     1            0.0058786     1            0.0058984     1            0.0059378     1            0.00587       1            0.005897      1            0.005897      1            0.005897      1            0.005897     
   2            0.99507      0.0048276     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            8.4696E-05    2            -0.00070451   2            -0.00056199   2            -0.0010191    2            -0.0016964    2            -0.0024145    2            -0.00062331   2            0.010014      2            0.015898      2            0.02          2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0040356     2            0.004054      2            0.0042069     2            0.0040983     2            0.0050554     2            0.0048923     2            0.0043044     2            0.0028481     2            0.0024621     2            0.0016815     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039276     2            0.0039278     2            0.0039283     2            0.0039276     2            0.0039163     2            0.0039267     2            0.003993      2            0.0039114     2            0.0039279     2            0.0039279     2            0.0039279     2            0.0039279    
   3            0.99913      0.0058582     3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            -0.0043201    3            -0.0052692    3            -0.0052155    3            -0.0057976    3            -0.0054999    3            -0.0059251    3            0.0010269     3            0.011591      3            0.017796      3            0.02          3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00025803    3            0.00038899    3            0.00039619    3            0.001021      3            0.0011093     3            0.002001      3            -3.6036E-05   3            -0.0010603    3            -0.0020657    3            -0.002806     3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018388    3            0.00018364    3            0.0001838     3            0.00018338    3            0.00018381    3            0.00017301    3            0.00018485    3            0.00027947    3            0.00016767    3            0.00018388    3            0.00018388    3            0.00018389    3            0.00018389   
   4            1.0005       0.0062431     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            -0.003571     4            -0.0055808    4            -0.0058912    4            -0.0059181    4            -0.0067113    4            -0.0036976    4            0.0028736     4            0.01415       4            0.018733      4            0.02          4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0018497     4            0.0019494     4            0.0019668     4            0.0023331     4            0.0032737     4            0.0019216     4            0.00083787    4            -0.00087196   4            -0.0021769    4            -0.0028464    4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017485     4            0.0017486     4            0.0017493     4            0.0017481     4            0.0017447     4            0.0017519     4            0.0018163     4            0.0017371     4            0.0017487     4            0.0017487     4            0.0017487     4            0.0017487    
   5            1.0005       0.0062307     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            -0.0046539    5            -0.006662     5            -0.0074957    5            -0.0077362    5            -0.0050911    5            -0.0022848    5            0.0056593     5            0.015368      5            0.018054      5            0.02          5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.001997      5            0.0020998     5            0.0020036     5            0.0027616     5            0.0033615     5            0.0023349     5            -0.0001332    5            -0.0013372    5            -0.0032625    5            -0.00373      5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019393     5            0.0019395     5            0.0019407     5            0.0019396     5            0.0019516     5            0.0019516     5            0.0019811     5            0.0019213     5            0.0019396     5            0.0019396     5            0.0019396     5            0.0019396    
   6            1.0012       0.0061832     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            -0.00076832   6            -0.002433     6            -0.0036223    6            -0.0029978    6            0.00056303    6            0.005275      6            0.009761      6            0.017006      6            0.021186      6            0.02          6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076565     6            0.0076894     6            0.0076316     6            0.0084514     6            0.0091383     6            0.0077113     6            0.0047631     6            0.0021875     6            0.0013782     6            0.00033685    6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076728     6            0.0076725     6            0.0076726     6            0.0076768     6            0.0076725     6            0.0076955     6            0.007689      6            0.0077184     6            0.0076696     6            0.0076728     6            0.0076728     6            0.0076727     6            0.0076728    
   7            1.0016       0.0061025     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.00022161    7            -0.0012058    7            -0.0012281    7            0.00011415    7            0.0052589     7            0.0094101     7            0.012266      7            0.015219      7            0.018281      7            0.02          7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0080313     7            0.0081282     7            0.0081787     7            0.008765      7            0.0096002     7            0.0083331     7            0.0052937     7            0.003371      7            0.0023632     7            0.0019621     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182     7            0.008118      7            0.008118      7            0.0081214     7            0.0081188     7            0.0081441     7            0.0081365     7            0.0082032     7            0.0081464     7            0.0081182     7            0.0081182     7            0.0081182     7            0.0081182    
   8            1.002        0.0060051     8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.0043429     8            0.0024985     8            0.0030833     8            0.0053947     8            0.0097281     8            0.013725      8            0.014955      8            0.015749      8            0.015779      8            0.02          8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.01334       8            0.013359      8            0.013336      8            0.014242      8            0.014748      8            0.012604      8            0.0093651     8            0.0073197     8            0.0061208     8            0.0052114     8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013521      8            0.013526      8            0.013521      8            0.013556      8            0.01353       8            0.013578      8            0.013542      8            0.013521      8            0.013521      8            0.013521      8            0.013521     
   9            1.0015       0.00585       9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.014661      9            0.013751      9            0.01383       9            0.017154      9            0.020701      9            0.022983      9            0.024045      9            0.021625      9            0.021079      9            0.02          9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.025944      9            0.025912      9            0.025741      9            0.026815      9            0.027509      9            0.024034      9            0.020844      9            0.01856       9            0.016621      9            0.015728      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026252      9            0.026254      9            0.026251      9            0.026277      9            0.026264      9            0.026257      9            0.026267      9            0.026252      9            0.026252      9            0.026252      9            0.026252     
