# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 14:02:23 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v -w 50 --histories 10000 -f W-50.I53.H10000.B50.dat -M W-50.I53.H10000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   10           1.0015       0.0056947     10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.020478      10           0.020445      10           0.021695      10           0.02402       10           0.028503      10           0.029663      10           0.028693      10           0.027997      10           0.023861      10           0.02          10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.032964      10           0.032825      10           0.032639      10           0.033506      10           0.033938      10           0.031218      10           0.027377      10           0.024865      10           0.022901      10           0.021327      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.033371      10           0.03337       10           0.033371      10           0.033369      10           0.033369      10           0.033393      10           0.033376      10           0.033339      10           0.033325      10           0.033371      10           0.033371      10           0.033371      10           0.033371     
   11           1.0014       0.0055369     11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.0249        11           0.02591       11           0.027308      11           0.029263      11           0.030994      11           0.03263       11           0.031308      11           0.028198      11           0.025632      11           0.02          11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039399      11           0.039211      11           0.038861      11           0.039431      11           0.039893      11           0.036995      11           0.032755      11           0.02972       11           0.027379      11           0.025955      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039905      11           0.039904      11           0.039904      11           0.039904      11           0.039903      11           0.039917      11           0.039899      11           0.03978       11           0.039878      11           0.039905      11           0.039905      11           0.039905      11           0.039905     
   12           1.0011       0.0053777     12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.025312      12           0.026625      12           0.027699      12           0.028488      12           0.028333      12           0.02913       12           0.028446      12           0.022502      12           0.019176      12           0.02          12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.040895      12           0.040797      12           0.04017       12           0.040759      12           0.041135      12           0.037613      12           0.033481      12           0.029626      12           0.027188      12           0.025868      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041606      12           0.041605      12           0.041606      12           0.041608      12           0.041605      12           0.041609      12           0.041592      12           0.04146       12           0.041555      12           0.041606      12           0.041606      12           0.041606      12           0.041606     
   13           1.0012       0.0052302     13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.028596      13           0.029653      13           0.030518      13           0.030161      13           0.029282      13           0.029042      13           0.027206      13           0.02184       13           0.018801      13           0.02          13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.04242       13           0.042002      13           0.041694      13           0.041992      13           0.042068      13           0.039005      13           0.034123      13           0.031207      13           0.028743      13           0.027893      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043168      13           0.043167      13           0.043167      13           0.043169      13           0.043167      13           0.043154      13           0.043162      13           0.042975      13           0.043082      13           0.043168      13           0.043168      13           0.043168      13           0.043168     
   14           1.0014       0.005099      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.032541      14           0.034088      14           0.033494      14           0.03307       14           0.031654      14           0.030022      14           0.026403      14           0.023985      14           0.023484      14           0.02          14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.044642      14           0.044379      14           0.043837      14           0.04453       14           0.044654      14           0.040661      14           0.037049      14           0.033745      14           0.032028      14           0.031774      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045454      14           0.045456      14           0.045453      14           0.045437      14           0.045452      14           0.04528       14           0.045332      14           0.045454      14           0.045454      14           0.045454      14           0.045454     
   15           1.0018       0.0049895     15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.031402      15           0.031803      15           0.031533      15           0.029953      15           0.028999      15           0.02537       15           0.02252       15           0.022054      15           0.022084      15           0.02          15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.044268      15           0.043842      15           0.043334      15           0.044095      15           0.044613      15           0.040191      15           0.034866      15           0.032094      15           0.030654      15           0.030635      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045119      15           0.045118      15           0.045119      15           0.04512       15           0.045118      15           0.045114      15           0.045108      15           0.044818      15           0.045044      15           0.045119      15           0.045119      15           0.045119      15           0.045119     
   16           1.0021       0.004894      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.028381      16           0.028319      16           0.027652      16           0.026754      16           0.022458      16           0.01983       16           0.018729      16           0.01771       16           0.016704      16           0.02          16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.040236      16           0.040019      16           0.039428      16           0.039975      16           0.040925      16           0.036399      16           0.03084       16           0.028716      16           0.028342      16           0.028387      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041266      16           0.041265      16           0.041265      16           0.041264      16           0.041265      16           0.041274      16           0.041254      16           0.041016      16           0.041206      16           0.041266      16           0.041266      16           0.041266      16           0.041266     
   17           1.0022       0.0048063     17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.029127      17           0.028548      17           0.028281      17           0.026702      17           0.022826      17           0.020265      17           0.020073      17           0.017489      17           0.019721      17           0.02          17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.038995      17           0.038608      17           0.038347      17           0.038863      17           0.039494      17           0.034916      17           0.030373      17           0.029167      17           0.029465      17           0.029818      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039942      17           0.039941      17           0.039942      17           0.03994       17           0.039941      17           0.039957      17           0.039937      17           0.039717      17           0.039909      17           0.039942      17           0.039942      17           0.039942      17           0.039942     
   18           1.0022       0.0047228     18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.028716      18           0.027643      18           0.027125      18           0.024602      18           0.021766      18           0.020141      18           0.017591      18           0.019174      18           0.018625      18           0.02          18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.037747      18           0.037368      18           0.036982      18           0.037937      18           0.03716       18           0.032734      18           0.029135      18           0.028361      18           0.028589      18           0.029115      18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.03879       18           0.038791      18           0.038789      18           0.038816      18           0.038791      18           0.038592      18           0.038768      18           0.03879       18           0.03879       18           0.03879       18           0.03879      
   19           1.0022       0.004641      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.033129      19           0.032204      19           0.029787      19           0.027972      19           0.026237      19           0.02295       19           0.0221        19           0.021456      19           0.021867      19           0.02          19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.041399      19           0.04092       19           0.040572      19           0.040719      19           0.040636      19           0.036299      19           0.033717      19           0.032983      19           0.032704      19           0.033295      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042357      19           0.042356      19           0.042357      19           0.04236       19           0.042356      19           0.042391      19           0.042364      19           0.042152      19           0.042349      19           0.042357      19           0.042357      19           0.042357      19           0.042357     
   20           1.0022       0.0045631     20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.036104      20           0.033976      20           0.03177       20           0.029751      20           0.026636      20           0.025119      20           0.023783      20           0.022438      20           0.020932      20           0.02          20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.042398      20           0.042057      20           0.041389      20           0.041405      20           0.040885      20           0.038828      20           0.036192      20           0.035631      20           0.035477      20           0.035637      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.04326       20           0.04326       20           0.043263      20           0.043261      20           0.0433        20           0.043274      20           0.043064      20           0.043261      20           0.043261      20           0.043261      20           0.043261      20           0.043261     
   21           1.0022       0.0044864     21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.036235      21           0.034174      21           0.032041      21           0.029182      21           0.026582      21           0.025695      21           0.025269      21           0.022468      21           0.02054       21           0.02          21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043031      21           0.042431      21           0.041982      21           0.041498      21           0.04118       21           0.039948      21           0.038069      21           0.037043      21           0.036399      21           0.036959      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.043701      21           0.0437        21           0.0437        21           0.043703      21           0.0437        21           0.043753      21           0.04371       21           0.043512      21           0.043704      21           0.043701      21           0.043701      21           0.043701      21           0.043701     
   22           1.0022       0.0044129     22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.035038      22           0.033234      22           0.031447      22           0.028971      22           0.026395      22           0.025817      22           0.024663      22           0.022108      22           0.020903      22           0.02          22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.038872      22           0.038453      22           0.03777       22           0.037606      22           0.036795      22           0.036873      22           0.036925      22           0.036034      22           0.036188      22           0.036261      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039359      22           0.039402      22           0.03937       22           0.039296      22           0.03939       22           0.039359      22           0.039359      22           0.039359      22           0.039359     
   23           1.0022       0.0043423     23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.036505      23           0.03426       23           0.032772      23           0.030434      23           0.028709      23           0.027164      23           0.024982      23           0.023036      23           0.0216        23           0.02          23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.038292      23           0.037826      23           0.037484      23           0.037087      23           0.037067      23           0.037473      23           0.037707      23           0.038845      23           0.038023      23           0.038128      23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.03855       23           0.038549      23           0.038549      23           0.038585      23           0.038555      23           0.038567      23           0.038597      23           0.03855       23           0.03855       23           0.03855       23           0.03855      
   24           1.0022       0.0042746     24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037954      24           0.035385      24           0.033365      24           0.033024      24           0.030544      24           0.028911      24           0.026817      24           0.02348       24           0.021628      24           0.02          24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037354      24           0.036921      24           0.036747      24           0.036896      24           0.037094      24           0.037425      24           0.038689      24           0.039828      24           0.039718      24           0.038866      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037474      24           0.037472      24           0.037474      24           0.037498      24           0.037477      24           0.037536      24           0.037515      24           0.037474      24           0.037474      24           0.037474      24           0.037474     
   25           1.0022       0.0042096     25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.036764      25           0.034853      25           0.033472      25           0.032692      25           0.031684      25           0.028773      25           0.026237      25           0.022233      25           0.019344      25           0.02          25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032982      25           0.032767      25           0.032795      25           0.033299      25           0.03343       25           0.034878      25           0.036786      25           0.038392      25           0.03855       25           0.038423      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032885      25           0.032886      25           0.032885      25           0.032888      25           0.032886      25           0.032894      25           0.032885      25           0.032978      25           0.03293       25           0.032885      25           0.032885      25           0.032885      25           0.032885     
   26           1.0022       0.0041472     26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.040465      26           0.038581      26           0.037894      26           0.036158      26           0.03416       26           0.032546      26           0.02838       26           0.023243      26           0.022197      26           0.02          26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035297      26           0.035248      26           0.035519      26           0.035675      26           0.036447      26           0.037962      26           0.039919      26           0.041149      26           0.04172       26           0.042179      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035142      26           0.035143      26           0.035143      26           0.035142      26           0.035143      26           0.035134      26           0.035151      26           0.035183      26           0.035153      26           0.035142      26           0.035142      26           0.035142      26           0.035142     
   27           1.0022       0.0040873     27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.041386      27           0.039262      27           0.037994      27           0.036713      27           0.034134      27           0.032848      27           0.028677      27           0.023004      27           0.020321      27           0.02          27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035347      27           0.035447      27           0.035845      27           0.036337      27           0.036976      27           0.039585      27           0.04038       27           0.041402      27           0.042085      27           0.042407      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.035128      27           0.03513       27           0.035128      27           0.035129      27           0.035132      27           0.035088      27           0.035093      27           0.035128      27           0.035128      27           0.035128      27           0.035128     
