# This file was created by gnuplotFile.py version $Revision: 160 $ on Thu Oct 25 14:36:35 2007.  
# This file is written with the intent of being used to plot the data with
# Gnuplot.  It contains no information regarding how the plot should be
# formatted.
# =============================================================================
#
# hamrollup.personal.engin.umich.edu$ amcNoRestartConvergence.py -v -w 50 --histories 100000 -f W-50.I53.H100000.B50.dat -M W-50.I53.H100000.B50.Movie -r
# 
# =============================================================================
# 
#   1            2            3              4            5              6            7              8            9              10           11             12           13             14           15             16           17             18           19             20           21             22           23             24           25             26           27             28           29             30           31             32           33             34           35             36           37             38           39             40           41             42           43             44           45             46           47             48           49             50           51             52           53             54           55             56           57             58           59             60           61             62           63             64           65             66           67             68           69             70           71             72           73             74           75             76           77             78           79             80           81             82           83             84           85             86           87             88           89             90           91             92           93             94           95             96           97             98           99             100          101            102          103            104          105            106          107         
# |--------------Eigenvalue--------------||---------Iter-38---------||---------Iter-42---------||---------Iter-50---------||---------Iter-40---------||---------Iter-47---------||---------Iter-9----------||---------Iter-8----------||---------Iter-7----------||---------Iter-6----------||---------Iter-5----------||---------Iter-4----------||---------Iter-3----------||---------Iter-2----------||---------Iter-1----------||---------Iter-0----------||---------Iter-31---------||---------Iter-51---------||---------Iter-43---------||---------Iter-30---------||---------Iter-44---------||---------Iter-33---------||---------Iter-45---------||---------Iter-39---------||---------Iter-32---------||---------Iter-46---------||---------Iter-19---------||---------Iter-18---------||---------Iter-17---------||---------Iter-16---------||---------Iter-15---------||---------Iter-14---------||---------Iter-13---------||---------Iter-12---------||---------Iter-11---------||---------Iter-10---------||---------Iter-37---------||---------Iter-34---------||---------Iter-36---------||---------Iter-35---------||---------Iter-41---------||---------Iter-26---------||---------Iter-27---------||---------Iter-24---------||---------Iter-25---------||---------Iter-22---------||---------Iter-23---------||---------Iter-20---------||---------Iter-21---------||---------Iter-48---------||---------Iter-49---------||---------Iter-28---------||---------Iter-29---------|
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      
   10           0.99761      0.0043835     10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.021589      10           0.023037      10           0.024448      10           0.026043      10           0.026493      10           0.026416      10           0.024344      10           0.022767      10           0.020224      10           0.02          10           0.015448      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015944      10           0.016908      10           0.017874      10           0.018208      10           0.018394      10           0.019154      10           0.019522      10           0.019736      10           0.020368      10           0.021096      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015447      10           0.015448      10           0.015448      10           0.015436      10           0.015446      10           0.015413      10           0.015422      10           0.015487      10           0.015428      10           0.015447      10           0.015447      10           0.015447      10           0.015448     
   11           0.99767      0.004259      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.023874      11           0.025343      11           0.026905      11           0.027593      11           0.027773      11           0.026945      11           0.025544      11           0.023211      11           0.022171      11           0.02          11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018707      11           0.019687      11           0.020773      11           0.020965      11           0.021324      11           0.021827      11           0.022029      11           0.02234       11           0.022805      11           0.022853      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018197      11           0.018198      11           0.018197      11           0.018187      11           0.018196      11           0.018156      11           0.018171      11           0.018233      11           0.018149      11           0.018197      11           0.018197      11           0.018197      11           0.018197     
   12           0.99769      0.0041425     12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.024187      12           0.025843      12           0.026773      12           0.027278      12           0.026804      12           0.025957      12           0.024629      12           0.023334      12           0.021312      12           0.02          12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019553      12           0.020752      12           0.021562      12           0.021874      12           0.022222      12           0.022396      12           0.022628      12           0.022951      12           0.022893      12           0.023024      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019128      12           0.019121      12           0.019126      12           0.019081      12           0.019111      12           0.019185      12           0.019061      12           0.019128      12           0.019128      12           0.019128      12           0.019128     
   13           0.9977       0.0040334     13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.024551      13           0.025782      13           0.026352      13           0.02624       13           0.025666      13           0.024669      13           0.023725      13           0.022785      13           0.020977      13           0.02          13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.020385      13           0.021259      13           0.022218      13           0.022559      13           0.022666      13           0.022812      13           0.023057      13           0.023039      13           0.022877      13           0.023104      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019858      13           0.019857      13           0.019858      13           0.019855      13           0.019855      13           0.019815      13           0.019843      13           0.019811      13           0.019806      13           0.019858      13           0.019858      13           0.019858      13           0.019858     
   14           0.9977       0.0039311     14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.024934      14           0.025858      14           0.025942      14           0.025484      14           0.024822      14           0.024144      14           0.023483      14           0.022538      14           0.021991      14           0.02          14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.021204      14           0.022058      14           0.023045      14           0.023238      14           0.023217      14           0.023447      14           0.023447      14           0.023247      14           0.02311       14           0.023661      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020799      14           0.020798      14           0.020799      14           0.020797      14           0.020799      14           0.020773      14           0.020787      14           0.020855      14           0.020746      14           0.020799      14           0.020799      14           0.020799      14           0.020799     
   15           0.99769      0.003835      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.023782      15           0.024208      15           0.024005      15           0.023396      15           0.022718      15           0.02253       15           0.021813      15           0.02152       15           0.020742      15           0.02          15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.020214      15           0.021292      15           0.02221       15           0.022281      15           0.022436      15           0.022459      15           0.02228       15           0.022035      15           0.02206       15           0.022731      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019906      15           0.019902      15           0.019904      15           0.019891      15           0.019901      15           0.019998      15           0.019898      15           0.019906      15           0.019906      15           0.019906      15           0.019906     
   16           0.9977       0.0037453     16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.022704      16           0.022634      16           0.022239      16           0.021526      16           0.021145      16           0.020667      16           0.020762      16           0.020125      16           0.019766      16           0.02          16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.02007       16           0.021028      16           0.02174       16           0.021946      16           0.022037      16           0.021911      16           0.021571      16           0.021439      16           0.021548      16           0.022105      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019684      16           0.019685      16           0.019684      16           0.019679      16           0.019682      16           0.019686      16           0.01968       16           0.019685      16           0.019719      16           0.019684      16           0.019684      16           0.019684      16           0.019684     
   17           0.9977       0.0036609     17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.022338      17           0.022033      17           0.021348      17           0.020952      17           0.020356      17           0.020195      17           0.019979      17           0.019986      17           0.019634      17           0.02          17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020662      17           0.021426      17           0.022213      17           0.022485      17           0.022567      17           0.022182      17           0.021955      17           0.021888      17           0.02212       17           0.022377      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.020186      17           0.02018       17           0.020186      17           0.02021       17           0.020182      17           0.02026       17           0.020196      17           0.020186      17           0.020186      17           0.020186      17           0.020186     
   18           0.99767      0.0035808     18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.023123      18           0.022294      18           0.021867      18           0.021261      18           0.021012      18           0.020649      18           0.020621      18           0.020626      18           0.021157      18           0.02          18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.022388      18           0.023019      18           0.023891      18           0.024111      18           0.024046      18           0.023705      18           0.023498      18           0.023606      18           0.023732      18           0.02367       18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021891      18           0.021892      18           0.021891      18           0.021888      18           0.02189       18           0.021912      18           0.021901      18           0.022089      18           0.021917      18           0.021891      18           0.021891      18           0.021891      18           0.021891     
   19           0.99765      0.0035051     19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023148      19           0.022243      19           0.021696      19           0.021351      19           0.020951      19           0.020826      19           0.020389      19           0.020883      19           0.020651      19           0.02          19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023748      19           0.024395      19           0.025087      19           0.025136      19           0.025002      19           0.024709      19           0.024655      19           0.024724      19           0.024763      19           0.024354      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023309      19           0.023311      19           0.023307      19           0.023324      19           0.023322      19           0.02353       19           0.023366      19           0.023309      19           0.023309      19           0.023309      19           0.023309     
   20           0.99768      0.0034344     20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.023435      20           0.022364      20           0.021783      20           0.021523      20           0.021299      20           0.020852      20           0.021241      20           0.020749      20           0.02054       20           0.02          20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.025096      20           0.025768      20           0.026147      20           0.026103      20           0.025932      20           0.025819      20           0.025843      20           0.025835      20           0.025708      20           0.024961      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024706      20           0.024705      20           0.024706      20           0.024712      20           0.024706      20           0.024727      20           0.024709      20           0.024853      20           0.02474       20           0.024706      20           0.024706      20           0.024706      20           0.024706     
   21           0.99769      0.0033678     21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.023822      21           0.022408      21           0.021819      21           0.021514      21           0.021264      21           0.0213        21           0.020956      21           0.021002      21           0.019814      21           0.02          21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026493      21           0.02696       21           0.027163      21           0.027048      21           0.026972      21           0.026977      21           0.026982      21           0.026931      21           0.026464      21           0.025517      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026078      21           0.026081      21           0.02608       21           0.026092      21           0.026089      21           0.026111      21           0.026092      21           0.026078      21           0.026078      21           0.026078      21           0.026078     
   22           0.99769      0.0033049     22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.025375      22           0.023925      22           0.023229      22           0.022801      22           0.022748      22           0.022762      22           0.022546      22           0.021642      22           0.021647      22           0.02          22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028827      22           0.029142      22           0.029121      22           0.029088      22           0.029118      22           0.029174      22           0.02918       22           0.028941      22           0.028379      22           0.02721       22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028545      22           0.028546      22           0.028545      22           0.028548      22           0.028547      22           0.028557      22           0.028555      22           0.028644      22           0.028528      22           0.028545      22           0.028545      22           0.028545      22           0.028545     
   23           0.99769      0.0032451     23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.025848      23           0.024555      23           0.023516      23           0.023047      23           0.022974      23           0.022982      23           0.022586      23           0.021959      23           0.020901      23           0.02          23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029997      23           0.029883      23           0.029986      23           0.029991      23           0.030169      23           0.030295      23           0.030187      23           0.029865      23           0.029185      23           0.027948      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029816      23           0.029817      23           0.029817      23           0.029819      23           0.029818      23           0.029905      23           0.029823      23           0.029816      23           0.029816      23           0.029816      23           0.029816     
   24           0.99769      0.0031884     24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.026847      24           0.025135      24           0.02429       24           0.023514      24           0.023311      24           0.023142      24           0.02276       24           0.022216      24           0.020348      24           0.02          24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031163      24           0.030938      24           0.03088       24           0.03102       24           0.031245      24           0.031387      24           0.031161      24           0.030793      24           0.030084      24           0.028706      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031272      24           0.031273      24           0.031271      24           0.031267      24           0.031357      24           0.031303      24           0.031272      24           0.031272      24           0.031272      24           0.031272     
   25           0.99769      0.0031345     25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.028173      25           0.026739      25           0.025698      25           0.025028      25           0.024285      25           0.024034      25           0.023927      25           0.022812      25           0.022183      25           0.02          25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032338      25           0.032066      25           0.032074      25           0.032156      25           0.032529      25           0.032549      25           0.032388      25           0.032003      25           0.031275      25           0.030198      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032663      25           0.032661      25           0.032663      25           0.032659      25           0.032661      25           0.032661      25           0.032654      25           0.032652      25           0.032677      25           0.032663      25           0.032663      25           0.032663      25           0.032663     
   26           0.99769      0.0030831     26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.027809      26           0.026259      26           0.025339      26           0.024439      26           0.02361       26           0.023036      26           0.022482      26           0.022275      26           0.020836      26           0.02          26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.031899      26           0.031546      26           0.031472      26           0.031545      26           0.031694      26           0.031859      26           0.031626      26           0.031317      26           0.030715      26           0.029632      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032415      26           0.032414      26           0.032415      26           0.032408      26           0.03241       26           0.032417      26           0.032414      26           0.032211      26           0.032399      26           0.032415      26           0.032415      26           0.032415      26           0.032415     
   27           0.99769      0.0030342     27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.028342      27           0.026925      27           0.025843      27           0.024797      27           0.023877      27           0.022731      27           0.022129      27           0.021583      27           0.020831      27           0.02          27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032215      27           0.031953      27           0.031761      27           0.031716      27           0.031765      27           0.03181       27           0.031737      27           0.031435      27           0.031026      27           0.030005      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032918      27           0.032917      27           0.032918      27           0.032909      27           0.032913      27           0.032924      27           0.032918      27           0.032608      27           0.032873      27           0.032918      27           0.032918      27           0.032918      27           0.032918     
