# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./Research/ArnoldiResearch -f CondensedArnoldi.dat -t 6250000 -i 1 -a 1 -I 10 -w 20.0 -n 3 -b 75 --terminal dumb --run ,\n seed = 1024149106
# Arguments: source = Histogram, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = CondensedArnoldi.dat, multimedia = false, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 75, active = 1, inactive = 1, tracks = 6250000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22           23            24           25           26            27           28            29           30            31           32           33            34           35           36            37           38            39           40            41           42           43            44           45           46            47           48            49           50            51           52            53           54            55           56           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-       RAM eigenvector-2-Real      -| |-       RAM eigenvector-2-Imag      -| |-  Entropy-Iterations  -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-   raw value-00-Real  -| |-   raw value-00-Imag  -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-   raw value-01-Real  -| |-   raw value-01-Imag  -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-   raw value-02-Real  -| |-   raw value-02-Imag  -| |-     Arnoldi-Time     -| |-   Entropy-Restarts   -| |-      FOM-Arnoldi     -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   0.133333     -0.0178546   0             0.133333     0            0             0.133333     -0.0341016   0             0.133333     0            0             0.133333     -0.0502276   0             0.133333     0            0             6.25E+06     1.85141       6.25E+07     4.82712      0             6.25E+07     0            0             6.25E+07     4.82712       6.25E+07     0             6.25E+07     4.37105      0             6.25E+07     0            0             6.25E+07     4.37105       6.25E+07     0             6.25E+07     3.76778      0             6.25E+07     0            0             6.25E+07     3.76778       6.25E+07     0             6.25E+07     169.303       6.25E+07     2.17363       1.25E+08     0             
   0.4          -0.0248052   0             0.4          0            0             0.4          -0.0475358   0             0.4          0            0             0.4          -0.0698231   0             0.4          0            0             1.25E+07     2.01302       1.25E+08     4.83092      0             1.25E+08     0            0             1.25E+08     4.83092       1.25E+08     0             1.25E+08     4.38238      0             1.25E+08     0            0             1.25E+08     4.38238       1.25E+08     0             1.25E+08     3.81309      0             1.25E+08     0            0             1.25E+08     3.81309       1.25E+08     0             1.25E+08     352.228       1.25E+08     3.49816       
   0.666667     -0.0315947   0             0.666667     0            0             0.666667     -0.0598865   0             0.666667     0            0             0.666667     -0.0868894   0             0.666667     0            0             1.875E+07    2.07231       
   0.933333     -0.0376591   0             0.933333     0            0             0.933333     -0.071569    0             0.933333     0            0             0.933333     -0.102415    0             0.933333     0            0             2.5E+07      2.10024       
   1.2          -0.043896    0             1.2          0            0             1.2          -0.082861    0             1.2          0            0             1.2          -0.115947    0             1.2          0            0             3.125E+07    2.13931       
   1.46667      -0.0497614   0             1.46667      0            0             1.46667      -0.0930914   0             1.46667      0            0             1.46667      -0.128028    0             1.46667      0            0             3.75E+07     2.13738       
   1.73333      -0.0553681   0             1.73333      0            0             1.73333      -0.102468    0             1.73333      0            0             1.73333      -0.137912    0             1.73333      0            0             4.375E+07    2.18097       
   2            -0.0613799   0             2            0            0             2            -0.111954    0             2            0            0             2            -0.146191    0             2            0            0             5E+07        2.20438       
   2.26667      -0.0674872   0             2.26667      0            0             2.26667      -0.119922    0             2.26667      0            0             2.26667      -0.152573    0             2.26667      0            0             5.625E+07    2.17363       
   2.53333      -0.0725202   0             2.53333      0            0             2.53333      -0.127826    0             2.53333      0            0             2.53333      -0.156671    0             2.53333      0            0             6.25E+07     4.12841       
   2.8          -0.0781969   0             2.8          0            0             2.8          -0.134536    0             2.8          0            0             2.8          -0.15838     0             2.8          0            0             6.875E+07    3.98669       
   3.06667      -0.0838418   0             3.06667      0            0             3.06667      -0.140356    0             3.06667      0            0             3.06667      -0.158082    0             3.06667      0            0             7.5E+07      3.80789       
   3.33333      -0.0888643   0             3.33333      0            0             3.33333      -0.144991    0             3.33333      0            0             3.33333      -0.15593     0             3.33333      0            0             8.125E+07    3.57491       
   3.6          -0.0938848   0             3.6          0            0             3.6          -0.14955     0             3.6          0            0             3.6          -0.151126    0             3.6          0            0             8.75E+07     3.45041       
   3.86667      -0.0989516   0             3.86667      0            0             3.86667      -0.153424    0             3.86667      0            0             3.86667      -0.144374    0             3.86667      0            0             9.375E+07    3.39116       
   4.13333      -0.103971    0             4.13333      0            0             4.13333      -0.155607    0             4.13333      0            0             4.13333      -0.135563    0             4.13333      0            0             1E+08        3.39145       
   4.4          -0.108445    0             4.4          0            0             4.4          -0.156856    0             4.4          0            0             4.4          -0.124947    0             4.4          0            0             1.0625E+08   3.43786       
   4.66667      -0.112826    0             4.66667      0            0             4.66667      -0.157418    0             4.66667      0            0             4.66667      -0.112848    0             4.66667      0            0             1.125E+08    3.49816       
   4.93333      -0.116979    0             4.93333      0            0             4.93333      -0.156897    0             4.93333      0            0             4.93333      -0.0987873   0             4.93333      0            0             
   5.2          -0.121316    0             5.2          0            0             5.2          -0.155534    0             5.2          0            0             5.2          -0.0832864   0             5.2          0            0             
   5.46667      -0.125252    0             5.46667      0            0             5.46667      -0.153189    0             5.46667      0            0             5.46667      -0.066895    0             5.46667      0            0             
   5.73333      -0.128423    0             5.73333      0            0             5.73333      -0.149331    0             5.73333      0            0             5.73333      -0.0500521   0             5.73333      0            0             
   6            -0.131553    0             6            0            0             6            -0.145266    0             6            0            0             6            -0.0314804   0             6            0            0             
   6.26667      -0.13511     0             6.26667      0            0             6.26667      -0.140375    0             6.26667      0            0             6.26667      -0.012901    0             6.26667      0            0             
   6.53333      -0.138252    0             6.53333      0            0             6.53333      -0.13428     0             6.53333      0            0             6.53333      0.00592023   0             6.53333      0            0             
   6.8          -0.140841    0             6.8          0            0             6.8          -0.127588    0             6.8          0            0             6.8          0.0244672    0             6.8          0            0             
   7.06667      -0.143182    0             7.06667      0            0             7.06667      -0.119667    0             7.06667      0            0             7.06667      0.0423936    0             7.06667      0            0             
   7.33333      -0.145578    0             7.33333      0            0             7.33333      -0.111247    0             7.33333      0            0             7.33333      0.0600564    0             7.33333      0            0             
   7.6          -0.147989    0             7.6          0            0             7.6          -0.102255    0             7.6          0            0             7.6          0.0773024    0             7.6          0            0             
   7.86667      -0.149866    0             7.86667      0            0             7.86667      -0.0923357   0             7.86667      0            0             7.86667      0.092974     0             7.86667      0            0             
   8.13333      -0.151635    0             8.13333      0            0             8.13333      -0.0825572   0             8.13333      0            0             8.13333      0.107746     0             8.13333      0            0             
   8.4          -0.152841    0             8.4          0            0             8.4          -0.071456    0             8.4          0            0             8.4          0.120469     0             8.4          0            0             
   8.66667      -0.154494    0             8.66667      0            0             8.66667      -0.060594    0             8.66667      0            0             8.66667      0.131759     0             8.66667      0            0             
   8.93333      -0.155933    0             8.93333      0            0             8.93333      -0.0492852   0             8.93333      0            0             8.93333      0.141168     0             8.93333      0            0             
   9.2          -0.156807    0             9.2          0            0             9.2          -0.0366368   0             9.2          0            0             9.2          0.148992     0             9.2          0            0             
   9.46667      -0.157507    0             9.46667      0            0             9.46667      -0.0250252   0             9.46667      0            0             9.46667      0.154389     0             9.46667      0            0             
   9.73333      -0.15786     0             9.73333      0            0             9.73333      -0.0124023   0             9.73333      0            0             9.73333      0.157903     0             9.73333      0            0             
   10           -0.157804    0             10           0            0             10           -0.000404719 0             10           0            0             10           0.158792     0             10           0            0             
   10.2667      -0.157881    0             10.2667      0            0             10.2667      0.0125831    0             10.2667      0            0             10.2667      0.158132     0             10.2667      0            0             
   10.5333      -0.157279    0             10.5333      0            0             10.5333      0.0249048    0             10.5333      0            0             10.5333      0.155054     0             10.5333      0            0             
   10.8         -0.156917    0             10.8         0            0             10.8         0.0373338    0             10.8         0            0             10.8         0.149986     0             10.8         0            0             
   11.0667      -0.155837    0             11.0667      0            0             11.0667      0.048807     0             11.0667      0            0             11.0667      0.141828     0             11.0667      0            0             
   11.3333      -0.154624    0             11.3333      0            0             11.3333      0.0606762    0             11.3333      0            0             11.3333      0.132723     0             11.3333      0            0             
   11.6         -0.153408    0             11.6         0            0             11.6         0.071664     0             11.6         0            0             11.6         0.121094     0             11.6         0            0             
   11.8667      -0.151814    0             11.8667      0            0             11.8667      0.082711     0             11.8667      0            0             11.8667      0.108437     0             11.8667      0            0             
   12.1333      -0.1502      0             12.1333      0            0             12.1333      0.0929493    0             12.1333      0            0             12.1333      0.0938887    0             12.1333      0            0             
   12.4         -0.148218    0             12.4         0            0             12.4         0.102416     0             12.4         0            0             12.4         0.0780061    0             12.4         0            0             
   12.6667      -0.145933    0             12.6667      0            0             12.6667      0.111954     0             12.6667      0            0             12.6667      0.0618674    0             12.6667      0            0             
   12.9333      -0.143308    0             12.9333      0            0             12.9333      0.120495     0             12.9333      0            0             12.9333      0.0444722    0             12.9333      0            0             
   13.2         -0.140244    0             13.2         0            0             13.2         0.127751     0             13.2         0            0             13.2         0.0261949    0             13.2         0            0             
   13.4667      -0.13776     0             13.4667      0            0             13.4667      0.135035     0             13.4667      0            0             13.4667      0.00729131   0             13.4667      0            0             
   13.7333      -0.134467    0             13.7333      0            0             13.7333      0.141153     0             13.7333      0            0             13.7333      -0.0116881   0             13.7333      0            0             
   14           -0.13107     0             14           0            0             14           0.146207     0             14           0            0             14           -0.0301345   0             14           0            0             
   14.2667      -0.127715    0             14.2667      0            0             14.2667      0.150481     0             14.2667      0            0             14.2667      -0.0484574   0             14.2667      0            0             
   14.5333      -0.123616    0             14.5333      0            0             14.5333      0.153607     0             14.5333      0            0             14.5333      -0.0657936   0             14.5333      0            0             
   14.8         -0.119805    0             14.8         0            0             14.8         0.15669      0             14.8         0            0             14.8         -0.0816953   0             14.8         0            0             
   15.0667      -0.11599     0             15.0667      0            0             15.0667      0.158134     0             15.0667      0            0             15.0667      -0.0974066   0             15.0667      0            0             
   15.3333      -0.111584    0             15.3333      0            0             15.3333      0.158808     0             15.3333      0            0             15.3333      -0.111307    0             15.3333      0            0             
   15.6         -0.107166    0             15.6         0            0             15.6         0.158483     0             15.6         0            0             15.6         -0.123743    0             15.6         0            0             
   15.8667      -0.102616    0             15.8667      0            0             15.8667      0.157221     0             15.8667      0            0             15.8667      -0.134705    0             15.8667      0            0             
   16.1333      -0.097968    0             16.1333      0            0             16.1333      0.155172     0             16.1333      0            0             16.1333      -0.143603    0             16.1333      0            0             
