# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../ArnoldiResearch --verbose 2 --width 20 --relaxed 0 --eigenvalues 3 --tracks 1000000 --inactive 50 --source Histogram\n --Iterations 10 --active 500 --seed 0 --run --bins 105 -f Bins/20mfp-BetterStats-nyx/Histogram/1E6Tracks/20mfp.b105.dat\n , seed = 3607303954
# Arguments: source = Histogram, method = explicit, Iterations = 10, eigenvalues = 3, relaxed = 0, run = true, filename = Bins/20mfp-BetterStats-nyx/Histogram/1E6Tracks/20mfp.b105.dat, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 105, active = 500, inactive = 50, tracks = 1000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14           15            16           17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32           
# |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-       RAM eigenvalue-2-Real       -| |-       RAM eigenvalue-2-Imag       -| |-      FOM-Arnoldi     -| |-RAM eigenvector-0-Real-| |-RAM eigenvector-0-Imag-| |-RAM eigenvector-1-Real-| |-RAM eigenvector-1-Imag-| |-RAM eigenvector-2-Real-| |-RAM eigenvector-2-Imag-| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1E+07        4.8187       0             1E+07        0            0             1E+07        4.37779      0             1E+07        0            0             1E+07        3.82352      0             1E+07        0            0             5.1E+08      0             0.0952381    -0.0139458    0.0952381    0             0.0952381    0.0273533     0.0952381    0             0.0952381    -0.039659     0.0952381    0             
   2E+07        4.84098      0             2E+07        0            0             2E+07        4.38736      0             2E+07        0            0             2E+07        3.82076      0             2E+07        0            0             5.2E+08      32215.8       0.285714     -0.0183664    0.285714     0             0.285714     0.0360436     0.285714     0             0.285714     -0.0522024    0.285714     0             
   3E+07        4.83117      0             3E+07        0            0             3E+07        4.38428      0             3E+07        0            0             3E+07        3.81747      0             3E+07        0            0             5.3E+08      1514.61       0.47619      -0.0223806    0.47619      0             0.47619      0.0438172     0.47619      0             0.47619      -0.0632581    0.47619      0             
   4E+07        4.82237      0             4E+07        0            0             4E+07        4.38172      0             4E+07        0            0             4E+07        3.81428      0             4E+07        0            0             5.4E+08      115.265       0.666667     -0.0262193    0.666667     0             0.666667     0.0511763     0.666667     0             0.666667     -0.07344      0.666667     0             
   5E+07        4.82813      0             5E+07        0            0             5E+07        4.38313      0             5E+07        0            0             5E+07        3.8239       0             5E+07        0            0             5.5E+08      175.31        0.857143     -0.0299982    0.857143     0             0.857143     0.0581823     0.857143     0             0.857143     -0.0828463    0.857143     0             
   6E+07        4.81827      0             6E+07        0            0             6E+07        4.38448      0             6E+07        0            0             6E+07        3.81336      0             6E+07        0            0             5.6E+08      232.632       1.04762      -0.0336547    1.04762      0             1.04762      0.0649695     1.04762      0             1.04762      -0.0915846    1.04762      0             
   7E+07        4.82578      0             7E+07        0            0             7E+07        4.38009      0             7E+07        0            0             7E+07        3.81331      0             7E+07        0            0             5.7E+08      288.319       1.2381       -0.0372944    1.2381       0             1.2381       0.0715113     1.2381       0             1.2381       -0.0995896    1.2381       0             
   8E+07        4.83265      0             8E+07        0            0             8E+07        4.39062      0             8E+07        0            0             8E+07        3.81519      0             8E+07        0            0             5.8E+08      347.453       1.42857      -0.0409451    1.42857      0             1.42857      0.0777814     1.42857      0             1.42857      -0.106862     1.42857      0             
   9E+07        4.82852      0             9E+07        0            0             9E+07        4.38225      0             9E+07        0            0             9E+07        3.81254      0             9E+07        0            0             5.9E+08      304.182       1.61905      -0.0445004    1.61905      0             1.61905      0.0837662     1.61905      0             1.61905      -0.113291     1.61905      0             
   1E+08        4.8309       0             1E+08        0            0             1E+08        4.39465      0             1E+08        0            0             1E+08        3.80999      0             1E+08        0            0             6E+08        312.1         1.80952      -0.0480435    1.80952      0             1.80952      0.0895095     1.80952      0             1.80952      -0.118976     1.80952      0             
