# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# Research/ArnoldivsPower -f BigKrylov.Relaxed42.dat -t 5000000 -p -w 20 -b 75 -i 0 -a 1 -I 20 -x 0.1 -r  seed = 3450717264
# filename = BigKrylov.Relaxed42.dat, run = true, power = false, Arnoldi = true, storevectors = 0, raw = false, evectors = 2, evalues = 2, residual = false, arnoldimethod = implicit, tol = 2.22045e-16, verbose = 1, seed = 0, width = 20, bins = 75, acycles = 200, incycles = 20, active = 1, inactive = 0, Iterations = 20, numValues = 2, relaxed = 0.1, tracks = 5000000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5            6             7            8            9             10           11           12            13           14            15           16            17           18            19           20            21           22            23           24            25           26            27           28            29           30            31           32            33           34           35            36           37           38            39           40            41           42            43           44           45            46           47           48            49           50           
# |-       RAM eigenvector-0-Real      -| |-       RAM eigenvector-0-Imag      -| |-       RAM eigenvector-1-Real      -| |-       RAM eigenvector-1-Imag      -| |-   RAM 0 vEst-0-Real  -| |-   RAM 0 vEst-0-Imag  -| |-   RAM 1 vEst-0-Real  -| |-   RAM 1 vEst-0-Imag  -| |-   RAM 0 mean-0-Real  -| |-   RAM 0 mean-0-Imag  -| |-   RAM 1 mean-0-Real  -| |-   RAM 1 mean-0-Imag  -| |- RAM eValue SD-0-Real -| |- RAM eValue SD-0-Imag -| |-       RAM eigenvalue-0-Real       -| |-       RAM eigenvalue-0-Imag       -| |- RAM eValue SD-1-Real -| |- RAM eValue SD-1-Imag -| |-       RAM eigenvalue-1-Real       -| |-       RAM eigenvalue-1-Imag       -| |-      FOM-Arnoldi     -| 
#  x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord      error         x-coord      y-coord      error         x-coord      y-coord       
   0.13333      -0.017794    0             0.13333      0            0             0.13333      -0.045574    0             0.13333      0            0             0.13333      -0.017794     0.13333      0             0.13333      -0.045574     0.13333      0             0.13333      -0.017794     0.13333      0             0.13333      -0.045574     0.13333      0             1.5538E+07   0             1.5538E+07   0             1.5538E+07   0.9858       0             1.5538E+07   -0           0             1.5538E+07   0             1.5538E+07   0             1.5538E+07   0.95399      0             1.5538E+07   -0           0             1.5538E+07   0             
   0.4          -0.024653    0             0.4          0            0             0.4          -0.041673    0             0.4          0            0             0.4          -0.024653     0.4          0             0.4          -0.041673     0.4          0             0.4          -0.024653     0.4          0             0.4          -0.041673     0.4          0             
   0.66667      -0.031532    0             0.66667      0            0             0.66667      -0.049437    0             0.66667      0            0             0.66667      -0.031532     0.66667      0             0.66667      -0.049437     0.66667      0             0.66667      -0.031532     0.66667      0             0.66667      -0.049437     0.66667      0             
   0.93333      -0.037669    0             0.93333      0            0             0.93333      -0.069719    0             0.93333      0            0             0.93333      -0.037669     0.93333      0             0.93333      -0.069719     0.93333      0             0.93333      -0.037669     0.93333      0             0.93333      -0.069719     0.93333      0             
   1.2          -0.043967    0             1.2          0            0             1.2          -0.084224    0             1.2          0            0             1.2          -0.043967     1.2          0             1.2          -0.084224     1.2          0             1.2          -0.043967     1.2          0             1.2          -0.084224     1.2          0             
   1.4667       -0.05024     0             1.4667       0            0             1.4667       -0.1135      0             1.4667       0            0             1.4667       -0.05024      1.4667       0             1.4667       -0.1135       1.4667       0             1.4667       -0.05024      1.4667       0             1.4667       -0.1135       1.4667       0             
   1.7333       -0.056322    0             1.7333       0            0             1.7333       -0.1232      0             1.7333       0            0             1.7333       -0.056322     1.7333       0             1.7333       -0.1232       1.7333       0             1.7333       -0.056322     1.7333       0             1.7333       -0.1232       1.7333       0             
   2            -0.062845    0             2            0            0             2            -0.13453     0             2            0            0             2            -0.062845     2            0             2            -0.13453      2            0             2            -0.062845     2            0             2            -0.13453      2            0             
   2.2667       -0.068905    0             2.2667       0            0             2.2667       -0.16032     0             2.2667       0            0             2.2667       -0.068905     2.2667       0             2.2667       -0.16032      2.2667       0             2.2667       -0.068905     2.2667       0             2.2667       -0.16032      2.2667       0             
   2.5333       -0.074861    0             2.5333       0            0             2.5333       -0.14494     0             2.5333       0            0             2.5333       -0.074861     2.5333       0             2.5333       -0.14494      2.5333       0             2.5333       -0.074861     2.5333       0             2.5333       -0.14494      2.5333       0             
   2.8          -0.079876    0             2.8          0            0             2.8          -0.17858     0             2.8          0            0             2.8          -0.079876     2.8          0             2.8          -0.17858      2.8          0             2.8          -0.079876     2.8          0             2.8          -0.17858      2.8          0             
   3.0667       -0.083901    0             3.0667       0            0             3.0667       -0.1959      0             3.0667       0            0             3.0667       -0.083901     3.0667       0             3.0667       -0.1959       3.0667       0             3.0667       -0.083901     3.0667       0             3.0667       -0.1959       3.0667       0             
   3.3333       -0.089071    0             3.3333       0            0             3.3333       -0.22113     0             3.3333       0            0             3.3333       -0.089071     3.3333       0             3.3333       -0.22113      3.3333       0             3.3333       -0.089071     3.3333       0             3.3333       -0.22113      3.3333       0             
   3.6          -0.093434    0             3.6          0            0             3.6          -0.21059     0             3.6          0            0             3.6          -0.093434     3.6          0             3.6          -0.21059      3.6          0             3.6          -0.093434     3.6          0             3.6          -0.21059      3.6          0             
   3.8667       -0.098336    0             3.8667       0            0             3.8667       -0.21896     0             3.8667       0            0             3.8667       -0.098336     3.8667       0             3.8667       -0.21896      3.8667       0             3.8667       -0.098336     3.8667       0             3.8667       -0.21896      3.8667       0             
