# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../PowerResearch --verbose 2 --width 20 --multimedia --inactive 1250 --active 1250 --seed 0 --bins 300 --run --tracks 100000\n -f Multimedia/Tracks/PowerEntropy.t100000.dat , seed = 3481276975
# Arguments: source = Bank, run = true, filename = Multimedia/Tracks/PowerEntropy.t100000.dat, multimedia = true, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 300, active = 1250, inactive = 1250, tracks = 100000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5             6            7             8            9             10           11            12           13           
# |-            Power values           -| |-   Power raw values   -| |-        Entropy       -| |-      Power-Time      -| |-       FOM-Power      -| |-     Power vector     -| 
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   100000       0.28763      0             100000       0.28763       100000       3.40523       100000       0.175075      1.251E+08    0             0.015        0.101774      
   200000       0.401247     0             200000       0.401247      200000       3.51092       200000       0.42172       1.252E+08    4395.6        0.045        0.111514      
   300000       0.419672     0             300000       0.419672      300000       3.5121        300000       0.702202      1.253E+08    2391.56       0.075        0.119623      
   400000       0.423663     0             400000       0.423663      400000       3.51287       400000       0.955777      1.254E+08    4174.29       0.105        0.126924      
   500000       0.424892     0             500000       0.424892      500000       3.51449       500000       1.20953       1.255E+08    5449.02       0.135        0.133662      
   600000       0.427624     0             600000       0.427624      600000       3.51838       600000       1.46268       1.256E+08    7838.39       0.165        0.139644      
   700000       0.426251     0             700000       0.426251      700000       3.51832       700000       1.71588       1.257E+08    9223.23       0.195        0.145296      
   800000       0.427197     0             800000       0.427197      800000       3.51861       800000       1.96884       1.258E+08    10900.8       0.225        0.150574      
   900000       0.427526     0             900000       0.427526      900000       3.52061       900000       2.22193       1.259E+08    8149.44       0.255        0.155396      
   1E+06        0.420519     0             1E+06        0.420519      1E+06        3.5224        1E+06        2.47598       1.26E+08     10047.8       0.285        0.15951       
   1.1E+06      0.424792     0             1.1E+06      0.424792      1.1E+06      3.52284       1.1E+06      2.72728       1.261E+08    11913         0.315        0.16349       
   1.2E+06      0.425764     0             1.2E+06      0.425764      1.2E+06      3.52445       1.2E+06      2.98033       1.262E+08    14155.9       0.345        0.166992      
   1.3E+06      0.428643     0             1.3E+06      0.428643      1.3E+06      3.52376       1.3E+06      3.23372       1.263E+08    15979         0.375        0.170076      
   1.4E+06      0.425578     0             1.4E+06      0.425578      1.4E+06      3.52787       1.4E+06      3.48551       1.264E+08    14411.1       0.405        0.172596      
   1.5E+06      0.424582     0             1.5E+06      0.424582      1.5E+06      3.52708       1.5E+06      3.7373        1.265E+08    14770.4       0.435        0.175076      
   1.6E+06      0.428603     0             1.6E+06      0.428603      1.6E+06      3.52839       1.6E+06      3.99068       1.266E+08    14742.4       0.465        0.177087      
   1.7E+06      0.422688     0             1.7E+06      0.422688      1.7E+06      3.53073       1.7E+06      4.24283       1.267E+08    15078.6       0.495        0.178286      
   1.8E+06      0.422219     0             1.8E+06      0.422219      1.8E+06      3.53061       1.8E+06      4.49383       1.268E+08    16510.4       0.525        0.179578      
   1.9E+06      0.426293     0             1.9E+06      0.426293      1.9E+06      3.53137       1.9E+06      4.74702       1.269E+08    17665.6       0.555        0.18011       
   2E+06        0.424089     0             2E+06        0.424089      2E+06        3.53037       2E+06        4.9989        1.27E+08     17878.5       0.585        0.180439      
   2.1E+06      0.424276     0             2.1E+06      0.424276      2.1E+06      3.52867       2.1E+06      5.25471       1.271E+08    19647.9       0.615        0.180304      
   2.2E+06      0.422031     0             2.2E+06      0.422031      2.2E+06      3.53264       2.2E+06      5.50876       1.272E+08    21541.3       0.645        0.179567      
   2.3E+06      0.423994     0             2.3E+06      0.423994      2.3E+06      3.53146       2.3E+06      5.7613        1.273E+08    22333.8       0.675        0.178488      
   2.4E+06      0.425809     0             2.4E+06      0.425809      2.4E+06      3.53558       2.4E+06      6.01571       1.274E+08    24009.9       0.705        0.177326      
   2.5E+06      0.422751     0             2.5E+06      0.422751      2.5E+06      3.53501       2.5E+06      6.26685       1.275E+08    25105.2       0.735        0.17526       
   2.6E+06      0.425812     0             2.6E+06      0.425812      2.6E+06      3.53751       2.6E+06      6.51808       1.276E+08    26583.9       0.765        0.173013      
   2.7E+06      0.423112     0             2.7E+06      0.423112      2.7E+06      3.54017       2.7E+06      6.76933       1.277E+08    27872.8       0.795        0.170396      
   2.8E+06      0.426764     0             2.8E+06      0.426764      2.8E+06      3.54187       2.8E+06      7.02315       1.278E+08    29668.7       0.825        0.16708       
   2.9E+06      0.425761     0             2.9E+06      0.425761      2.9E+06      3.54544       2.9E+06      7.27741       1.279E+08    30794.5       0.855        0.163061      
   3E+06        0.426855     0             3E+06        0.426855      3E+06        3.54248       3E+06        7.52679       1.28E+08     31451.5       0.885        0.159216      
   3.1E+06      0.425809     0             3.1E+06      0.425809      3.1E+06      3.54563       3.1E+06      7.7783        1.281E+08    33256.5       0.915        0.154301      
   3.2E+06      0.424153     0             3.2E+06      0.424153      3.2E+06      3.54422       3.2E+06      8.03017       1.282E+08    34392.4       0.945        0.148773      
   3.3E+06      0.424102     0             3.3E+06      0.424102      3.3E+06      3.54729       3.3E+06      8.28106       1.283E+08    36186.3       0.975        0.142379      
   3.4E+06      0.424624     0             3.4E+06      0.424624      3.4E+06      3.54666       3.4E+06      8.53174       1.284E+08    38380.8       1.005        0.0455851     
   3.5E+06      0.424602     0             3.5E+06      0.424602      3.5E+06      3.55074       3.5E+06      8.78346       1.285E+08    40252.1       1.035        0             
   3.6E+06      0.421605     0             3.6E+06      0.421605      3.6E+06      3.55301       3.6E+06      9.03637       1.286E+08    42501.3       1.065        0             
   3.7E+06      0.426074     0             3.7E+06      0.426074      3.7E+06      3.55134       3.7E+06      9.29191       1.287E+08    44720         1.095        0             
   3.8E+06      0.422329     0             3.8E+06      0.422329      3.8E+06      3.55566       3.8E+06      9.54728       1.288E+08    47131.8       1.125        0             
   3.9E+06      0.42743      0             3.9E+06      0.42743       3.9E+06      3.55669       3.9E+06      9.80101       1.289E+08    44852.4       1.155        0             
   4E+06        0.425678     0             4E+06        0.425678      4E+06        3.55456       4E+06        10.0568       1.29E+08     45293.6       1.185        0             
