# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../PowerResearch --verbose 2 --width 20 --multimedia --inactive 1250 --active 1250 --seed 0 --bins 300 --run --tracks 5000\n -f Multimedia/Tracks/PowerEntropy.t5000.dat , seed = 3446968795
# Arguments: source = Bank, run = true, filename = Multimedia/Tracks/PowerEntropy.t5000.dat, multimedia = true, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 300, active = 1250, inactive = 1250, tracks = 5000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5             6            7             8            9             10           11            12           13           
# |-            Power values           -| |-   Power raw values   -| |-        Entropy       -| |-      Power-Time      -| |-       FOM-Power      -| |-     Power vector     -| 
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   5000         0.2904       0             5000         0.2904        5000         3.35898       5000         0.007967      6.255E+06    0             0.015        0.0930649     
   10000        0.395234     0             10000        0.395234      10000        3.50297       10000        0.019482      6.26E+06     3257.59       0.045        0.101266      
   15000        0.415391     0             15000        0.415391      15000        3.506         15000        0.032398      6.265E+06    7321.35       0.075        0.10902       
   20000        0.418798     0             20000        0.418798      20000        3.50885       20000        0.044449      6.27E+06     10958.2       0.105        0.116255      
   25000        0.435885     0             25000        0.435885      25000        3.50779       25000        0.056403      6.275E+06    17065.8       0.135        0.122322      
   30000        0.427167     0             30000        0.427167      30000        3.50232       30000        0.068573      6.28E+06     13784.1       0.165        0.127798      
   35000        0.437761     0             35000        0.437761      35000        3.50293       35000        0.080323      6.285E+06    18709.2       0.195        0.132774      
   40000        0.430056     0             40000        0.430056      40000        3.50642       40000        0.092058      6.29E+06     23729         0.225        0.137065      
   45000        0.417928     0             45000        0.417928      45000        3.51853       45000        0.103777      6.295E+06    20287.3       0.255        0.141474      
   50000        0.431051     0             50000        0.431051      50000        3.51696       50000        0.11553       6.3E+06      22985.2       0.285        0.146148      
   55000        0.429327     0             55000        0.429327      55000        3.52345       55000        0.127508      6.305E+06    27749.3       0.315        0.150241      
   60000        0.420397     0             60000        0.420397      60000        3.51687       60000        0.139211      6.31E+06     31341.4       0.345        0.152699      
   65000        0.425862     0             65000        0.425862      65000        3.51456       65000        0.151206      6.315E+06    36572.8       0.375        0.155268      
   70000        0.413683     0             70000        0.413683      70000        3.53197       70000        0.163108      6.32E+06     34576.5       0.405        0.157955      
   75000        0.423115     0             75000        0.423115      75000        3.5322        75000        0.174887      6.325E+06    22425.2       0.435        0.159842      
   80000        0.433015     0             80000        0.433015      80000        3.532         80000        0.187028      6.33E+06     25233         0.465        0.161791      
   85000        0.421064     0             85000        0.421064      85000        3.52166       85000        0.198989      6.335E+06    27446         0.495        0.163851      
   90000        0.41239      0             90000        0.41239       90000        3.52613       90000        0.21053       6.34E+06     30735.6       0.525        0.164358      
   95000        0.425917     0             95000        0.425917      95000        3.52814       95000        0.222346      6.345E+06    29436.3       0.555        0.165544      
   100000       0.427876     0             100000       0.427876      100000       3.52784       100000       0.234149      6.35E+06     32304.9       0.585        0.164614      
   105000       0.429502     0             105000       0.429502      105000       3.5339        105000       0.246053      6.355E+06    34552.4       0.615        0.165291      
   110000       0.415242     0             110000       0.415242      110000       3.54355       110000       0.258071      6.36E+06     36182.4       0.645        0.165091      
   115000       0.433264     0             115000       0.433264      115000       3.57591       115000       0.269924      6.365E+06    39512.4       0.675        0.163402      
   120000       0.441929     0             120000       0.441929      120000       3.57704       120000       0.281914      6.37E+06     41768.6       0.705        0.162609      
   125000       0.435035     0             125000       0.435035      125000       3.57994       125000       0.293792      6.375E+06    44243.7       0.735        0.160737      
   130000       0.432251     0             130000       0.432251      130000       3.5892        130000       0.3057        6.38E+06     47300.5       0.765        0.158524      
   135000       0.428188     0             135000       0.428188      135000       3.57453       135000       0.317598      6.385E+06    46717.5       0.795        0.155746      
   140000       0.419281     0             140000       0.419281      140000       3.59344       140000       0.329192      6.39E+06     42387.4       0.825        0.153133      
   145000       0.421881     0             145000       0.421881      145000       3.59885       145000       0.341058      6.395E+06    45402.8       0.855        0.149072      
   150000       0.420868     0             150000       0.420868      150000       3.57548       150000       0.352929      6.4E+06      48057.6       0.885        0.145374      
   155000       0.426003     0             155000       0.426003      155000       3.58997       155000       0.364656      6.405E+06    50865.5       0.915        0.141815      
   160000       0.434438     0             160000       0.434438      160000       3.60345       160000       0.376566      6.41E+06     53910.9       0.945        0.136776      
   165000       0.424446     0             165000       0.424446      165000       3.60597       165000       0.38848       6.415E+06    55429.9       0.975        0.130686      
   170000       0.410439     0             170000       0.410439      170000       3.60701       170000       0.400077      6.42E+06     51263.5       1.005        0.041755      
   175000       0.417991     0             175000       0.417991      175000       3.6201        175000       0.411982      6.425E+06    49028.2       1.035        0             
   180000       0.413561     0             180000       0.413561      180000       3.62162       180000       0.423949      6.43E+06     51150         1.065        0             
   185000       0.410996     0             185000       0.410996      185000       3.62061       185000       0.435917      6.435E+06    53279.5       1.095        0             
   190000       0.430149     0             190000       0.430149      190000       3.64045       190000       0.448048      6.44E+06     56068.5       1.125        0             
   195000       0.430923     0             195000       0.430923      195000       3.64274       195000       0.459765      6.445E+06    57443         1.155        0             
   200000       0.423597     0             200000       0.423597      200000       3.63785       200000       0.471585      6.45E+06     60008.6       1.185        0             
   205000       0.438423     0             205000       0.438423      205000       3.64242       205000       0.483319      6.455E+06    62058         1.215        0             
   210000       0.412907     0             210000       0.412907      210000       3.63887       210000       0.495001      6.46E+06     59332.6       1.245        0             
   215000       0.438342     0             215000       0.438342      215000       3.67282       215000       0.506894      6.465E+06    61822.7       1.275        0             
   220000       0.430715     0             220000       0.430715      220000       3.6723        220000       0.518683      6.47E+06     64448.2       1.305        0             
   225000       0.420636     0             225000       0.420636      225000       3.67869       225000       0.530583      6.475E+06    66895.6       1.335        0             
   230000       0.418028     0             230000       0.418028      230000       3.67028       230000       0.542502      6.48E+06     66856.7       1.365        0             
   235000       0.426891     0             235000       0.426891      235000       3.67065       235000       0.55462       6.485E+06    68636.7       1.395        0             
   240000       0.429025     0             240000       0.429025      240000       3.67158       240000       0.566558      6.49E+06     69944.7       1.425        0             
   245000       0.42585      0             245000       0.42585       245000       3.67827       245000       0.578477      6.495E+06    72504.5       1.455        0             
   250000       0.416482     0             250000       0.416482      250000       3.68714       250000       0.590595      6.5E+06      67275.5       1.485        0             
   255000       0.411484     0             255000       0.411484      255000       3.68694       255000       0.60234       6.505E+06    67374         1.515        0             
   260000       0.433539     0             260000       0.433539      260000       3.68548       260000       0.614311      6.51E+06     69955.3       1.545        0             
   265000       0.411776     0             265000       0.411776      265000       3.68872       265000       0.626274      6.515E+06    71745.3       1.575        0             
   270000       0.427094     0             270000       0.427094      270000       3.69736       270000       0.638257      6.52E+06     73509.6       1.605        0             
   275000       0.422054     0             275000       0.422054      275000       3.6902        275000       0.650271      6.525E+06    76045.2       1.635        0             
   280000       0.432943     0             280000       0.432943      280000       3.69293       280000       0.66222       6.53E+06     73355.7       1.665        0             
   285000       0.408265     0             285000       0.408265      285000       3.70444       285000       0.67385       6.535E+06    75373.7       1.695        0             
   290000       0.428352     0             290000       0.428352      290000       3.6827        290000       0.685807      6.54E+06     77633         1.725        0             
   295000       0.426381     0             295000       0.426381      295000       3.65353       295000       0.697686      6.545E+06    79380.5       1.755        0             
   300000       0.446251     0             300000       0.446251      300000       3.65018       300000       0.709763      6.55E+06     75542         1.785        0             
   305000       0.432863     0             305000       0.432863      305000       3.61829       305000       0.72158       6.555E+06    78019.1       1.815        0             
   310000       0.425505     0             310000       0.425505      310000       3.61349       310000       0.733467      6.56E+06     77170.3       1.845        0             
   315000       0.413846     0             315000       0.413846      315000       3.64117       315000       0.745111      6.565E+06    79109.1       1.875        0             
   320000       0.426758     0             320000       0.426758      320000       3.6481        320000       0.756955      6.57E+06     79955.8       1.905        0             
   325000       0.413614     0             325000       0.413614      325000       3.6512        325000       0.76871       6.575E+06    72564.8       1.935        0             
   330000       0.424285     0             330000       0.424285      330000       3.63908       330000       0.780357      6.58E+06     74485.7       1.965        0             
   335000       0.420975     0             335000       0.420975      335000       3.64748       335000       0.792036      6.585E+06    75741.8       1.995        0             
   340000       0.410872     0             340000       0.410872      340000       3.64435       340000       0.803707      6.59E+06     77392.7       2.025        0             
   345000       0.413584     0             345000       0.413584      345000       3.64782       345000       0.815592      6.595E+06    79624.3       2.055        0             
   350000       0.422683     0             350000       0.422683      350000       3.66679       350000       0.827502      6.6E+06      81680.1       2.085        0             
   355000       0.426656     0             355000       0.426656      355000       3.67388       355000       0.839429      6.605E+06    83298.5       2.115        0             
   360000       0.421621     0             360000       0.421621      360000       3.66786       360000       0.851043      6.61E+06     84295.3       2.145        0             
   365000       0.421621     0             365000       0.421621      365000       3.65974       365000       0.862742      6.615E+06    81921.2       2.175        0             
   370000       0.42179      0             370000       0.42179       370000       3.66111       370000       0.874606      6.62E+06     83809.1       2.205        0             
   375000       0.419512     0             375000       0.419512      375000       3.65429       375000       0.886492      6.625E+06    85482.4       2.235        0             
   380000       0.418002     0             380000       0.418002      380000       3.65246       380000       0.89827       6.63E+06     84766.7       2.265        0             
   385000       0.423938     0             385000       0.423938      385000       3.65233       385000       0.909903      6.635E+06    83735.8       2.295        0             
   390000       0.417494     0             390000       0.417494      390000       3.68474       390000       0.921825      6.64E+06     85577.5       2.325        0             
   395000       0.424591     0             395000       0.424591      395000       3.69623       395000       0.933526      6.645E+06    87691.9       2.355        0             
   400000       0.414571     0             400000       0.414571      400000       3.72028       400000       0.945467      6.65E+06     89120.5       2.385        0             
   405000       0.412664     0             405000       0.412664      405000       3.71782       405000       0.95728       6.655E+06    91169.8       2.415        0             
   410000       0.424301     0             410000       0.424301      410000       3.69447       410000       0.969041      6.66E+06     93184.7       2.445        0             
   415000       0.410299     0             415000       0.410299      415000       3.68978       415000       0.980783      6.665E+06    95396.8       2.475        0             
   420000       0.41473      0             420000       0.41473       420000       3.67875       420000       0.992504      6.67E+06     92062.6       2.505        0             
   425000       0.437955     0             425000       0.437955      425000       3.66382       425000       1.00444       6.675E+06    93193.8       2.535        0             
   430000       0.415181     0             430000       0.415181      430000       3.6808        430000       1.01628       6.68E+06     94685.6       2.565        0             
   435000       0.417091     0             435000       0.417091      435000       3.70937       435000       1.02826       6.685E+06    96413.4       2.595        0             
   440000       0.417759     0             440000       0.417759      440000       3.69642       440000       1.0402        6.69E+06     98418         2.625        0             
   445000       0.432213     0             445000       0.432213      445000       3.68895       445000       1.05206       6.695E+06    100557        2.655        0             
   450000       0.42426      0             450000       0.42426       450000       3.69078       450000       1.06394       6.7E+06      101911        2.685        0             
   455000       0.425873     0             455000       0.425873      455000       3.66052       455000       1.07569       6.705E+06    104024        2.715        0             
   460000       0.428087     0             460000       0.428087      460000       3.65421       460000       1.08754       6.71E+06     105568        2.745        0             
   465000       0.419782     0             465000       0.419782      465000       3.66393       465000       1.09939       6.715E+06    107002        2.775        0             
   470000       0.42037      0             470000       0.42037       470000       3.6511        470000       1.11116       6.72E+06     109067        2.805        0             
   475000       0.432645     0             475000       0.432645      475000       3.66571       475000       1.12284       6.725E+06    111256        2.835        0             
   480000       0.424511     0             480000       0.424511      480000       3.67506       480000       1.13486       6.73E+06     113102        2.865        0             
   485000       0.440303     0             485000       0.440303      485000       3.66378       485000       1.14692       6.735E+06    115341        2.895        0             
   490000       0.429031     0             490000       0.429031      490000       3.64362       490000       1.15871       6.74E+06     117603        2.925        0             
   495000       0.428173     0             495000       0.428173      495000       3.65462       495000       1.17068       6.745E+06    119468        2.955        0             
   500000       0.415242     0             500000       0.415242      500000       3.64549       500000       1.18245       6.75E+06     121313        2.985        0             
   505000       0.427533     0             505000       0.427533      505000       3.65409       505000       1.19444       6.755E+06    123638        3.015        0             
   510000       0.420864     0             510000       0.420864      510000       3.64255       510000       1.20623       6.76E+06     125189        3.045        0             
   515000       0.425577     0             515000       0.425577      515000       3.6614        515000       1.21792       6.765E+06    125898        3.075        0             
   520000       0.414683     0             520000       0.414683      520000       3.65125       520000       1.22973       6.77E+06     127226        3.105        0             
   525000       0.427372     0             525000       0.427372      525000       3.65134       525000       1.24172       6.775E+06    129359        3.135        0             
   530000       0.425406     0             530000       0.425406      530000       3.63633       530000       1.25388       6.78E+06     131673        3.165        0             
   535000       0.425066     0             535000       0.425066      535000       3.64719       535000       1.26569       6.785E+06    133258        3.195        0             
   540000       0.423876     0             540000       0.423876      540000       3.62608       540000       1.27752       6.79E+06     134115        3.225        0             
   545000       0.419552     0             545000       0.419552      545000       3.6517        545000       1.2893        6.795E+06    136160        3.255        0             
   550000       0.422657     0             550000       0.422657      550000       3.6351        550000       1.3012        6.8E+06      138538        3.285        0             
   555000       0.434153     0             555000       0.434153      555000       3.59553       555000       1.3131        6.805E+06    140602        3.315        0             
   560000       0.428509     0             560000       0.428509      560000       3.59181       560000       1.32491       6.81E+06     143005        3.345        0             
   565000       0.426366     0             565000       0.426366      565000       3.58223       565000       1.33686       6.815E+06    143249        3.375        0             
   570000       0.421762     0             570000       0.421762      570000       3.60228       570000       1.34888       6.82E+06     145641        3.405        0             
   575000       0.410712     0             575000       0.410712      575000       3.59674       575000       1.36063       6.825E+06    143339        3.435        0             
   580000       0.428619     0             580000       0.428619      580000       3.58842       580000       1.37254       6.83E+06     145186        3.465        0             
   585000       0.429304     0             585000       0.429304      585000       3.56403       585000       1.38433       6.835E+06    145051        3.495        0             
   590000       0.444759     0             590000       0.444759      590000       3.56627       590000       1.39638       6.84E+06     145225        3.525        0             
   595000       0.429104     0             595000       0.429104      595000       3.53764       595000       1.40832       6.845E+06    147542        3.555        0             
   600000       0.421122     0             600000       0.421122      600000       3.55219       600000       1.42025       6.85E+06     148489        3.585        0             
   605000       0.406889     0             605000       0.406889      605000       3.56627       605000       1.43191       6.855E+06    150759        3.615        0             
   610000       0.420316     0             610000       0.420316      610000       3.57857       610000       1.44378       6.86E+06     153017        3.645        0             
   615000       0.4262       0             615000       0.4262        615000       3.57381       615000       1.45592       6.865E+06    155361        3.675        0             
   620000       0.419125     0             620000       0.419125      620000       3.57081       620000       1.46788       6.87E+06     157716        3.705        0             
   625000       0.417114     0             625000       0.417114      625000       3.57825       625000       1.47967       6.875E+06    151320        3.735        0             
   630000       0.424788     0             630000       0.424788      630000       3.5958        630000       1.49154       6.88E+06     153538        3.765        0             
   635000       0.426912     0             635000       0.426912      635000       3.59151       635000       1.50335       6.885E+06    152903        3.795        0             
   640000       0.417691     0             640000       0.417691      640000       3.60096       640000       1.51488       6.89E+06     151370        3.825        0             
   645000       0.42805      0             645000       0.42805       645000       3.60637       645000       1.52685       6.895E+06    153136        3.855        0             
   650000       0.407589     0             650000       0.407589      650000       3.61957       650000       1.53853       6.9E+06      155284        3.885        0             
   655000       0.408812     0             655000       0.408812      655000       3.61756       655000       1.55002       6.905E+06    155343        3.915        0             
   660000       0.427208     0             660000       0.427208      660000       3.6149        660000       1.56185       6.91E+06     154268        3.945        0             
   665000       0.40918      0             665000       0.40918       665000       3.61075       665000       1.57355       6.915E+06    155834        3.975        0             
   670000       0.432503     0             670000       0.432503      670000       3.60252       670000       1.58534       6.92E+06     155698        4.005        0             
   675000       0.415722     0             675000       0.415722      675000       3.60653       675000       1.597         6.925E+06    155504        4.035        0             
   680000       0.429441     0             680000       0.429441      680000       3.60799       680000       1.60882       6.93E+06     157193        4.065        0             
   685000       0.420938     0             685000       0.420938      685000       3.61409       685000       1.62044       6.935E+06    159372        4.095        0             
   690000       0.423969     0             690000       0.423969      690000       3.625         690000       1.63222       6.94E+06     153742        4.125        0             
   695000       0.42151      0             695000       0.42151       695000       3.61145       695000       1.6439        6.945E+06    152779        4.155        0             
   700000       0.430952     0             700000       0.430952      700000       3.60499       700000       1.6558        6.95E+06     154440        4.185        0             
   705000       0.419919     0             705000       0.419919      705000       3.57561       705000       1.66753       6.955E+06    156528        4.215        0             
   710000       0.433441     0             710000       0.433441      710000       3.59019       710000       1.67935       6.96E+06     158305        4.245        0             
   715000       0.43006      0             715000       0.43006       715000       3.58414       715000       1.69125       6.965E+06    158478        4.275        0             
   720000       0.428942     0             720000       0.428942      720000       3.56755       720000       1.70317       6.97E+06     159943        4.305        0             
   725000       0.431773     0             725000       0.431773      725000       3.55535       725000       1.71509       6.975E+06    160172        4.335        0             
   730000       0.422015     0             730000       0.422015      730000       3.57879       730000       1.72682       6.98E+06     162265        4.365        0             
   735000       0.415516     0             735000       0.415516      735000       3.57404       735000       1.73837       6.985E+06    164334        4.395        0             
   740000       0.420169     0             740000       0.420169      740000       3.56475       740000       1.75033       6.99E+06     165551        4.425        0             
   745000       0.421682     0             745000       0.421682      745000       3.56804       745000       1.76216       6.995E+06    167524        4.455        0             
