# This file is written with the intent of being used to plot the data with 
# Gnuplot.  It contains no information regarding how the plot should be 
# formatted.
# =========================================================================
# ./../PowerResearch --verbose 2 --width 20 --multimedia --inactive 1250 --active 1250 --seed 0 --bins 300 --run --tracks 1000\n -f Multimedia/Tracks/PowerEntropy.t1000.dat , seed = 1837792392
# Arguments: source = Bank, run = true, filename = Multimedia/Tracks/PowerEntropy.t1000.dat, multimedia = true, terminal = dumb, tol = 2.22045e-16, verbose = 2, seed = 0, width = 20, bins = 300, active = 1250, inactive = 1250, tracks = 1000, ignore_rest = false, version = false, help = false, 

#  1            2            3             4            5             6            7             8            9             10           11            12           13           
# |-            Power values           -| |-   Power raw values   -| |-        Entropy       -| |-      Power-Time      -| |-       FOM-Power      -| |-     Power vector     -| 
#  x-coord      y-coord      error         x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       x-coord      y-coord       
   1000         0.333        0             1000         0.333         1000         3.29365       1000         0.001684      1.251E+06    0             0.015        0.106455      
   2000         0.399933     0             2000         0.399933      2000         3.48228       2000         0.003992      1.252E+06    8379.82       0.045        0.118663      
   3000         0.435127     0             3000         0.435127      3000         3.49723       3000         0.006554      1.253E+06    17921.2       0.075        0.126618      
   4000         0.416417     0             4000         0.416417      4000         3.484         4000         0.008963      1.254E+06    16485.3       0.105        0.134602      
   5000         0.411836     0             5000         0.411836      5000         3.48576       5000         0.011282      1.255E+06    16826.8       0.135        0.140899      
   6000         0.427486     0             6000         0.427486      6000         3.49025       6000         0.013653      1.256E+06    22526.8       0.165        0.146909      
   7000         0.430478     0             7000         0.430478      7000         3.49575       7000         0.016061      1.257E+06    30560.4       0.195        0.154542      
   8000         0.404219     0             8000         0.404219      8000         3.49291       8000         0.018365      1.258E+06    39878.9       0.225        0.158498      
   9000         0.432514     0             9000         0.432514      9000         3.48127       9000         0.020715      1.259E+06    23589.1       0.255        0.164495      
   10000        0.412186     0             10000        0.412186      10000        3.49541       10000        0.023042      1.26E+06     17538.6       0.285        0.168488      
   11000        0.401882     0             11000        0.401882      11000        3.50136       11000        0.025378      1.261E+06    21148.6       0.315        0.17411       
   12000        0.425593     0             12000        0.425593      12000        3.47931       12000        0.027737      1.262E+06    24776.9       0.345        0.17653       
   13000        0.426869     0             13000        0.426869      13000        3.49088       13000        0.029994      1.263E+06    28971.3       0.375        0.181853      
   14000        0.435407     0             14000        0.435407      14000        3.48278       14000        0.032295      1.264E+06    32894.9       0.405        0.183267      
   15000        0.428876     0             15000        0.428876      15000        3.49073       15000        0.03463       1.265E+06    36783         0.435        0.185012      
   16000        0.416009     0             16000        0.416009      16000        3.48286       16000        0.036987      1.266E+06    41532.1       0.465        0.189159      
   17000        0.420169     0             17000        0.420169      17000        3.49024       17000        0.039326      1.267E+06    33177.8       0.495        0.188409      
   18000        0.423531     0             18000        0.423531      18000        3.49047       18000        0.041667      1.268E+06    33911.1       0.525        0.191307      
   19000        0.418872     0             19000        0.418872      19000        3.49537       19000        0.044025      1.269E+06    35856.1       0.555        0.189805      
   20000        0.433532     0             20000        0.433532      20000        3.49372       20000        0.046289      1.27E+06     36760         0.585        0.193164      
   21000        0.437001     0             21000        0.437001      21000        3.48441       21000        0.048588      1.271E+06    39833         0.615        0.192123      
   22000        0.403789     0             22000        0.403789      22000        3.49163       22000        0.050839      1.272E+06    43483.1       0.645        0.191436      
   23000        0.410249     0             23000        0.410249      23000        3.48446       23000        0.053021      1.273E+06    43954         0.675        0.19029       
   24000        0.42707      0             24000        0.42707       24000        3.48728       24000        0.055365      1.274E+06    42691.5       0.705        0.188199      
   25000        0.401445     0             25000        0.401445      25000        3.49287       25000        0.057511      1.275E+06    42273.2       0.735        0.186856      
   26000        0.421116     0             26000        0.421116      26000        3.48313       26000        0.059866      1.276E+06    45421.6       0.765        0.184636      
   27000        0.419432     0             27000        0.419432      27000        3.49735       27000        0.062164      1.277E+06    46622.2       0.795        0.179678      
   28000        0.418593     0             28000        0.418593      28000        3.48861       28000        0.064376      1.278E+06    46655.5       0.825        0.178117      
   29000        0.458778     0             29000        0.458778      29000        3.50216       29000        0.066717      1.279E+06    49952.9       0.855        0.17219       
   30000        0.420699     0             30000        0.420699      30000        3.51309       30000        0.069026      1.28E+06     49156.1       0.885        0.16862       
   31000        0.428693     0             31000        0.428693      31000        3.48545       31000        0.071377      1.281E+06    52418.1       0.915        0.163104      
   32000        0.431265     0             32000        0.431265      32000        3.50721       32000        0.073737      1.282E+06    55173         0.945        0.157787      
   33000        0.427383     0             33000        0.427383      33000        3.48613       33000        0.076076      1.283E+06    58147.8       0.975        0.150367      
   34000        0.444906     0             34000        0.444906      34000        3.5019        34000        0.078415      1.284E+06    56322.6       1.005        0.0490597     
   35000        0.408424     0             35000        0.408424      35000        3.47503       35000        0.080836      1.285E+06    58821.2       1.035        0             
   36000        0.433746     0             36000        0.433746      36000        3.49365       36000        0.083219      1.286E+06    62156.3       1.065        0             
   37000        0.422902     0             37000        0.422902      37000        3.48976       37000        0.085517      1.287E+06    59828.3       1.095        0             
   38000        0.436435     0             38000        0.436435      38000        3.49542       38000        0.087885      1.288E+06    61646.9       1.125        0             
   39000        0.415923     0             39000        0.415923      39000        3.50141       39000        0.09019       1.289E+06    64814.3       1.155        0             
   40000        0.42133      0             40000        0.42133       40000        3.48258       40000        0.092537      1.29E+06     68126.2       1.185        0             
   41000        0.434391     0             41000        0.434391      41000        3.48568       41000        0.094835      1.291E+06    70841.1       1.215        0             
   42000        0.447857     0             42000        0.447857      42000        3.49765       42000        0.097208      1.292E+06    74025.2       1.245        0             
   43000        0.412476     0             43000        0.412476      43000        3.48756       43000        0.099474      1.293E+06    72961.4       1.275        0             
   44000        0.457024     0             44000        0.457024      44000        3.48597       44000        0.101793      1.294E+06    74844.1       1.305        0             
   45000        0.441485     0             45000        0.441485      45000        3.48587       45000        0.104164      1.295E+06    67529.9       1.335        0             
   46000        0.432655     0             46000        0.432655      46000        3.49935       46000        0.106558      1.296E+06    70425.6       1.365        0             
   47000        0.4253       0             47000        0.4253        47000        3.48453       47000        0.108888      1.297E+06    70707.4       1.395        0             
   48000        0.386598     0             48000        0.386598      48000        3.48328       48000        0.111178      1.298E+06    71233.1       1.425        0             
   49000        0.427577     0             49000        0.427577      49000        3.48318       49000        0.113534      1.299E+06    72798         1.455        0             
   50000        0.417743     0             50000        0.417743      50000        3.48004       50000        0.115894      1.3E+06      75671.3       1.485        0             
   51000        0.426933     0             51000        0.426933      51000        3.49138       51000        0.118286      1.301E+06    76257.7       1.515        0             
   52000        0.423091     0             52000        0.423091      52000        3.51285       52000        0.120639      1.302E+06    78616.1       1.545        0             
   53000        0.412937     0             53000        0.412937      53000        3.51085       53000        0.122904      1.303E+06    79312.6       1.575        0             
   54000        0.408394     0             54000        0.408394      54000        3.51538       54000        0.125261      1.304E+06    80176.9       1.605        0             
   55000        0.452909     0             55000        0.452909      55000        3.49358       55000        0.12764       1.305E+06    83017.8       1.635        0             
   56000        0.406713     0             56000        0.406713      56000        3.50964       56000        0.129966      1.306E+06    84900.7       1.665        0             
   57000        0.404272     0             57000        0.404272      57000        3.50962       57000        0.132274      1.307E+06    81128.6       1.695        0             
   58000        0.445508     0             58000        0.445508      58000        3.48686       58000        0.134619      1.308E+06    83159.5       1.725        0             
